execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf,umbra_dfc_1phase_time_ms,umbra_dfc_2phase_time_ms,umbra_logical_time_ms,umbra_time_ms,postgres_dfc_1phase_time_ms,postgres_dfc_2phase_time_ms,postgres_logical_time_ms,postgres_time_ms,datafusion_dfc_1phase_time_ms,datafusion_dfc_2phase_time_ms,datafusion_logical_time_ms,datafusion_time_ms,sqlserver_correctness_error,sqlserver_correctness_match,sqlserver_dfc_1phase_correctness_error,sqlserver_dfc_1phase_correctness_match,sqlserver_dfc_1phase_error,sqlserver_dfc_1phase_rows,sqlserver_dfc_1phase_time_ms,sqlserver_dfc_2phase_correctness_error,sqlserver_dfc_2phase_correctness_match,sqlserver_dfc_2phase_error,sqlserver_dfc_2phase_rows,sqlserver_dfc_2phase_time_ms,sqlserver_error,sqlserver_logical_correctness_error,sqlserver_logical_correctness_match,sqlserver_logical_error,sqlserver_logical_rows,sqlserver_logical_time_ms,sqlserver_rows,sqlserver_time_ms
39,2026-02-16T02:15:36.377103,27699.702622834593,,,True,,66.16979115642607,2.310667186975479,175,68.48045834340155,,108.03545801900329,3.0327909626066685,175,111.06824898160994,,26150.949540780857,7.389707956463099,175,26158.33924873732,,96.58695780672132,175,96.58695780672132,q09,9,1.0,44.14200014434755,389.2306250054389,99.48416682891548,795.9947090130299,901.1624169070274,1602.099790936336,6791.4819999132305,4409.785917028785,784.7643750719726,1724.218707997352,32016.777415992692,1578.7000828422606,,True,,True,,175,951.7250000499188,,True,,175,1891.2871247157457,,,True,,175,1967.8041669540107,175,961.3850000314416
40,2026-02-16T02:16:01.521847,22196.031539933756,,,True,,84.8704578820616,4.773125052452087,175,89.64358293451369,,132.72412517108023,5.277625052258372,175,138.0017502233386,,20935.754457954317,7.548291003331542,175,20943.30274895765,,96.87520796433093,175,96.87520796433093,q09,9,1.0,53.61366691067815,371.6969999950379,89.49575014412403,291.52883403003216,1208.8720409665257,1969.7735828813163,6735.045416979119,4523.510999977589,1207.5440830085429,2481.3104160130024,34630.53800002672,1690.9155410248786,,True,,True,,175,1042.33125038445,,True,,175,1821.2194996885955,,,True,,175,1991.1354170180855,175,956.659167073667
41,2026-02-16T02:16:13.534025,1691.4779166691003,,,True,,46.543417032808065,4.41887485794723,20,50.962291890755296,,74.75191703997552,6.491082953289151,20,81.24299999326468,,59.70283295027912,6.033249897882342,20,65.73608284816146,,48.27479179948568,20,48.27479179948568,q10,10,1.0,21.0788338445127,49.81166613288224,33.17654202692211,45.0312087778002,576.3814160600305,1101.741916034371,947.0694998744876,672.162750037387,680.4536250419915,1355.1007499918342,1353.3983749803156,578.1685418915004,,True,,True,,20,1452.5296660140157,,True,,20,3383.5435421206057,,,True,,20,2662.7485416829586,20,1427.7665000408888
42,2026-02-16T02:16:19.571410,1848.697833251208,,,True,,37.363332929089665,12.5942500308156,20,49.95758295990527,,77.44825002737343,3.653000108897686,20,81.10125013627112,,72.9539159219712,5.862042075023055,20,78.81595799699426,,82.39787514321506,20,82.39787514321506,q10,10,1.0,25.294791907072067,47.81829216517508,30.07654193788767,36.92375007085502,591.6722079273313,1114.4186249002814,943.7328749336302,849.6333749499172,695.6575422082096,1691.9632500503212,1443.316499935463,565.3559169732034,,True,,True,,20,1592.07741683349,,True,,20,3466.448166873306,,,True,,20,2676.575541961938,20,1456.012291368097
43,2026-02-16T02:16:25.526670,1749.038375215605,,,True,,46.68475012294948,4.597292048856616,20,51.2820421718061,,67.54820817150176,3.984625218436122,20,71.53283338993788,,65.41920779272914,5.624125013127923,20,71.04333280585706,,48.10112481936813,20,48.10112481936813,q10,10,1.0,27.060207910835743,48.63429092802107,25.747125037014484,43.150292010977864,564.1354590188712,1100.9704580064863,1005.1254590507596,738.1404580082744,646.7620418407023,1411.3463750109076,1308.3677089307455,541.0918749403208,,True,,True,,20,1537.94595785439,,True,,20,3377.068459056318,,,True,,20,2660.001792013645,20,1514.919999986887
44,2026-02-16T02:16:31.344151,1694.9928349349648,,,True,,46.895792009308934,4.805749980732799,20,51.70154199004173,,73.68862489238381,4.686417058110237,20,78.37504195049405,,60.697542037814856,6.770124891772866,20,67.46766692958772,,49.28562487475574,20,49.28562487475574,q10,10,1.0,20.864083897322416,52.25137481465936,40.31995800323784,32.61833405122161,554.6794170513749,1064.94737486355,928.986875107512,672.4799589719623,652.1609588526189,1387.9233330953866,1345.9642501547933,562.8574590664357,,True,,True,,20,1532.387999817729,,True,,20,3486.3711670041084,,,True,,20,2613.7552079744637,20,1509.744165930897
45,2026-02-16T02:16:37.205712,1756.9787916727364,,,True,,60.6814578641206,4.438666859641671,20,65.12012472376227,,77.5087911169976,4.3036669958382845,20,81.81245811283588,,71.39041693881154,8.982667000964284,20,80.37308393977582,,42.57537494413555,20,42.57537494413555,q10,10,1.0,22.095374995842576,120.83104206249118,36.5552909206599,87.30241702869534,506.5177499782294,1019.098041811958,900.062832981348,979.1390830650926,648.0093749705702,1311.5596249699593,1375.8972501382232,603.3023749478161,,True,,True,,20,1469.9229593388736,,True,,20,3327.7794159948826,,,True,,20,2676.997374743223,20,1562.511040829122
46,2026-02-16T02:16:44.979465,1021.5379169676452,,,True,,17.63091702014208,2.6338750030845404,2,20.26479202322662,,31.029457924887534,2.9065420385450125,2,33.93599996343255,,36.51900007389486,4.317875020205975,2,40.83687509410083,,19.6851659566164,2,19.6851659566164,q12,12,1.0,11.314957868307827,18.036457942798737,16.322209034115076,47.06820799037814,437.8740410320461,914.040874922648,841.7312090750784,955.6682088878006,619.6595830842853,1290.7000000122937,1459.7851659636945,586.6953751537949,,True,,True,,2,918.5702078975736,,True,,2,1803.1130833551288,,,True,,2,1778.2638748176396,2,983.9687920175492
47,2026-02-16T02:16:48.841034,1021.6643356252462,,,True,,17.167916987091303,2.379459096118808,2,19.54737608321011,,35.00474989414215,3.96908400580287,2,38.97383389994502,,35.33037495799363,4.367249784991145,2,39.69762474298477,,20.47616709023714,2,20.47616709023714,q12,12,1.0,11.737625114619732,31.18245815858245,29.121791943907738,49.34066697023809,537.7490830142051,929.3558329809456,897.711374796927,943.6790840700268,645.9144589025527,1339.0371659770608,2063.19099990651,608.5197499487549,,True,,True,,2,921.8008341267704,,True,,2,1751.1147088371215,,,True,,2,1783.0237499438226,2,969.8700001463294
48,2026-02-16T02:16:52.649668,1027.1672897506503,,,True,,18.917165929451585,2.5922078639268875,2,21.509373793378472,,33.86770794168115,3.77958407625556,2,37.64729201793671,,34.469665959477425,4.405417013913393,2,38.87508297339082,,23.015541024506092,2,23.015541024506092,q12,12,1.0,16.60216716118157,21.25454181805253,17.454874934628606,40.876958053559065,456.54854108579457,853.5869580227882,820.3262919560075,968.4732081368566,603.9260409306735,1340.9765830729157,1472.3064999561757,548.4055411070585,,True,,True,,2,1020.9388332441448,,True,,2,1846.5499999001624,,,True,,2,1764.9278338067234,2,1011.6657922044396
49,2026-02-16T02:16:56.656987,1130.6213741190732,,,True,,17.58308312855661,2.892333082854748,2,20.475416211411357,,32.75775001384318,3.034041030332446,2,35.791791044175625,,35.80154199153185,4.3990828562527895,2,40.20062484778464,,21.124124992638823,2,21.124124992638823,q12,12,1.0,17.90741691365838,18.42120918445289,18.95820815116167,31.9111249409616,451.1366249062121,860.6785840820521,798.6230831593275,617.6389581523836,624.6939159464091,1212.1037498582157,1338.3256669621917,527.0041250623763,,True,,True,,2,1003.4897918812932,,True,,2,1768.3027503080666,,,True,,2,1776.5666670165956,2,910.77100019902
50,2026-02-16T02:17:00.545920,1117.193915648386,,,True,,18.37733294814825,2.484290860593319,2,20.86162380874157,,33.2757500000298,3.561916993930936,2,36.83766699396074,,33.55258284136653,4.419292090460658,2,37.97187493182719,,17.751999897882342,2,17.751999897882342,q12,12,1.0,10.58887504041195,23.02816696465015,15.634292038157582,19.162417156621817,470.6123750656843,829.3292080052197,773.6667089629918,500.3603750374168,585.0470829755068,1263.2919589523226,1339.6827501710504,572.6695000194013,,True,,True,,2,930.8069171383976,,True,,2,1872.2107079811392,,,True,,2,2037.9026248119771,2,946.7944162897766
51,2026-02-16T02:17:08.380571,848.874915856868,,,True,,15.779125038534405,1.9757498521357777,1,17.75487489067018,,19.870667019858956,2.2427081130445004,1,22.113375132903457,,24.075041990727183,3.1738749239593744,1,27.24891691468656,,15.37041598930955,1,15.37041598930955,q14,14,1.0,14.851749874651432,9.197166888043284,8.805708028376102,17.34274998307228,288.29312487505376,568.5312091372907,643.3174998965114,325.29475004412234,515.9342919941992,1265.864709159359,1174.2137500550598,514.0470832120627,,True,,True,,1,632.6154163107276,,True,,1,1212.1915412135422,,,True,,1,1287.450292147696,1,614.7672911174595
52,2026-02-16T02:17:12.141703,722.2892926074564,,,True,,17.31249992735684,1.969875069335103,1,19.282374996691946,,23.35391682572663,2.156500006094575,1,25.510416831821203,,26.159832952544093,4.018709063529968,1,30.17854201607406,,19.005916779860858,1,19.005916779860858,q14,14,1.0,7.855207892134786,22.69204193726182,11.102624936029317,54.75683300755918,353.59941702336073,623.7020420376211,550.0322920270264,714.869667077437,533.645958872512,1132.069209124893,990.2549590915442,459.6141658257693,,True,,True,,1,716.0819168202579,,True,,1,1207.9754578880966,,,True,,1,1357.2081658057868,1,638.7443328276277
53,2026-02-16T02:17:15.904294,694.0957917831838,,,True,,16.235959017649293,2.1890830248594284,1,18.42504204250872,,17.35099987126887,2.237166976556182,1,19.58816684782505,,23.347750073298812,3.1978748738765717,1,26.545624947175384,,18.74574995599687,1,18.74574995599687,q14,14,1.0,22.538459161296487,12.280707946047189,13.71579198166728,30.58008383959532,445.20104210823774,549.3992092087865,535.4450840968639,389.98937513679266,528.1198329757899,912.1077908203006,972.898666979745,477.5250409729779,,True,,True,,1,632.276083342731,,True,,1,1225.2766671590507,,,True,,1,1217.3922918736937,1,644.7408748790622
54,2026-02-16T02:17:19.635624,712.2397082857788,,,True,,15.47375018708408,2.1363331470638514,1,17.61008333414793,,18.423291854560375,2.312750089913606,1,20.736041944473985,,24.72312492318451,2.9496250208467245,1,27.67274994403124,,16.265041893348098,1,16.265041893348098,q14,14,1.0,15.867292182520032,14.58800002001226,8.334249956533313,18.692375160753727,283.6981669533998,601.6424170229584,556.3604589551687,398.8802498206496,775.4864580929279,1161.3795419689268,1082.824375014752,570.2416661661118,,True,,True,,1,649.4052917696536,,True,,1,1282.1259167976675,,,True,,1,1213.592791929841,1,628.4065418876708
55,2026-02-16T02:17:23.376415,697.0811679493636,,,True,,16.141208121553063,2.325749956071377,1,18.46695807762444,,17.74799986742437,3.2982921693474054,1,21.046292036771774,,20.78729192726314,3.1309169717133045,1,23.918208898976445,,17.370209097862244,1,17.370209097862244,q14,14,1.0,10.430332971736789,12.212458066642284,7.568041095510125,117.37937503494322,308.4792911540717,563.1255421321839,633.6608750279993,602.3459169082344,504.87395911477506,1323.996250052005,1330.3687090519816,445.6860418431461,,True,,True,,1,720.5607909709215,,True,,1,1218.5470829717815,,,True,,1,1213.3522080257535,1,673.1175407767296
56,2026-02-16T02:17:36.492440,2050.369000993669,,,True,,64.46387502364814,4.237417131662369,57,68.70129215531051,,101.0461668483913,4.019208950921893,57,105.0653757993132,,88.352374965325,3.76741704531014,57,92.11979201063514,,48.502624966204166,57,48.502624966204166,q18,18,1.0,102.80025005340576,80.23716695606709,49.24391605891287,173.91466698609293,6650.462624849752,11087.684541940687,9245.957707986236,6388.7521252036095,2534.0317501686513,4029.548125108704,2974.6894580312073,2768.6163750477135,,True,,True,,57,1593.832875136286,,True,,57,3089.8432917892933,,,True,,57,2946.2575828656554,57,1800.007791724056
57,2026-02-16T02:17:43.026858,2014.1677940264344,,,True,,64.72870893776417,5.7335421442985535,57,70.46225108206272,,108.67141699418426,4.518167115747929,57,113.18958410993218,,88.75633287243545,3.763166954740882,57,92.51949982717632,,55.238333996385336,57,55.238333996385336,q18,18,1.0,87.43624994531274,64.1544999089092,65.20875007845461,212.62579201720655,6769.030584022403,11417.596874991432,8802.986041875556,7628.8904580287635,2592.561707831919,3840.5963331460953,2822.0191670116037,2749.834750080481,,True,,True,,57,1503.7783328443766,,True,,57,3170.9715416654944,,,True,,57,3174.281084444374,57,1662.0216672308743
58,2026-02-16T02:17:49.599198,2161.177122965455,,,True,,59.57500007934868,6.979957921430469,57,66.55495800077915,,101.89324989914894,2.8204999398440123,57,104.71374983899295,,85.79495805315673,4.110832931473851,57,89.90579098463058,,52.132041193544865,57,52.132041193544865,q18,18,1.0,108.85541699826716,68.39729100465775,55.51500013098121,165.09762522764504,7307.555374922231,11700.011625187472,9859.5839580521,8963.989542098716,2480.221833102405,3901.665708050132,2878.0458332039416,3800.7605830207463,,True,,True,,57,1526.9000828266144,,True,,57,3278.575290925801,,,True,,57,2963.8155410066247,57,1753.22079192847
59,2026-02-16T02:17:56.004925,2024.7651655226944,,,True,,57.054791832342744,5.37574989721179,57,62.430541729554534,,100.87174992077053,2.7829159516841173,57,103.65466587245464,,87.87024999037385,4.090500064194202,57,91.96075005456804,,52.85287485457957,57,52.85287485457957,q18,18,1.0,98.10179099440576,71.68095791712403,55.48691586591303,147.04070799052715,6042.870834004134,10826.080999802798,8456.565333064646,5969.829165842384,2436.65283289738,4440.051957964897,2796.8227909877896,2723.5393337905407,,True,,True,,57,1533.6561668664217,,True,,57,3179.510415997356,,,True,,57,2987.0200003497303,57,1738.400709349662
60,2026-02-16T02:18:02.461975,1983.326419023797,,,True,,59.01129194535315,4.033416975289583,57,63.044708920642734,,99.72462500445543,3.381500020623207,57,103.10612502507864,,90.33708390779792,4.279542015865445,57,94.61662592366338,,49.93887501768768,57,49.93887501768768,q18,18,1.0,78.78504111431539,154.1753748897463,65.06829196587205,120.17295905388892,5891.9166249688715,11021.465209079906,8751.783584011719,6095.751958200708,2646.5075828600675,3851.9018329679966,3065.3934159781784,2816.4971249643713,,True,,True,,57,1473.593750037253,,True,,57,3047.4781659431756,,,True,,57,2941.604125313461,57,1684.4497499987483
61,2026-02-16T02:18:21.749012,1707.7687501441687,,,True,,30.44112492352724,3.326833015307784,1,33.767957938835025,,48.76883304677904,5.291291978210211,1,54.06012502498925,,45.372291933745146,6.474083987995982,1,51.84637592174113,,35.459791077300906,1,35.459791077300906,q19,19,1.0,15.534583013504744,16.831374960020185,17.112416913732886,24.52512481249869,477.38929092884064,1006.1457080300896,764.5642920397222,517.0389579143375,527.7774999849498,1040.5704998411238,1157.1097918786108,501.5401251148433,,True,,True,,1,1516.9717906974256,,True,,1,2997.3788750357926,,,True,,1,2986.4833750762045,1,1522.0801662653685
62,2026-02-16T02:18:31.359384,1736.511168302968,,,True,,30.532417120411992,3.2566250301897526,1,33.789042150601745,,49.25708286464214,4.259584005922079,1,53.51666687056422,,49.35112502425909,7.02529214322567,1,56.37641716748476,,34.65591697022319,1,34.65591697022319,q19,19,1.0,8.666042005643249,11.132957879453896,12.002124916762114,15.662291087210178,403.8070419337601,794.2653750069439,751.0378339793533,430.83158298395574,574.9135001096874,1148.04020896554,1269.641333958134,1020.2625829260796,,True,,True,,1,1526.620415970683,,True,,1,2972.889833152294,,,True,,1,3120.273041073233,1,1497.6718751713634
63,2026-02-16T02:18:41.000028,1747.4006249103695,,,True,,31.58991690725088,3.2935000490397215,1,34.8834169562906,,47.16637497767806,4.1706671472638845,1,51.337042124941945,,46.60429176874459,7.769665913656354,1,54.37395768240094,,34.903583116829395,1,34.903583116829395,q19,19,1.0,8.083707885816693,12.142958119511604,12.751166941598058,18.481459002941847,495.8489171694964,811.8718338664621,755.4053331259638,745.2556251082569,514.6044997964054,1064.4468748942018,1132.2113340720534,522.7365419268608,,True,,True,,1,1599.6959577314556,,True,,1,3187.078333925456,,,True,,1,2975.549915805459,1,1521.893166936934
64,2026-02-16T02:18:50.482495,1707.1164587978274,,,True,,30.607083812355995,3.1139999628067017,1,33.7210837751627,,44.944000197574496,4.177417140454054,1,49.12141733802855,,48.96829184144735,6.4903749153018,1,55.45866675674915,,31.601290917024016,1,31.601290917024016,q19,19,1.0,12.426417088136075,15.273582888767123,16.829249914735556,31.72175004146993,435.57312502525747,840.689541073516,762.5690829008818,421.43024993129075,511.0409581102431,1051.621624967083,1106.6519170999527,486.71795800328255,,True,,True,,1,1512.4732907861471,,True,,1,2975.324667058885,,,True,,1,3038.793709129095,1,1557.2327501140535
65,2026-02-16T02:19:00.148891,1738.986915908754,,,True,,32.48766693286598,3.271375084295869,1,35.759042017161846,,47.88866708986461,4.160166950896382,1,52.048834040760994,,51.878666039556265,8.007790893316269,1,59.886456932872534,,31.521207885816693,1,31.521207885816693,q19,19,1.0,9.711042046546936,10.08508400991559,14.588208170607686,13.572624884545805,405.8527499437332,780.351750086993,727.2091249469668,417.96612506732345,504.4525000266731,1021.1539580486716,1099.4042078964412,500.88254106231034,,True,,True,,1,1500.5907909944654,,True,,1,3050.3081656061113,,,True,,1,2983.064291998744,1,1597.8264999575913
