execution_number,timestamp,duration_ms,error,base_aggregate_columns,correctness_error,correctness_match,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,join_fanout,policy_column_count,query_type,row_count,run_num,variation_base_aggregate_columns,variation_join_fanout,variation_policy_columns,variation_row_count
17,2026-03-01T00:13:01.654110,18.642708659172058,,128,,True,,8.749124594032764,6.245750002563,1,14.994874596595764,,9.893584065139294,8.28933296725154,1,18.182917032390833,2,16,PHASE_COMPETITION,10000,2,128,2,16,10000
18,2026-03-01T00:13:01.696704,16.873667016625404,,128,,True,,8.27370909973979,7.248583249747753,1,15.522292349487543,,8.599957916885614,8.59045796096325,1,17.190415877848864,2,16,PHASE_COMPETITION,10000,3,128,2,16,10000
19,2026-03-01T00:13:01.739685,17.872625961899757,,128,,True,,8.246709126979113,6.128250155597925,1,14.374959282577038,,9.625916834920645,8.228166960179806,1,17.85408379510045,2,16,PHASE_COMPETITION,10000,4,128,2,16,10000
20,2026-03-01T00:13:01.782288,16.9928758405149,,128,,True,,7.939708884805441,6.534625310450792,1,14.474334195256233,,9.053166955709457,8.585124742239714,1,17.63829169794917,2,16,PHASE_COMPETITION,10000,5,128,2,16,10000
21,2026-03-01T00:13:01.875385,18.530959263443947,,128,,True,,9.467042051255703,7.1007502265274525,1,16.567792277783155,,9.063917212188244,9.245499968528748,1,18.30941718071699,2,32,PHASE_COMPETITION,10000,1,128,2,32,10000
22,2026-03-01T00:13:01.922267,18.37333384901285,,128,,True,,9.24058398231864,6.9194999523460865,1,16.160083934664726,,9.132749866694212,9.056999813765287,1,18.1897496804595,2,32,PHASE_COMPETITION,10000,2,128,2,32,10000
23,2026-03-01T00:13:01.969779,18.42266647145152,,128,,True,,8.554750122129917,7.175333797931671,1,15.730083920061588,,9.867916349321604,9.614833164960146,1,19.48274951428175,2,32,PHASE_COMPETITION,10000,3,128,2,32,10000
24,2026-03-01T00:13:02.016130,17.76170777156949,,128,,True,,8.615207858383656,7.876125164330006,1,16.49133302271366,,9.146499913185835,9.358666837215424,1,18.50516675040126,2,32,PHASE_COMPETITION,10000,4,128,2,32,10000
25,2026-03-01T00:13:02.063743,18.74316670000553,,128,,True,,9.825166780501604,7.4732922948896885,1,17.298459075391293,,8.917999919503927,9.459999855607748,1,18.377999775111675,2,32,PHASE_COMPETITION,10000,5,128,2,32,10000
26,2026-03-01T00:13:02.210237,20.54570848122239,,128,,True,,11.044000275433064,8.836457971483469,1,19.880458246916533,,9.501708205789328,10.778207797557116,1,20.279916003346443,2,64,PHASE_COMPETITION,10000,1,128,2,64,10000
27,2026-03-01T00:13:02.267393,20.157332997769117,,128,,True,,10.547124780714512,9.3233329243958,1,19.87045770511031,,9.610208217054605,11.044207960367203,1,20.65441617742181,2,64,PHASE_COMPETITION,10000,2,128,2,64,10000
28,2026-03-01T00:13:02.323805,21.772457752376795,,128,,True,,11.928583029657602,9.108124766498804,1,21.036707796156406,,9.843874722719193,10.88145887479186,1,20.725333597511053,2,64,PHASE_COMPETITION,10000,3,128,2,64,10000
29,2026-03-01T00:13:02.378962,21.048624999821186,,128,,True,,11.275249999016523,9.136707987636328,1,20.41195798665285,,9.773375000804663,10.8069172129035,1,20.580292213708162,2,64,PHASE_COMPETITION,10000,4,128,2,64,10000
30,2026-03-01T00:13:02.432093,18.71083304286003,,128,,True,,9.685125201940536,8.62958375364542,1,18.314708955585957,,9.025707840919495,10.836291126906872,1,19.861998967826366,2,64,PHASE_COMPETITION,10000,5,128,2,64,10000
31,2026-03-01T00:13:02.616852,26.256333105266094,,128,,True,,14.73275013267994,12.152916751801968,1,26.885666884481907,,11.523582972586155,14.364666771143675,1,25.88824974372983,2,128,PHASE_COMPETITION,10000,1,128,2,128,10000
32,2026-03-01T00:13:02.692070,26.676584035158157,,128,,True,,14.170583803206682,12.39358400925994,1,26.56416781246662,,12.506000231951475,15.031166840344667,1,27.537167072296143,2,128,PHASE_COMPETITION,10000,2,128,2,128,10000
33,2026-03-01T00:13:02.765271,26.408623903989792,,128,,True,,14.970832969993353,12.128708884119987,1,27.09954185411334,,11.437790933996439,14.021957758814096,1,25.459748692810535,2,128,PHASE_COMPETITION,10000,3,128,2,128,10000
34,2026-03-01T00:13:02.872895,26.718249544501305,,128,,True,,14.538707677274942,12.146374676376581,1,26.685082353651524,,12.179541867226362,47.6824170909822,1,59.86195895820856,2,128,PHASE_COMPETITION,10000,4,128,2,128,10000
35,2026-03-01T00:13:02.947082,26.639458257704973,,128,,True,,14.517792034894228,12.289917096495628,1,26.807709131389856,,12.121666222810745,14.181291684508324,1,26.30295790731907,2,128,PHASE_COMPETITION,10000,5,128,2,128,10000
36,2026-03-01T00:13:03.227563,46.639416832476854,,128,,True,,23.829832673072815,19.212749786674976,1,43.04258245974779,,22.80958415940404,21.814000327140093,1,44.62358448654413,2,256,PHASE_COMPETITION,10000,1,128,2,256,10000
37,2026-03-01T00:13:03.353133,49.23941846936941,,128,,True,,26.59345930442214,18.997000064700842,1,45.59045936912298,,22.64595916494727,21.70366607606411,1,44.34962524101138,2,256,PHASE_COMPETITION,10000,2,128,2,256,10000
38,2026-03-01T00:13:03.511446,45.52966682240367,,128,,True,,23.743624798953533,18.858250230550766,1,42.6018750295043,,21.786042023450136,22.885499987751245,1,44.67154201120138,2,256,PHASE_COMPETITION,10000,3,128,2,256,10000
39,2026-03-01T00:13:03.630367,45.06016569212079,,128,,True,,23.890249896794558,19.237750209867954,1,43.12800010666251,,21.169915795326233,20.892499946057796,1,42.06241574138403,2,256,PHASE_COMPETITION,10000,4,128,2,256,10000
40,2026-03-01T00:13:03.789930,48.852126114070415,,128,,True,,25.481834076344967,19.991790875792503,1,45.47362495213747,,23.37029203772545,20.880999974906445,1,44.25129201263189,2,256,PHASE_COMPETITION,10000,5,128,2,256,10000
41,2026-03-01T00:13:04.354515,115.52895931527019,,128,,True,,60.23925030604005,32.248334027826786,1,92.48758433386683,,55.28970900923014,74.62566578760743,1,129.91537479683757,2,512,PHASE_COMPETITION,10000,1,128,2,512,10000
42,2026-03-01T00:13:04.634335,114.2013343051076,,128,,True,,57.653500232845545,32.687833067029715,1,90.34133329987526,,56.54783407226205,67.97270802780986,1,124.5205421000719,2,512,PHASE_COMPETITION,10000,2,128,2,512,10000
