execution_number,timestamp,duration_ms,error,base_aggregate_columns,correctness_error,correctness_match,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,join_fanout,policy_column_count,query_type,row_count,run_num,variation_base_aggregate_columns,variation_join_fanout,variation_policy_columns,variation_row_count
112,2026-03-01T00:13:13.857238,40.78537505120039,,128,,True,,18.437374848872423,7.244917098432779,1,25.682291947305202,,22.348000202327967,9.747459087520838,1,32.095459289848804,8,32,PHASE_COMPETITION,10000,2,128,8,32,10000
113,2026-03-01T00:13:13.938408,42.27941622957587,,128,,True,,19.337375182658434,7.803541142493486,1,27.14091632515192,,22.94204104691744,11.097708716988564,1,34.039749763906,8,32,PHASE_COMPETITION,10000,3,128,8,32,10000
114,2026-03-01T00:13:14.015927,40.41791707277298,,128,,True,,20.842833910137415,10.093041229993105,1,30.93587514013052,,19.575083162635565,10.975915938615799,1,30.550999101251364,8,32,PHASE_COMPETITION,10000,4,128,8,32,10000
115,2026-03-01T00:13:14.095906,42.29258419945836,,128,,True,,22.73429185152054,13.433207757771015,1,36.16749960929155,,19.558292347937822,10.487042367458344,1,30.045334715396166,8,32,PHASE_COMPETITION,10000,5,128,8,32,10000
116,2026-03-01T00:13:14.265192,41.54412541538477,,128,,True,,21.619750186800957,9.385792072862387,1,31.005542259663343,,19.924375228583813,12.056666892021894,1,31.981042120605707,8,64,PHASE_COMPETITION,10000,1,128,8,64,10000
117,2026-03-01T00:13:14.349362,39.55195937305689,,128,,True,,19.8642504401505,13.110416010022163,1,32.97466645017266,,19.68770893290639,12.482374906539917,1,32.170083839446306,8,64,PHASE_COMPETITION,10000,2,128,8,64,10000
118,2026-03-01T00:13:14.483627,49.099208787083626,,128,,True,,22.448083851486444,10.082833003252745,1,32.53091685473919,,26.65112493559718,11.644666083157063,1,38.295791018754244,8,64,PHASE_COMPETITION,10000,3,128,8,64,10000
119,2026-03-01T00:13:14.562442,40.11916741728783,,128,,True,,20.637167152017355,9.637041948735714,1,30.27420910075307,,19.48200026527047,11.923958081752062,1,31.405958347022533,8,64,PHASE_COMPETITION,10000,4,128,8,64,10000
120,2026-03-01T00:13:14.656466,46.346249990165234,,128,,True,,22.249666042625904,9.915375150740147,1,32.16504119336605,,24.09658394753933,20.841000135987997,1,44.93758408352733,8,64,PHASE_COMPETITION,10000,5,128,8,64,10000
121,2026-03-01T00:13:14.855279,47.48933296650648,,128,,True,,27.46987482532859,12.48920802026987,1,39.95908284559846,,20.019458141177893,14.06425004824996,1,34.08370818942785,8,128,PHASE_COMPETITION,10000,1,128,8,128,10000
122,2026-03-01T00:13:14.986316,47.397374641150236,,128,,True,,27.542791794985533,12.598416768014431,1,40.141208562999964,,19.854582846164703,49.430124927312136,1,69.28470777347684,8,128,PHASE_COMPETITION,10000,2,128,8,128,10000
123,2026-03-01T00:13:15.080165,46.033000107854605,,128,,True,,26.836625300347805,12.329458259046078,1,39.16608355939388,,19.1963748075068,14.407249633222818,1,33.60362444072962,8,128,PHASE_COMPETITION,10000,3,128,8,128,10000
124,2026-03-01T00:13:15.174525,46.890500001609325,,128,,True,,26.647540740668774,12.630042154341936,1,39.27758289501071,,20.24295926094055,13.983374927192926,1,34.22633418813348,8,128,PHASE_COMPETITION,10000,4,128,8,128,10000
125,2026-03-01T00:13:15.268953,45.53458280861378,,128,,True,,25.5473330616951,12.385583948343992,1,37.93291701003909,,19.98724974691868,14.560666866600513,1,34.54791661351919,8,128,PHASE_COMPETITION,10000,5,128,8,128,10000
126,2026-03-01T00:13:15.612476,79.58304090425372,,128,,True,,43.136416003108025,19.056708086282015,1,62.19312408939004,,36.4466249011457,20.822000224143267,1,57.26862512528896,8,256,PHASE_COMPETITION,10000,1,128,8,256,10000
127,2026-03-01T00:13:15.802694,79.84645804390311,,128,,True,,43.640749994665384,18.89083394780755,1,62.531583942472935,,36.20570804923773,21.304083056747913,1,57.50979110598564,8,256,PHASE_COMPETITION,10000,2,128,8,256,10000
128,2026-03-01T00:13:15.999042,115.5458758585155,,128,,True,,61.460083816200495,19.852000288665295,1,81.31208410486579,,54.085792042315006,23.982792161405087,1,78.06858420372009,8,256,PHASE_COMPETITION,10000,3,128,8,256,10000
129,2026-03-01T00:13:16.203226,82.93516607955098,,128,,True,,45.56995816528797,21.083582658320665,1,66.65354082360864,,37.36520791426301,21.332750096917152,1,58.69795801118016,8,256,PHASE_COMPETITION,10000,4,128,8,256,10000
130,2026-03-01T00:13:16.358830,79.91387508809566,,128,,True,,43.025207705795765,19.526582676917315,1,62.55179038271308,,36.8886673822999,20.905375014990568,1,57.79404239729047,8,256,PHASE_COMPETITION,10000,5,128,8,256,10000
131,2026-03-01T00:13:17.073199,182.1708339266479,,128,,True,,93.89416687190533,33.60558394342661,1,127.49975081533194,,88.27666705474257,36.54087474569678,1,124.81754180043936,8,512,PHASE_COMPETITION,10000,1,128,8,512,10000
132,2026-03-01T00:13:17.437638,184.12179173901677,,128,,True,,96.06050001457334,33.31700013950467,1,129.377500154078,,88.06129172444344,36.16804117336869,1,124.22933289781213,8,512,PHASE_COMPETITION,10000,2,128,8,512,10000
133,2026-03-01T00:13:17.793858,178.3432080410421,,128,,True,,93.09512516483665,33.19745883345604,1,126.29258399829268,,85.24808287620544,36.48733301088214,1,121.73541588708758,8,512,PHASE_COMPETITION,10000,3,128,8,512,10000
134,2026-03-01T00:13:18.151163,181.09879083931446,,128,,True,,95.48762487247586,34.103875048458576,1,129.59149992093444,,85.6111659668386,35.22604191675782,1,120.83720788359642,8,512,PHASE_COMPETITION,10000,4,128,8,512,10000
135,2026-03-01T00:13:18.509166,183.5210407152772,,128,,True,,93.5895829461515,32.85787487402558,1,126.44745782017708,,89.9314577691257,36.63566708564758,1,126.56712485477328,8,512,PHASE_COMPETITION,10000,5,128,8,512,10000
136,2026-03-01T00:13:19.955209,105.60529120266438,,128,,True,,61.06691621243954,13.036749791353941,1,74.10366600379348,,44.53837499022484,22.39604201167822,1,66.93441700190306,16,2,PHASE_COMPETITION,10000,1,128,16,2,10000
137,2026-03-01T00:13:20.081429,68.59733304008842,,128,,True,,31.383415684103966,14.96937545016408,1,46.352791134268045,,37.21391735598445,12.507999781519175,1,49.721917137503624,16,2,PHASE_COMPETITION,10000,2,128,16,2,10000
138,2026-03-01T00:13:20.291323,118.14504070207477,,128,,True,,40.21570784971118,10.431250091642141,1,50.64695794135332,,77.92933285236359,66.21804181486368,1,144.14737466722727,16,2,PHASE_COMPETITION,10000,3,128,16,2,10000
139,2026-03-01T00:13:20.437372,76.64554193615913,,128,,True,,46.35408287867904,32.80137479305267,1,79.15545767173171,,30.291459057480097,12.144916225224733,1,42.43637528270483,16,2,PHASE_COMPETITION,10000,4,128,16,2,10000
140,2026-03-01T00:13:20.615979,136.51958294212818,,128,,True,,94.19591724872589,6.949791684746742,1,101.14570893347263,,42.32366569340229,18.732791300863028,1,61.05645699426532,16,2,PHASE_COMPETITION,10000,5,128,16,2,10000
141,2026-03-01T00:13:20.791308,55.72866601869464,,128,,True,,30.02058295533061,6.3686249777674675,1,36.38920793309808,,25.70808306336403,9.282917249947786,1,34.991000313311815,16,4,PHASE_COMPETITION,10000,1,128,16,4,10000
142,2026-03-01T00:13:20.870905,53.601084277033806,,128,,True,,27.337792329490185,5.742375273257494,1,33.08016760274768,,26.26329194754362,7.6927500776946545,1,33.956042025238276,16,4,PHASE_COMPETITION,10000,2,128,16,4,10000
143,2026-03-01T00:13:20.980441,76.51879079639912,,128,,True,,38.81299961358309,8.418832905590534,1,47.23183251917362,,37.70579118281603,7.512874901294708,1,45.21866608411074,16,4,PHASE_COMPETITION,10000,3,128,16,4,10000
144,2026-03-01T00:13:21.080847,56.21166713535786,,128,,True,,26.732875034213066,11.118040885776281,1,37.85091591998935,,29.47879210114479,19.372333772480488,1,48.85112587362528,16,4,PHASE_COMPETITION,10000,4,128,16,4,10000
145,2026-03-01T00:13:21.179502,70.04454219713807,,128,,True,,29.399082995951176,5.796625278890133,1,35.19570827484131,,40.645459201186895,8.199709001928568,1,48.84516820311546,16,4,PHASE_COMPETITION,10000,5,128,16,4,10000
146,2026-03-01T00:13:21.353293,48.822540789842606,,128,,True,,23.2309577986598,7.371458690613508,1,30.60241648927331,,25.591582991182804,8.115958888083696,1,33.7075418792665,16,8,PHASE_COMPETITION,10000,1,128,16,8,10000
147,2026-03-01T00:13:21.441185,56.899209041148424,,128,,True,,28.15537480637431,6.760667078197002,1,34.916041884571314,,28.743834234774113,7.685666903853416,1,36.42950113862753,16,8,PHASE_COMPETITION,10000,2,128,16,8,10000
148,2026-03-01T00:13:21.537756,56.69941799715161,,128,,True,,24.081083945930004,6.832667160779238,1,30.913751106709242,,32.61833405122161,13.321875128895044,1,45.94020918011665,16,8,PHASE_COMPETITION,10000,3,128,16,8,10000
149,2026-03-01T00:13:21.631053,62.966333236545324,,128,,True,,31.261625234037638,6.506375037133694,1,37.76800027117133,,31.704708002507687,7.671542000025511,1,39.3762500025332,16,8,PHASE_COMPETITION,10000,4,128,16,8,10000
150,2026-03-01T00:13:21.714784,51.79470870643854,,128,,True,,23.82112480700016,6.332250311970711,1,30.15337511897087,,27.97358389943838,8.202457800507545,1,36.17604169994593,16,8,PHASE_COMPETITION,10000,5,128,16,8,10000
151,2026-03-01T00:13:21.959275,60.95454189926386,,128,,True,,36.23179206624627,6.576166022568941,1,42.80795808881521,,24.722749833017588,66.89999997615814,1,91.62274980917573,16,16,PHASE_COMPETITION,10000,1,128,16,16,10000
152,2026-03-01T00:13:22.051321,58.23433259502053,,128,,True,,24.013124871999025,6.6990419290959835,1,30.71216680109501,,34.22120772302151,12.168458197265863,1,46.38966592028737,16,16,PHASE_COMPETITION,10000,2,128,16,16,10000
153,2026-03-01T00:13:22.140836,59.38370805233717,,128,,True,,29.331750236451626,6.388375069946051,1,35.72012530639768,,30.051957815885544,9.302208200097084,1,39.35416601598263,16,16,PHASE_COMPETITION,10000,3,128,16,16,10000
154,2026-03-01T00:13:22.227536,57.07474984228611,,128,,True,,29.394665732979774,7.16991676017642,1,36.564582493156195,,27.680084109306335,8.632834069430828,1,36.31291817873716,16,16,PHASE_COMPETITION,10000,4,128,16,16,10000
155,2026-03-01T00:13:22.319189,62.11274955421686,,128,,True,,28.444249648600817,6.495332811027765,1,34.93958245962858,,33.668499905616045,8.579457644373178,1,42.24795754998922,16,16,PHASE_COMPETITION,10000,5,128,16,16,10000
156,2026-03-01T00:13:22.492200,48.62424964085221,,128,,True,,22.951374761760235,7.312249857932329,1,30.263624619692564,,25.672874879091978,8.747041691094637,1,34.419916570186615,16,32,PHASE_COMPETITION,10000,1,128,16,32,10000
157,2026-03-01T00:13:22.614490,85.99441684782505,,128,,True,,33.177874982357025,9.195666760206223,1,42.37354174256325,,52.816541865468025,9.48683312162757,1,62.303374987095594,16,32,PHASE_COMPETITION,10000,2,128,16,32,10000
158,2026-03-01T00:13:22.748214,82.2374583221972,,128,,True,,46.17079207673669,11.17637474089861,1,57.3471668176353,,36.06666624546051,14.350042212754488,1,50.416708458215,16,32,PHASE_COMPETITION,10000,3,128,16,32,10000
159,2026-03-01T00:13:22.853345,65.86775090545416,,128,,True,,35.46041715890169,9.992124978452921,1,45.45254213735461,,30.407333746552467,12.123874854296446,1,42.53120860084891,16,32,PHASE_COMPETITION,10000,4,128,16,32,10000
160,2026-03-01T00:13:22.957625,62.69408296793699,,128,,True,,29.32158298790455,12.116707861423492,1,41.43829084932804,,33.372499980032444,11.285833083093166,1,44.65833306312561,16,32,PHASE_COMPETITION,10000,5,128,16,32,10000
161,2026-03-01T00:13:23.235581,71.26208441331983,,128,,True,,32.71287539973855,12.176833115518093,1,44.88970851525664,,38.549209013581276,10.872791055589914,1,49.42200006917119,16,64,PHASE_COMPETITION,10000,1,128,16,64,10000
162,2026-03-01T00:13:23.353254,75.83024865016341,,128,,True,,42.56929084658623,10.127166751772165,1,52.69645759835839,,33.260957803577185,12.084625195711851,1,45.345582999289036,16,64,PHASE_COMPETITION,10000,2,128,16,64,10000
163,2026-03-01T00:13:23.481817,83.52058380842209,,128,,True,,46.966124791651964,11.345125269144773,1,58.31125006079674,,36.554459016770124,12.274208012968302,1,48.828667029738426,16,64,PHASE_COMPETITION,10000,3,128,16,64,10000
164,2026-03-01T00:13:23.598992,72.22508313134313,,128,,True,,36.25679202377796,9.373833891004324,1,45.630625914782286,,35.968291107565165,13.70729086920619,1,49.675581976771355,16,64,PHASE_COMPETITION,10000,4,128,16,64,10000
165,2026-03-01T00:13:23.841368,198.58699990436435,,128,,True,,93.71670801192522,9.607291780412197,1,103.32399979233742,,104.87029189243913,14.159458223730326,1,119.02975011616945,16,64,PHASE_COMPETITION,10000,5,128,16,64,10000
166,2026-03-01T00:13:24.353741,165.72500066831708,,128,,True,,120.88712537661195,17.303333152085543,1,138.1904585286975,,44.83787529170513,31.46970784291625,1,76.30758313462138,16,128,PHASE_COMPETITION,10000,1,128,16,128,10000
167,2026-03-01T00:13:24.619169,200.4542499780655,,128,,True,,80.06233396008611,20.437416154891253,1,100.49975011497736,,120.39191601797938,19.77104088291526,1,140.16295690089464,16,128,PHASE_COMPETITION,10000,2,128,16,128,10000
168,2026-03-01T00:13:24.988051,219.52141728252172,,128,,True,,159.45741720497608,32.44375018402934,1,191.90116738900542,,60.06400007754564,36.12320823594928,1,96.18720831349492,16,128,PHASE_COMPETITION,10000,3,128,16,128,10000
169,2026-03-01T00:13:25.223498,107.0460001938045,,128,,True,,64.4367909990251,15.158916357904673,1,79.59570735692978,,42.609209194779396,78.97841604426503,1,121.58762523904443,16,128,PHASE_COMPETITION,10000,4,128,16,128,10000
170,2026-03-01T00:13:25.837619,444.3363337777555,,128,,True,,280.9250419959426,15.93312481418252,1,296.8581668101251,,163.4112917818129,121.79670762270689,1,285.2079994045198,16,128,PHASE_COMPETITION,10000,5,128,16,128,10000
171,2026-03-01T00:13:26.625760,171.07324954122305,,128,,True,,96.56324982643127,111.22349975630641,1,207.78674958273768,,74.50999971479177,21.856416948139668,1,96.36641666293144,16,256,PHASE_COMPETITION,10000,1,128,16,256,10000
172,2026-03-01T00:13:26.883591,156.92466543987393,,128,,True,,91.67449967935681,28.098042123019695,1,119.77254180237651,,65.25016576051712,29.09429231658578,1,94.3444580771029,16,256,PHASE_COMPETITION,10000,2,128,16,256,10000
173,2026-03-01T00:13:27.165421,124.03304129838943,,128,,True,,70.9450002759695,92.31070801615715,1,163.25570829212666,,53.08804102241993,20.171625073999166,1,73.2596660964191,16,256,PHASE_COMPETITION,10000,3,128,16,256,10000
174,2026-03-01T00:13:27.348266,108.16187504678965,,128,,True,,64.62895823642612,17.339792102575302,1,81.96875033900142,,43.53291681036353,21.4931252412498,1,65.02604205161333,16,256,PHASE_COMPETITION,10000,4,128,16,256,10000
175,2026-03-01T00:13:27.552344,107.39787481725216,,128,,True,,63.53495782241225,45.20979104563594,1,108.74474886804819,,43.86291699483991,19.46550002321601,1,63.328417018055916,16,256,PHASE_COMPETITION,10000,5,128,16,256,10000
176,2026-03-01T00:13:28.304514,222.34837478026748,,128,,True,,115.12774974107742,32.4843330308795,1,147.61208277195692,,107.22062503919005,60.00095885246992,1,167.22158389165998,16,512,PHASE_COMPETITION,10000,1,128,16,512,10000
177,2026-03-01T00:13:28.679068,221.17762500420213,,128,,True,,118.14041715115309,32.35962521284819,1,150.50004236400127,,103.03720785304904,58.596666902303696,1,161.63387475535274,16,512,PHASE_COMPETITION,10000,2,128,16,512,10000
178,2026-03-01T00:13:29.053179,220.16129177063704,,128,,True,,118.95920895040035,32.14649995788932,1,151.10570890828967,,101.20208282023668,60.0787908770144,1,161.28087369725108,16,512,PHASE_COMPETITION,10000,3,128,16,512,10000
179,2026-03-01T00:13:29.428153,218.96895812824368,,128,,True,,115.21233292296529,31.98470827192068,1,147.19704119488597,,103.7566252052784,62.71558394655585,1,166.47220915183425,16,512,PHASE_COMPETITION,10000,4,128,16,512,10000
180,2026-03-01T00:13:29.806473,220.60070792213082,,128,,True,,117.17508267611265,32.26025030016899,1,149.43533297628164,,103.42562524601817,64.10758290439844,1,167.5332081504166,16,512,PHASE_COMPETITION,10000,5,128,16,512,10000
181,2026-03-01T00:13:30.821365,80.40658291429281,,128,,True,,42.20149992033839,6.2063331715762615,1,48.407833091914654,,38.20508299395442,6.969375070184469,1,45.17445806413889,32,2,PHASE_COMPETITION,10000,1,128,32,2,10000
182,2026-03-01T00:13:30.928043,82.0117499679327,,128,,True,,41.16095881909132,5.756708327680826,1,46.917667146772146,,40.85079114884138,7.723832968622446,1,48.57462411746383,32,2,PHASE_COMPETITION,10000,2,128,32,2,10000
183,2026-03-01T00:13:31.044648,94.84320739284158,,128,,True,,38.04854163900018,5.79587509855628,1,43.84441673755646,,56.7946657538414,6.993958260864019,1,63.78862401470542,32,2,PHASE_COMPETITION,10000,3,128,32,2,10000
184,2026-03-01T00:13:31.139055,71.35495776310563,,128,,True,,37.39062510430813,5.453042220324278,1,42.843667324632406,,33.9643326587975,7.2161671705543995,1,41.1804998293519,32,2,PHASE_COMPETITION,10000,4,128,32,2,10000
185,2026-03-01T00:13:31.234800,73.90979211777449,,128,,True,,36.01270914077759,5.485333036631346,1,41.498042177408934,,37.8970829769969,7.697124965488911,1,45.59420794248581,32,2,PHASE_COMPETITION,10000,5,128,32,2,10000
186,2026-03-01T00:13:31.453352,80.48033295199275,,128,,True,,38.78141567111015,5.608915816992521,1,44.390331488102674,,41.6989172808826,7.463375106453896,1,49.16229238733649,32,4,PHASE_COMPETITION,10000,1,128,32,4,10000
187,2026-03-01T00:13:31.553384,76.71733293682337,,128,,True,,38.50300004705787,6.14433316513896,1,44.64733321219683,,38.2143328897655,7.021291647106409,1,45.23562453687191,32,4,PHASE_COMPETITION,10000,2,128,32,4,10000
188,2026-03-01T00:13:31.660304,83.94758263602853,,128,,True,,44.78662461042404,5.703707691282034,1,50.490332301706076,,39.16095802560449,7.953042164444923,1,47.11400019004941,32,4,PHASE_COMPETITION,10000,3,128,32,4,10000
189,2026-03-01T00:13:31.765035,81.8834574893117,,128,,True,,40.71266669780016,5.530790891498327,1,46.24345758929849,,41.170790791511536,8.14875029027462,1,49.319541081786156,32,4,PHASE_COMPETITION,10000,4,128,32,4,10000
190,2026-03-01T00:13:31.868769,79.49091587215662,,128,,True,,40.384375024586916,6.566499825567007,1,46.95087485015392,,39.106540847569704,7.789166644215584,1,46.89570749178529,32,4,PHASE_COMPETITION,10000,5,128,32,4,10000
191,2026-03-01T00:13:32.064741,73.79108294844627,,128,,True,,37.55687503144145,6.513082887977362,1,44.06995791941881,,36.234207917004824,7.356042042374611,1,43.590249959379435,32,8,PHASE_COMPETITION,10000,1,128,32,8,10000
192,2026-03-01T00:13:32.166022,76.84349967166781,,128,,True,,38.178791757673025,5.821667145937681,1,44.000458903610706,,38.66470791399479,7.701166905462742,1,46.36587481945753,32,8,PHASE_COMPETITION,10000,2,128,32,8,10000
193,2026-03-01T00:13:32.270383,80.59358270838857,,128,,True,,40.05666635930538,6.233249790966511,1,46.28991615027189,,40.536916349083185,8.606750052422285,1,49.14366640150547,32,8,PHASE_COMPETITION,10000,3,128,32,8,10000
194,2026-03-01T00:13:32.399713,73.26258346438408,,128,,True,,38.93291624262929,5.730584263801575,1,44.663500506430864,,34.32966722175479,40.851457975804806,1,75.1811251975596,32,8,PHASE_COMPETITION,10000,4,128,32,8,10000
195,2026-03-01T00:13:32.493736,71.50254212319851,,128,,True,,38.515124935656786,5.8521246537566185,1,44.367249589413404,,32.98741718754172,7.57604232057929,1,40.563459508121014,32,8,PHASE_COMPETITION,10000,5,128,32,8,10000
196,2026-03-01T00:13:32.698430,77.42600003257394,,128,,True,,38.72258309274912,6.64912536740303,1,45.37170846015215,,38.70341693982482,7.995582651346922,1,46.69899959117174,32,16,PHASE_COMPETITION,10000,1,128,32,16,10000
197,2026-03-01T00:13:32.796360,73.56212614104152,,128,,True,,38.83683402091265,6.189541891217232,1,45.02637591212988,,34.72529212012887,7.684957701712847,1,42.41024982184172,32,16,PHASE_COMPETITION,10000,2,128,32,16,10000
198,2026-03-01T00:13:32.897231,76.63895934820175,,128,,True,,43.03812514990568,6.847708020359278,1,49.88583317026496,,33.60083419829607,8.158292155712843,1,41.75912635400891,32,16,PHASE_COMPETITION,10000,3,128,32,16,10000
199,2026-03-01T00:13:32.993064,71.62895845249295,,128,,True,,33.98704109713435,5.924208089709282,1,39.911249186843634,,37.6419173553586,7.976833265274763,1,45.618750620633364,32,16,PHASE_COMPETITION,10000,4,128,32,16,10000
200,2026-03-01T00:13:33.088633,69.78745898231864,,128,,True,,35.25916673243046,7.4237920343875885,1,42.68295876681805,,34.52829224988818,7.813750300556421,1,42.3420425504446,32,16,PHASE_COMPETITION,10000,5,128,32,16,10000
201,2026-03-01T00:13:33.309695,80.49904182553291,,128,,True,,46.176624950021505,7.089625112712383,1,53.26625006273389,,34.32241687551141,9.075458627194166,1,43.397875502705574,32,32,PHASE_COMPETITION,10000,1,128,32,32,10000
202,2026-03-01T00:13:33.421055,83.99233175441623,,128,,True,,46.7329160310328,6.916875019669533,1,53.64979105070233,,37.25941572338343,8.923749905079603,1,46.18316562846303,32,32,PHASE_COMPETITION,10000,2,128,32,32,10000
203,2026-03-01T00:13:33.532570,83.65270821377635,,128,,True,,40.81225022673607,7.085458841174841,1,47.89770906791091,,42.84045798704028,9.215208236128092,1,52.05566622316837,32,32,PHASE_COMPETITION,10000,3,128,32,32,10000
204,2026-03-01T00:13:33.639603,79.0037508122623,,128,,True,,39.72720913589001,7.074540946632624,1,46.80175008252263,,39.27654167637229,8.921416942030191,1,48.19795861840248,32,32,PHASE_COMPETITION,10000,4,128,32,32,10000
205,2026-03-01T00:13:33.775423,83.03295820951462,,128,,True,,45.14283314347267,33.03795866668224,1,78.18079181015491,,37.890125066041946,8.559499867260456,1,46.4496249333024,32,32,PHASE_COMPETITION,10000,5,128,32,32,10000
206,2026-03-01T00:13:34.020695,88.1842509843409,,128,,True,,47.404666896909475,8.19050008431077,1,55.595166981220245,,40.77958408743143,10.799875017255545,1,51.579459104686975,32,64,PHASE_COMPETITION,10000,1,128,32,64,10000
207,2026-03-01T00:13:34.143817,89.41450016573071,,128,,True,,45.42083293199539,8.417916018515825,1,53.83874895051122,,43.99366723373532,10.667957831174135,1,54.66162506490946,32,64,PHASE_COMPETITION,10000,2,128,32,64,10000
208,2026-03-01T00:13:34.263934,86.58229187130928,,128,,True,,46.452667098492384,8.30633332952857,1,54.759000428020954,,40.129624772816896,10.822500102221966,1,50.95212487503886,32,64,PHASE_COMPETITION,10000,3,128,32,64,10000
209,2026-03-01T00:13:34.389691,92.23362430930138,,128,,True,,44.881457928568125,8.48279194906354,1,53.364249877631664,,47.35216638073325,10.756750125437975,1,58.10891650617123,32,64,PHASE_COMPETITION,10000,4,128,32,64,10000
210,2026-03-01T00:13:34.515014,92.04666642472148,,128,,True,,46.68966680765152,8.201874792575836,1,54.891541600227356,,45.35699961706996,10.820208117365837,1,56.1772077344358,32,64,PHASE_COMPETITION,10000,5,128,32,64,10000
211,2026-03-01T00:13:34.864963,116.68100068345666,,128,,True,,67.78995878994465,11.24779088422656,1,79.03774967417121,,48.89104189351201,14.054458122700453,1,62.94550001621246,32,128,PHASE_COMPETITION,10000,1,128,32,128,10000
212,2026-03-01T00:13:35.028043,116.5958745405078,,128,,True,,67.02208332717419,11.562374886125326,1,78.58445821329951,,49.57379121333361,14.675834216177464,1,64.24962542951107,32,128,PHASE_COMPETITION,10000,2,128,32,128,10000
213,2026-03-01T00:13:35.188807,116.3355833850801,,128,,True,,67.91575020179152,11.22754206880927,1,79.1432922706008,,48.419833183288574,13.959916308522224,1,62.3797494918108,32,128,PHASE_COMPETITION,10000,3,128,32,128,10000
214,2026-03-01T00:13:35.375749,114.24449877813458,,128,,True,,66.3893329910934,11.331040877848864,1,77.72037386894226,,47.85516578704119,41.98854090645909,1,89.84370669350028,32,128,PHASE_COMPETITION,10000,4,128,32,128,10000
215,2026-03-01T00:13:35.541339,120.78370759263635,,128,,True,,66.70299964025617,11.196999810636044,1,77.89999945089221,,54.08070795238018,14.029833022505045,1,68.11054097488523,32,128,PHASE_COMPETITION,10000,5,128,32,128,10000
216,2026-03-01T00:13:36.095802,187.42170743644238,,128,,True,,109.52479066327214,19.15904227644205,1,128.6838329397142,,77.89691677317023,19.43433377891779,1,97.33125055208802,32,256,PHASE_COMPETITION,10000,1,128,32,256,10000
217,2026-03-01T00:13:36.349932,184.94779150933027,,128,,True,,108.2549998536706,17.20099989324808,1,125.45599974691868,,76.69279165565968,20.094542298465967,1,96.78733395412564,32,256,PHASE_COMPETITION,10000,2,128,32,256,10000
218,2026-03-01T00:13:36.625967,179.45520812645555,,128,,True,,105.31187476590276,18.387707881629467,1,123.69958264753222,,74.14333336055279,20.12837491929531,1,94.2717082798481,32,256,PHASE_COMPETITION,10000,3,128,32,256,10000
219,2026-03-01T00:13:36.876702,178.5957091487944,,128,,True,,104.2705001309514,18.185791559517384,1,122.45629169046879,,74.32520901784301,19.76808300241828,1,94.09329202026129,32,256,PHASE_COMPETITION,10000,4,128,32,256,10000
220,2026-03-01T00:13:37.158909,185.29970897361636,,128,,True,,109.11191673949361,19.125457853078842,1,128.23737459257245,,76.18779223412275,19.495542161166668,1,95.68333439528942,32,256,PHASE_COMPETITION,10000,5,128,32,256,10000
221,2026-03-01T00:13:38.174856,354.83537521213293,,128,,True,,190.59954211115837,32.00341667979956,1,222.60295879095793,,164.23583310097456,60.70766597986221,1,224.94349908083677,32,512,PHASE_COMPETITION,10000,1,128,32,512,10000
222,2026-03-01T00:13:38.687216,362.1527496725321,,128,,True,,197.16499978676438,32.13625028729439,1,229.30125007405877,,164.9877498857677,56.822165846824646,1,221.80991573259234,32,512,PHASE_COMPETITION,10000,2,128,32,512,10000
223,2026-03-01T00:13:39.213782,373.31058271229267,,128,,True,,209.73979076370597,31.660125125199556,1,241.39991588890553,,163.5707919485867,60.14466704800725,1,223.71545899659395,32,512,PHASE_COMPETITION,10000,3,128,32,512,10000
224,2026-03-01T00:13:39.715738,350.41641676798463,,128,,True,,188.4919167496264,32.34224999323487,1,220.83416674286127,,161.92450001835823,57.86954099312425,1,219.79404101148248,32,512,PHASE_COMPETITION,10000,4,128,32,512,10000
225,2026-03-01T00:13:40.216858,347.0105407759547,,128,,True,,186.18270801380277,32.08116628229618,1,218.26387429609895,,160.82783276215196,59.571582823991776,1,220.39941558614373,32,512,PHASE_COMPETITION,10000,5,128,32,512,10000
226,2026-03-01T00:13:41.163588,91.72591613605618,,128,,True,,43.19158289581537,5.167167168110609,1,48.35875006392598,,48.53433324024081,7.164500188082457,1,55.69883342832327,64,2,PHASE_COMPETITION,10000,1,128,64,2,10000
227,2026-03-01T00:13:41.275600,89.55537481233478,,128,,True,,38.5705828666687,5.76674984768033,1,44.33733271434903,,50.984791945666075,6.775499787181616,1,57.76029173284769,64,2,PHASE_COMPETITION,10000,2,128,64,2,10000
228,2026-03-01T00:13:41.386363,88.49879121407866,,128,,True,,38.65537513047457,5.756374914199114,1,44.41175004467368,,49.8434160836041,7.04554095864296,1,56.88895704224706,64,2,PHASE_COMPETITION,10000,3,128,64,2,10000
229,2026-03-01T00:13:41.494769,86.42770908772945,,128,,True,,39.69749994575977,5.856165662407875,1,45.55366560816765,,46.73020914196968,6.653000134974718,1,53.3832092769444,64,2,PHASE_COMPETITION,10000,4,128,64,2,10000
