execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_match,dfc_2phase_match_error,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,physical_base_capture_time_ms,physical_error,physical_lineage_query_time_ms,physical_rewrite_time_ms,physical_rows,physical_runtime_ms,physical_time_ms,policy_count,query_type,run_index,run_num,variation_index,variation_join_count,variation_join_matches,variation_num,variation_num_groups,variation_num_rows,variation_policy_threshold,variation_rows_to_remove,variation_type
45,2026-03-01T00:04:23.408049,94.51833087950945,,,True,,6.226415745913982,1.6992497257888317,10,7.925665471702814,,10.124416090548038,True,,3.1511657871305943,10,13.275581877678633,,15.378291718661785,5.518791731446981,10,20.897083450108767,,5.29087521135807,10,5.29087521135807,7.466749753803015,,39.66237511485815,3.554999828338623,10,47.129124868661165,47.129124868661165,1,GROUP_BY,4,5,0,,,1,10,,,,num_groups
46,2026-03-01T00:04:23.728593,94.34712678194046,,,True,,5.2627502009272575,1.762334257364273,100,7.025084458291531,,10.12649992480874,True,,3.6451658234000206,100,13.771665748208761,,15.38895908743143,4.809916950762272,100,20.198876038193703,,5.009708926081657,100,5.009708926081657,7.668458856642246,,40.67333275452256,3.49566712975502,100,48.34179161116481,48.34179161116481,1,GROUP_BY,0,1,1,,,2,100,,,,num_groups
47,2026-03-01T00:04:23.898823,104.69412663951516,,,True,,5.598375108093023,1.8096249550580978,100,7.408000063151121,,9.243583306670189,True,,2.8151669539511204,100,12.05875026062131,,24.319209158420563,4.9012089148163795,100,29.220418073236942,,4.860832821577787,100,4.860832821577787,10.39975043386221,,40.74637498706579,3.569417167454958,100,51.146125420928,51.146125420928,1,GROUP_BY,1,2,1,,,2,100,,,,num_groups
48,2026-03-01T00:04:24.062921,98.02004136145115,,,True,,7.459999993443489,1.8100831657648087,100,9.270083159208298,,11.455750092864037,True,,3.212166018784046,100,14.667916111648083,,16.52595866471529,5.165833979845047,100,21.691792644560337,,5.045957863330841,100,5.045957863330841,7.424208335578442,,39.92008324712515,3.4940000623464584,100,47.34429158270359,47.34429158270359,1,GROUP_BY,2,3,1,,,2,100,,,,num_groups
49,2026-03-01T00:04:24.225388,96.99400095269084,,,True,,6.370916962623596,1.9400836899876595,100,8.311000652611256,,9.279209189116955,True,,3.306540660560131,100,12.585749849677086,,17.244374845176935,5.792167037725449,100,23.036541882902384,,5.372041836380959,100,5.372041836380959,7.7149998396635056,,39.97366689145565,3.479291684925556,100,47.688666731119156,47.688666731119156,1,GROUP_BY,3,4,1,,,2,100,,,,num_groups
50,2026-03-01T00:04:24.383711,94.61208153516054,,,True,,5.0627910532057285,1.7924997955560684,100,6.855290848761797,,9.553958661854267,True,,3.3176252618432045,100,12.871583923697472,,15.91420779004693,4.768624901771545,100,20.682832691818476,,4.76650008931756,100,4.76650008931756,8.472832851111889,,40.96304113045335,3.363750409334898,100,49.43587398156524,49.43587398156524,1,GROUP_BY,4,5,1,,,2,100,,,,num_groups
51,2026-03-01T00:04:24.994273,112.00671130791306,,,True,,7.786791305989027,1.790124922990799,1000,9.576916228979826,,13.836542144417763,True,,2.8751250356435776,1000,16.71166718006134,,21.099249832332134,5.04204211756587,1000,26.141291949898005,,6.482084281742573,1000,6.482084281742573,11.816167272627354,,41.27858439460397,3.366416785866022,1000,53.09475166723132,53.09475166723132,1,GROUP_BY,0,1,2,,,3,1000,,,,num_groups
52,2026-03-01T00:04:25.274118,99.87124800682068,,,True,,5.879875272512436,1.7805001698434353,1000,7.660375442355871,,11.366165708750486,True,,3.0509168282151222,1000,14.417082536965609,,18.334124702960253,4.648082889616489,1000,22.982207592576742,,5.836082622408867,1000,5.836082622408867,8.761666715145111,,40.21383309736848,3.152540884912014,1000,48.97549981251359,48.97549981251359,1,GROUP_BY,1,2,2,,,3,1000,,,,num_groups
53,2026-03-01T00:04:25.557896,102.9655821621418,,,True,,6.292375270277262,1.662250142544508,1000,7.95462541282177,,10.20712498575449,True,,3.043665550649166,1000,13.250790536403656,,16.75533317029476,4.223958123475313,1000,20.979291293770075,,6.3760001212358475,1000,6.3760001212358475,10.177374817430973,,44.22749998047948,3.257041797041893,1000,54.40487479791045,54.40487479791045,1,GROUP_BY,2,3,2,,,3,1000,,,,num_groups
54,2026-03-01T00:04:25.839881,103.22208236902952,,,True,,5.578541196882725,1.7674998380243778,1000,7.346041034907103,,11.29516726359725,True,,2.88070784881711,1000,14.17587511241436,,18.726666923612356,4.1931248269975185,1000,22.919791750609875,,5.812166724354029,1000,5.812166724354029,10.557624977082014,,42.41058276966214,3.3268327824771404,1000,52.968207746744156,52.968207746744156,1,GROUP_BY,3,4,2,,,3,1000,,,,num_groups
55,2026-03-01T00:04:26.126536,100.46154260635376,,,True,,6.321333814412355,1.5822499990463257,1000,7.903583813458681,,11.58391684293747,True,,2.9986659064888954,1000,14.582582749426365,,17.25504221394658,4.265584051609039,1000,21.52062626555562,,7.424207869917154,1000,7.424207869917154,9.77024994790554,,39.2602919600904,3.0060838907957077,1000,49.03054190799594,49.03054190799594,1,GROUP_BY,4,5,2,,,3,1000,,,,num_groups
56,2026-03-01T00:04:28.593748,107.45404288172722,,,True,,8.704625070095062,1.4403341338038445,10000,10.144959203898907,,13.762791641056538,True,,2.387499902397394,10000,16.150291543453932,,19.31016705930233,3.8361670449376106,10000,23.14633410423994,,8.655250072479248,10000,8.655250072479248,13.149499893188477,,36.207708064466715,2.5930837728083134,10000,49.35720795765519,49.35720795765519,1,GROUP_BY,0,1,3,,,4,10000,,,,num_groups
