execution_number,timestamp,duration_ms,error,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,join_count,no_policy_error,no_policy_exec_time_ms,no_policy_rows,num_rows,run_num,source_count,table_count
11,2026-02-16T01:19:40.956428,7.174334023147821,,,1.1038749944418669,1.1737088207155466,10,2.2775838151574135,,1.9723339937627316,1.7570420168340206,10,3.729376010596752,2,,1.1643331963568926,10,10000,11,2,3
12,2026-02-16T01:19:40.968909,6.238250061869621,,,0.9513748809695244,0.9806668385863304,10,1.9320417195558548,,1.3490000274032354,2.0128749310970306,10,3.361874958500266,2,,0.9428749326616526,10,10000,12,2,3
13,2026-02-16T01:19:40.996971,21.628584014251828,,,1.2132918927818537,1.1078750248998404,10,2.321166917681694,,1.72887509688735,16.463167034089565,10,18.192042130976915,2,,1.1131248902529478,10,10000,13,2,3
14,2026-02-16T01:19:41.010125,7.051999913528562,,,1.3219169341027737,1.2072089593857527,10,2.5291258934885263,,1.5550840180367231,1.6068329568952322,10,3.1619169749319553,2,,1.3586250133812428,10,10000,14,2,3
15,2026-02-16T01:19:41.023672,7.535166805610061,,,0.9658748749643564,0.9307500440627337,10,1.89662491902709,,3.017999930307269,1.7410831060260534,10,4.7590830363333225,2,,0.8776669856160879,10,10000,15,2,3
16,2026-02-16T01:19:41.038078,7.941249990835786,,,1.42791704274714,1.1634998954832554,10,2.5914169382303953,,2.294583013281226,1.8544159829616547,10,4.148998996242881,2,,1.1980000417679548,10,10000,16,2,3
17,2026-02-16T01:19:41.051411,7.099666865542531,,,1.3011659029871225,1.1873750481754541,10,2.4885409511625767,,1.666500000283122,1.7495001666247845,10,3.4160001669079065,2,,1.1928749736398458,10,10000,17,2,3
18,2026-02-16T01:19:41.064909,7.235958939418197,,,1.2720420490950346,1.1428750585764647,10,2.4149171076714993,,1.7995000816881657,1.7940830439329147,10,3.5935831256210804,2,,1.2249168939888477,10,10000,18,2,3
19,2026-02-16T01:19:41.078811,7.2781250346452,,,1.2458749115467072,1.1426659766584635,10,2.3885408882051706,,1.5430410858243704,2.190958010032773,10,3.7339990958571434,2,,1.1539170518517494,10,10000,19,2,3
20,2026-02-16T01:19:41.091264,6.556792184710503,,,1.2610000558197498,0.9206659160554409,10,2.1816659718751907,,1.7443329561501741,1.7493749037384987,10,3.493707859888673,2,,0.8796248584985733,10,10000,20,2,3
21,2026-02-16T01:19:41.125710,10.535625042393804,,,2.102167112752795,1.4352090656757355,10,3.5373761784285307,,2.789917169138789,2.2720410488545895,10,5.061958217993379,4,,1.9327080808579922,10,10000,1,2,5
22,2026-02-16T01:19:41.143197,11.033541057258844,,,2.398167038336396,1.3765417970716953,10,3.7747088354080915,,2.833999926224351,2.3330829571932554,10,5.167082883417606,4,,2.0885420963168144,10,10000,2,2,5
23,2026-02-16T01:19:41.161136,11.675041867420077,,,2.265459159389138,2.492625033482909,10,4.758084192872047,,2.659749938175082,2.2464580833911896,10,4.906208021566272,4,,2.006583148613572,10,10000,3,2,5
24,2026-02-16T01:19:41.178268,10.74733305722475,,,2.0507920999079943,1.5670419670641422,10,3.6178340669721365,,2.83708400093019,2.311333082616329,10,5.148417083546519,4,,1.977624837309122,10,10000,4,2,5
25,2026-02-16T01:19:41.196503,11.742500122636557,,,2.6204590685665607,1.7819579225033522,10,4.402416991069913,,2.946082968264818,2.3563748691231012,10,5.302457837387919,4,,2.0344580989331007,10,10000,5,2,5
26,2026-02-16T01:19:41.214214,11.117124930024147,,,2.0859590731561184,1.5233340673148632,10,3.6092931404709816,,2.8407499194145203,2.193416003137827,10,5.034165922552347,4,,2.4704579263925552,10,10000,6,2,5
27,2026-02-16T01:19:41.232179,11.248624883592129,,,1.9333329983055592,1.5070829540491104,10,3.4404159523546696,,3.011666936799884,2.7934168465435505,10,5.805083783343434,4,,1.9998340867459774,10,10000,7,2,5
28,2026-02-16T01:19:41.248844,10.140916798263788,,,1.9275830127298832,1.4702088665217161,10,3.3977918792515993,,2.7223338838666677,2.1859160624444485,10,4.908249946311116,4,,1.8314581830054522,10,10000,8,2,5
29,2026-02-16T01:19:41.264856,9.382375050336123,,,1.7373329028487206,1.413749996572733,10,3.1510828994214535,,2.2233331110328436,1.9777088891714811,10,4.201042000204325,4,,2.027875045314431,10,10000,9,2,5
30,2026-02-16T01:19:41.282085,11.101874988526106,,,1.9075837917625904,1.4595419634133577,10,3.367125755175948,,2.9437080956995487,2.281125169247389,10,5.224833264946938,4,,2.5059999898076057,10,10000,10,2,5
31,2026-02-16T01:19:41.298522,9.71187511458993,,,1.8288330174982548,1.4335829764604568,10,3.2624159939587116,,2.3905409034341574,2.0893330220133066,10,4.479873925447464,4,,1.96749996393919,10,10000,11,2,5
32,2026-02-16T01:19:41.315045,10.513582965359092,,,1.9775000400841236,2.172374865040183,10,4.149874905124307,,2.2703330032527447,1.9915420562028885,10,4.261875059455633,4,,2.0998341497033834,10,10000,12,2,5
33,2026-02-16T01:19:41.332057,11.01766712963581,,,1.8838332034647465,1.4580420684069395,10,3.341875271871686,,2.7811250183731318,2.324207918718457,10,5.105332937091589,4,,2.566833980381489,10,10000,13,2,5
34,2026-02-16T01:19:41.348006,9.303083876147866,,,1.6402921173721552,1.4247919898480177,10,3.065084107220173,,2.2955001331865788,2.0083750132471323,10,4.303875146433711,4,,1.9320419523864985,10,10000,14,2,5
35,2026-02-16T01:19:41.363989,9.978375164791942,,,1.813249895349145,1.4566669706255198,10,3.2699168659746647,,2.6459998916834593,2.1419168915599585,10,4.787916783243418,4,,1.9168329890817404,10,10000,15,2,5
36,2026-02-16T01:19:41.381020,10.530332801863551,,,1.927457982674241,1.4607920311391354,10,3.3882500138133764,,2.3295830469578505,2.6589171029627323,10,4.988500149920583,4,,2.1511658560484648,10,10000,16,2,5
37,2026-02-16T01:19:41.396833,9.895249968394637,,,1.861582975834608,1.5488339122384787,10,3.4104168880730867,,2.3904999252408743,2.096625044941902,10,4.4871249701827765,4,,1.9951250869780779,10,10000,17,2,5
38,2026-02-16T01:19:41.413093,10.544250020757318,,,1.9608750008046627,1.4515419024974108,10,3.4124169033020735,,2.975249895825982,2.1792089100927114,10,5.1544588059186935,4,,1.9743340089917183,10,10000,18,2,5
39,2026-02-16T01:19:41.429585,10.082792025059462,,,1.9277918618172407,1.4589577913284302,10,3.386749653145671,,2.320125000551343,2.0946660079061985,10,4.4147910084575415,4,,2.2786250337958336,10,10000,19,2,5
40,2026-02-16T01:19:41.446117,10.6926248408854,,,2.1865000016987324,1.7130421474575996,10,3.899542149156332,,2.6528751477599144,2.2632500622421503,10,4.916125210002065,4,,1.8738750368356705,10,10000,20,2,5
41,2026-02-16T01:19:41.491378,11.21820812113583,,,2.2173752076923847,1.6842910554260015,10,3.9016662631183863,,2.8700002003461123,2.622124971821904,10,5.492125172168016,4,,1.8211249262094498,10,10000,1,4,5
42,2026-02-16T01:19:41.513499,10.562124894931912,,,2.1297079510986805,1.7416670452803373,10,3.871374996379018,,2.385915955528617,2.2950000129640102,10,4.680915968492627,4,,2.0071659237146378,10,10000,2,4,5
43,2026-02-16T01:19:41.536679,11.725916992872953,,,2.2501249331980944,1.7620001453906298,10,4.012125078588724,,2.709000138565898,3.1756251119077206,10,5.8846252504736185,4,,1.8245000392198563,10,10000,3,4,5
44,2026-02-16T01:19:41.559355,10.714583098888397,,,1.6220409888774157,1.5955420676618814,10,3.217583056539297,,3.138958942145109,2.688291948288679,10,5.827250890433788,4,,1.666415948420763,10,10000,4,4,5
45,2026-02-16T01:19:41.582088,10.29441598802805,,,1.7676670104265213,1.7407091800123453,10,3.5083761904388666,,2.4181250482797623,2.2263338323682547,10,4.644458880648017,4,,2.139375079423189,10,10000,5,4,5
46,2026-02-16T01:19:41.605555,11.70516712591052,,,2.0455000922083855,1.6341658774763346,10,3.67966596968472,,3.108000149950385,2.3215000983327627,10,5.429500248283148,4,,2.5930418632924557,10,10000,6,4,5
47,2026-02-16T01:19:41.628761,11.579415993764997,,,2.4193329736590385,1.9022079650312662,10,4.321540938690305,,2.3580840788781643,2.8774579986929893,10,5.235542077571154,4,,2.0198749843984842,10,10000,7,4,5
48,2026-02-16T01:19:41.650171,9.634708054363728,,,1.6589579172432423,1.6265001613646746,10,3.285458078607917,,2.274999860674143,2.2219158709049225,10,4.496915731579065,4,,1.8497500568628311,10,10000,8,4,5
49,2026-02-16T01:19:41.673112,11.375542031601071,,,2.0727920345962048,1.7596660181879997,10,3.8324580527842045,,3.1566661782562733,2.42320797406137,10,5.579874152317643,4,,1.959583954885602,10,10000,9,4,5
50,2026-02-16T01:19:41.696340,11.919124983251095,,,2.696417039260268,1.8126668874174356,10,4.509083926677704,,2.993500092998147,2.5766249746084213,10,5.570125067606568,4,,1.836499897763133,10,10000,10,4,5
51,2026-02-16T01:19:41.718830,9.549207985401154,,,1.5553750563412905,1.5810830518603325,10,3.136458108201623,,2.2164159454405308,2.2835000418126583,10,4.499915987253189,4,,1.9109169952571392,10,10000,11,4,5
52,2026-02-16T01:19:41.741565,10.974499862641096,,,1.6290000639855862,1.6616659704595804,10,3.2906660344451666,,3.3389159943908453,2.5682079140096903,10,5.907123908400536,4,,1.7735420260578394,10,10000,12,4,5
53,2026-02-16T01:19:41.764095,10.362917091697454,,,2.022041939198971,1.7215418629348278,10,3.7435838021337986,,2.317375037819147,2.338208956643939,10,4.655583994463086,4,,1.9528327975422144,10,10000,13,4,5
54,2026-02-16T01:19:41.788407,12.727666879072785,,,2.186249941587448,1.776249846443534,10,3.962499788030982,,3.5636660177260637,3.271625144407153,10,6.835291162133217,4,,1.9254169892519712,10,10000,14,4,5
55,2026-02-16T01:19:41.810838,10.609708959236741,,,2.072500064969063,1.6773748211562634,10,3.749874886125326,,2.552666002884507,2.5412498507648706,10,5.093915853649378,4,,1.7629170324653387,10,10000,15,4,5
56,2026-02-16T01:19:41.833381,11.295208940282464,,,2.1152920089662075,1.7320418264716864,10,3.847333835437894,,3.020624862983823,2.455458976328373,10,5.476083839312196,4,,1.9684159196913242,10,10000,16,4,5
57,2026-02-16T01:19:41.856663,11.639958014711738,,,1.7246250063180923,1.6408329829573631,10,3.3654579892754555,,4.088332876563072,2.275582868605852,10,6.363915745168924,4,,1.9076250027865171,10,10000,17,4,5
58,2026-02-16T01:19:41.880512,12.062083929777145,,,2.271082950755954,1.747041940689087,10,4.018124891445041,,2.5999159552156925,2.982083009555936,10,5.581998964771628,4,,2.458582865074277,10,10000,18,4,5
59,2026-02-16T01:19:41.901651,9.753333870321512,,,1.4733339194208384,1.6077079344540834,10,3.081041853874922,,2.5624169502407312,2.2536248434334993,10,4.816041793674231,4,,1.8542909529060125,10,10000,19,4,5
60,2026-02-16T01:19:41.924829,11.537790996953845,,,2.1221248898655176,1.6941248904913664,10,3.816249780356884,,2.9932500328868628,2.58095795288682,10,5.574207985773683,4,,2.1447499748319387,10,10000,20,4,5
61,2026-02-16T01:19:41.973828,17.09291711449623,,,3.409208031371236,2.0062080584466457,10,5.415416089817882,,5.441540852189064,2.984166843816638,10,8.425707696005702,8,,3.2492910977452993,10,10000,1,2,9
62,2026-02-16T01:19:41.998079,18.26691604219377,,,4.337082849815488,1.9711661152541637,10,6.308248965069652,,5.435833008959889,3.2892911694943905,10,8.72512417845428,8,,3.228750079870224,10,10000,2,2,9
63,2026-02-16T01:19:42.022833,18.0504999589175,,,3.3636249136179686,1.9574170000851154,10,5.321041913703084,,5.569875007495284,3.5695829428732395,10,9.139457950368524,8,,3.586333943530917,10,10000,3,2,9
64,2026-02-16T01:19:42.047684,18.435334088280797,,,4.589625168591738,2.1452500950545073,10,6.734875263646245,,4.82316710986197,3.1975829042494297,10,8.0207500141114,8,,3.6764168180525303,10,10000,4,2,9
65,2026-02-16T01:19:42.071434,17.84462481737137,,,3.4080420155078173,2.0162081345915794,10,5.424250150099397,,5.366625031456351,2.977791940793395,10,8.344416972249746,8,,4.072500159963965,10,10000,5,2,9
66,2026-02-16T01:19:42.096403,18.7797078397125,,,4.187083104625344,2.089291112497449,10,6.276374217122793,,4.696166841313243,3.911083098500967,10,8.60724993981421,8,,3.891709027811885,10,10000,6,2,9
67,2026-02-16T01:19:42.123177,20.875584101304412,,,4.0536250453442335,2.1100828889757395,10,6.163707934319973,,6.218417081981897,3.538416000083089,10,9.756833082064986,8,,4.950917093083262,10,10000,7,2,9
68,2026-02-16T01:19:42.147661,18.24212516658008,,,4.213332897052169,1.9227501470595598,10,6.136083044111729,,5.502040963619947,3.289083018898964,10,8.791123982518911,8,,3.3108750358223915,10,10000,8,2,9
69,2026-02-16T01:19:42.174536,20.231249975040555,,,3.9413750637322664,2.0723750349134207,10,6.013750098645687,,5.789000075310469,4.004833055660129,10,9.793833130970597,8,,4.418959142640233,10,10000,9,2,9
70,2026-02-16T01:19:42.199832,18.929750192910433,,,3.8884577807039022,2.2355420514941216,10,6.123999832198024,,5.635666893795133,3.430709009990096,10,9.066375903785229,8,,3.7357499822974205,10,10000,10,2,9
71,2026-02-16T01:19:42.226593,19.788417033851147,,,4.155082860961556,2.065457869321108,10,6.220540730282664,,6.328834220767021,3.3337499480694532,10,9.662584168836474,8,,3.9006660226732492,10,10000,11,2,9
72,2026-02-16T01:19:42.253799,20.758916856721044,,,4.447875078767538,2.2951250430196524,10,6.74300012178719,,5.726000061258674,4.379624966531992,10,10.105625027790666,8,,3.9056669920682907,10,10000,12,2,9
73,2026-02-16T01:19:42.280186,19.46116704493761,,,4.9462090246379375,2.08350014872849,10,7.029709173366427,,5.559624871239066,3.248833119869232,10,8.808457991108298,8,,3.6178329028189182,10,10000,13,2,9
74,2026-02-16T01:19:42.307878,21.1945828050375,,,4.045333014801145,2.132750116288662,10,6.178083131089807,,7.5716248247772455,3.2362909987568855,10,10.807915823534131,8,,4.20420803129673,10,10000,14,2,9
75,2026-02-16T01:19:42.334537,20.220333011820912,,,4.435250069946051,2.263665897771716,10,6.698915967717767,,5.498291924595833,4.016999853774905,10,9.515291778370738,8,,4.000332904979587,10,10000,15,2,9
76,2026-02-16T01:19:42.361552,19.99762491323054,,,4.399000201374292,2.0541250705718994,10,6.453125271946192,,6.185625214129686,3.7390419747680426,10,9.924667188897729,8,,3.6154580302536488,10,10000,16,2,9
77,2026-02-16T01:19:42.388316,20.466499961912632,,,4.1442078072577715,2.1567081566900015,10,6.300915963947773,,6.36583287268877,3.219124861061573,10,9.584957733750343,8,,4.575375001877546,10,10000,17,2,9
78,2026-02-16T01:19:42.415246,20.34249994903803,,,4.498792113736272,2.1355829667299986,10,6.6343750804662704,,5.506500136107206,4.130417015403509,10,9.636917151510715,8,,4.066583933308721,10,10000,18,2,9
79,2026-02-16T01:19:42.442729,20.487166941165924,,,4.200458992272615,2.133459085598588,10,6.333918077871203,,6.59462483599782,3.7069169338792562,10,10.301541769877076,8,,3.8472909945994616,10,10000,19,2,9
80,2026-02-16T01:19:42.469582,20.30979096889496,,,4.379792138934135,2.4811248295009136,10,6.860916968435049,,6.174582988023758,3.240959020331502,10,9.41554200835526,8,,4.028291907161474,10,10000,20,2,9
81,2026-02-16T01:19:42.536089,19.677416887134314,,,3.9788330905139446,2.454750007018447,10,6.4335830975323915,,5.78183401376009,3.4234169870615005,10,9.20525100082159,8,,4.034125013276935,10,10000,1,4,9
82,2026-02-16T01:19:42.568897,20.131958881393075,,,4.325083922594786,2.7491250075399876,10,7.074208930134773,,5.612459033727646,3.3996249549090862,10,9.012083988636732,8,,4.040790954604745,10,10000,2,4,9
83,2026-02-16T01:19:42.602845,21.159457974135876,,,4.379250109195709,3.561916993930936,10,7.941167103126645,,5.994417006149888,3.3982079476118088,10,9.392624953761697,8,,3.8202081341296434,10,10000,3,4,9
84,2026-02-16T01:19:42.635705,20.35858412273228,,,4.449666012078524,2.6050000451505184,10,7.054666057229042,,5.87279093451798,3.569875145331025,10,9.442666079849005,8,,3.856500145047903,10,10000,4,4,9
85,2026-02-16T01:19:42.671424,23.183208191767335,,,4.2975000105798244,2.6607499457895756,10,6.9582499563694,,7.8315408900380135,4.3444999027997255,10,12.176040792837739,8,,4.044875036925077,10,10000,5,4,9
86,2026-02-16T01:19:42.708892,25.28037503361702,,,4.935374949127436,2.5077920872718096,10,7.443167036399245,,9.036457864567637,3.5209578927606344,10,12.557415757328272,8,,5.276041105389595,10,10000,6,4,9
87,2026-02-16T01:19:42.747548,25.975458091124892,,,5.23008406162262,2.425166079774499,10,7.655250141397119,,7.066291989758611,4.854707978665829,10,11.92099996842444,8,,6.394209107384086,10,10000,7,4,9
88,2026-02-16T01:19:42.782815,21.925749955698848,,,5.025792168453336,2.3129999171942472,10,7.338792085647583,,5.658166948705912,4.747083177790046,10,10.405250126495957,8,,4.17724996805191,10,10000,8,4,9
89,2026-02-16T01:19:42.815800,20.31479193829,,,4.731874912977219,2.257833955809474,10,6.989708868786693,,5.91670791618526,3.5712909884750843,10,9.487998904660344,8,,3.8320000749081373,10,10000,9,4,9
90,2026-02-16T01:19:42.847500,18.377874977886677,,,4.141665995121002,2.2475840523838997,10,6.389250047504902,,5.144292023032904,3.5193751100450754,10,8.663667133077979,8,,3.3220408950001,10,10000,10,4,9
91,2026-02-16T01:19:42.879304,19.4859579205513,,,4.698167089372873,2.3474169429391623,10,7.045584032312036,,5.236417055130005,3.5562498960644007,10,8.792666951194406,8,,3.642332972958684,10,10000,11,4,9
92,2026-02-16T01:19:42.910966,20.07975010201335,,,4.340958083048463,2.343500033020973,10,6.684458116069436,,5.569749977439642,3.7031660322099924,10,9.272916009649634,8,,4.118625074625015,10,10000,12,4,9
93,2026-02-16T01:19:42.941912,19.635249860584736,,,3.4719998948276043,2.2126249969005585,10,5.684624891728163,,5.669833160936832,4.045250127092004,10,9.715083288028836,8,,4.232082981616259,10,10000,13,4,9
94,2026-02-16T01:19:42.973594,19.715416943654418,,,3.6550830118358135,2.28916690684855,10,5.944249918684363,,6.70041679404676,3.185250097885728,10,9.885666891932487,8,,3.8818330504000187,10,10000,14,4,9
95,2026-02-16T01:19:43.005464,20.48737509176135,,,4.093750147148967,2.329666167497635,10,6.423416314646602,,6.380083039402962,3.5323749762028456,10,9.912458015605807,8,,4.14720899425447,10,10000,15,4,9
96,2026-02-16T01:19:43.039333,21.633333060890436,,,4.602791974321008,2.4512920062988997,10,7.054083980619907,,6.637624930590391,3.473874880000949,10,10.11149981059134,8,,4.462499869987369,10,10000,16,4,9
97,2026-02-16T01:19:43.069167,18.300083000212908,,,3.845958039164543,2.4017500691115856,10,6.247708108276129,,5.046542035415769,3.211542032659054,10,8.258084068074822,8,,3.789624897763133,10,10000,17,4,9
98,2026-02-16T01:19:43.101863,20.182874985039234,,,3.944624913856387,2.5804161559790373,10,6.525041069835424,,5.119540961459279,4.097083117812872,10,9.216624079272151,8,,4.437875002622604,10,10000,18,4,9
99,2026-02-16T01:19:43.132715,19.094000104814768,,,4.555875202640891,2.3900840897113085,10,6.9459592923521996,,4.925666842609644,3.2511670142412186,10,8.176833856850863,8,,3.967332886531949,10,10000,19,4,9
100,2026-02-16T01:19:43.164705,20.210874965414405,,,5.129332887008786,2.3760418407619,10,7.505374727770686,,5.40504208765924,3.553499933332205,10,8.958542020991445,8,,3.7422499153763056,10,10000,20,4,9
101,2026-02-16T01:19:43.252978,20.704584196209908,,,4.453707952052355,2.9030421283096075,10,7.356750080361962,,5.710459081456065,3.941416973248124,10,9.65187605470419,8,,3.6919161211699247,10,10000,1,8,9
102,2026-02-16T01:19:43.298416,21.573750069364905,,,5.519625032320619,2.9098750092089176,10,8.429500041529536,,5.455292062833905,3.9016250520944595,10,9.356917114928365,8,,3.7836660631000996,10,10000,2,8,9
103,2026-02-16T01:19:43.341614,21.507957950234413,,,4.481833893805742,2.8664579149335623,10,7.3482918087393045,,6.3708750531077385,4.048916976898909,10,10.419792030006647,8,,3.735083853825927,10,10000,3,8,9
104,2026-02-16T01:19:43.385628,20.52524988539517,,,4.6744998544454575,2.9986249282956123,10,7.67312478274107,,5.100667010992765,3.7354999221861362,10,8.836166933178902,8,,4.012082936242223,10,10000,4,8,9
105,2026-02-16T01:19:43.428389,20.360334077849984,,,4.4328749645501375,2.8534159064292908,10,7.286290870979428,,5.088916048407555,3.9694171864539385,10,9.058333234861493,8,,4.01204195804894,10,10000,5,8,9
106,2026-02-16T01:19:43.474304,20.18429199233651,,,3.6905419547110796,2.6766248047351837,10,6.367166759446263,,6.144750164821744,3.7548330146819353,10,9.89958317950368,8,,3.913833061233163,10,10000,6,8,9
107,2026-02-16T01:19:43.517788,20.745042013004422,,,4.581124987453222,3.0930829234421253,10,7.674207910895348,,5.024916958063841,3.776666009798646,10,8.801582967862487,8,,4.265124909579754,10,10000,7,8,9
108,2026-02-16T01:19:43.561808,19.630583003163338,,,3.874208079650998,2.665958134457469,10,6.540166214108467,,5.252042086794972,4.075916949659586,10,9.327959036454558,8,,3.759250044822693,10,10000,8,8,9
109,2026-02-16T01:19:43.605213,20.941250026226044,,,4.255083156749606,2.878708066418767,10,7.133791223168373,,6.150833098217845,3.6629170645028353,10,9.81375016272068,8,,3.98833304643631,10,10000,9,8,9
110,2026-02-16T01:19:43.650312,20.83433303050697,,,4.7796249855309725,2.767415950074792,10,7.547040935605764,,5.7888750452548265,3.934042062610388,10,9.722917107865214,8,,3.560250159353018,10,10000,10,8,9
111,2026-02-16T01:19:43.693686,20.497999852523208,,,3.829624969512224,2.7406250592321157,10,6.57025002874434,,6.383458152413368,3.8743328768759966,10,10.257791029289365,8,,3.665999975055456,10,10000,11,8,9
112,2026-02-16T01:19:43.739023,22.005500039085746,,,4.413291811943054,2.8991661965847015,10,7.312458008527756,,6.745332852005959,3.932874882593751,10,10.67820773459971,8,,4.009375115856528,10,10000,12,8,9
113,2026-02-16T01:19:43.781702,20.62225015833974,,,4.180916817858815,2.689792076125741,10,6.870708893984556,,6.137832999229431,3.981000045314431,10,10.118833044543862,8,,3.628541948273778,10,10000,13,8,9
114,2026-02-16T01:19:43.825983,21.48583298549056,,,4.394207848235965,2.8317500837147236,10,7.225957931950688,,6.0420839581638575,3.992374986410141,10,10.034458944573998,8,,4.220625152811408,10,10000,14,8,9
115,2026-02-16T01:19:43.868057,20.046334015205503,,,4.2275001760572195,2.819957910105586,10,7.047458086162806,,5.648625083267689,3.8798749446868896,10,9.528500027954578,8,,3.4666249994188547,10,10000,15,8,9
116,2026-02-16T01:19:43.931231,39.354291977360845,,,4.63612494058907,21.501875016838312,10,26.137999957427382,,5.311750108376145,3.8429999258369207,10,9.154750034213066,8,,4.057041136547923,10,10000,16,8,9
117,2026-02-16T01:19:43.975230,21.36454195715487,,,3.7492080591619015,2.6734170969575644,10,6.422625156119466,,6.996458861976862,3.6931249778717756,10,10.689583839848638,8,,4.249457968398929,10,10000,17,8,9
118,2026-02-16T01:19:44.018110,19.93779093027115,,,4.154082853347063,2.8450419194996357,10,6.999124772846699,,5.147415911778808,3.7179579958319664,10,8.865373907610774,8,,4.069916903972626,10,10000,18,8,9
119,2026-02-16T01:19:44.061523,19.49720806442201,,,3.866958897560835,2.622207859531045,10,6.48916675709188,,5.578665994107723,3.917209105566144,10,9.495875099673867,8,,3.508624853566289,10,10000,19,8,9
120,2026-02-16T01:19:44.104356,19.92374984547496,,,3.7739998660981655,2.8183329850435257,10,6.592332851141691,,5.7634159456938505,3.6938749253749847,10,9.457290871068835,8,,3.866916988044977,10,10000,20,8,9
