execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf
24,2026-02-03T15:14:25.274435,35.40391591377556,,,True,,9.70375002361834,1.4615000691264868,1,11.165250092744827,,13.428374892100692,2.865415997803211,1,16.293790889903903,,7.944874931126833,1,7.944874931126833,q14,14,1.0
25,2026-02-03T15:14:25.417368,139.80391691438854,,,True,,37.28816588409245,3.7983751390129328,57,41.08654102310538,,63.16504185087979,3.7121670320630074,57,66.8772088829428,,31.84016700834036,57,31.84016700834036,q18,18,1.0
26,2026-02-03T15:14:25.499919,79.5218339189887,,,True,,19.114917144179344,2.7151249814778566,1,21.8300421256572,,33.294291933998466,6.686707958579063,1,39.98099989257753,,17.710791900753975,1,17.710791900753975,q19,19,1.0
27,2026-02-03T15:14:25.628350,125.25241589173675,,,True,,23.907708004117012,1.6199999954551458,4,25.527707999572158,,72.0070421230048,3.9142908062785864,4,75.92133292928338,,23.803374962881207,4,23.803374962881207,q01,1,1.0
28,2026-02-03T15:14:25.681491,49.9134159181267,,,True,,12.344582937657833,3.3923329319804907,10,15.736915869638324,,19.94537515565753,3.680666908621788,10,23.626042064279318,,10.55045798420906,10,10.55045798420906,q03,3,1.0
29,2026-02-03T15:14:25.818702,133.86474992148578,,,True,,36.10141691751778,2.284207846969366,5,38.38562476448715,,80.51445917226374,2.6540409307926893,5,83.16850010305643,,12.310625053942204,5,12.310625053942204,q04,4,1.0
30,2026-02-03T15:14:25.875840,53.730501094833016,,,True,,12.466500047594309,1.8001669086515903,5,14.2666669562459,,23.441417142748833,4.0353331714868546,5,27.476750314235687,,11.98708382435143,5,11.98708382435143,q05,5,1.0
31,2026-02-03T15:14:25.898241,19.215749111026525,,,True,,3.354541026055813,1.0305000469088554,1,4.385041072964668,,8.604208007454872,2.781874965876341,1,11.386082973331213,,3.4446250647306442,1,3.4446250647306442,q06,6,1.0
32,2026-02-03T15:14:25.961959,60.54320675320923,,,True,,13.900958001613617,2.5662078987807035,4,16.46716590039432,,23.63549987785518,7.4986659456044436,4,31.134165823459625,,12.941875029355288,4,12.941875029355288,q07,7,1.0
33,2026-02-03T15:14:26.026537,61.31579098291695,,,True,,13.898124918341637,2.379791112616658,2,16.277916030958295,,25.229540886357427,7.167875068262219,2,32.397415954619646,,12.64045899733901,2,12.64045899733901,q08,8,1.0
34,2026-02-03T15:14:26.162884,132.91512592695653,,,True,,32.37137501128018,1.8112920224666595,175,34.18266703374684,,60.58412487618625,5.63845899887383,175,66.22258387506008,,32.509875018149614,175,32.509875018149614,q09,9,1.0
35,2026-02-03T15:14:26.272537,106.165082892403,,,True,,28.444582829251885,3.8772078696638346,20,32.32179069891572,,41.71525011770427,4.478084156289697,20,46.19333427399397,,27.649957919493318,20,27.649957919493318,q10,10,1.0
36,2026-02-03T15:14:26.325443,49.669082975015044,,,True,,10.998500045388937,2.0212908275425434,2,13.01979087293148,,21.96366712450981,4.155041882768273,2,26.118709007278085,,10.530583094805479,2,10.530583094805479,q12,12,1.0
37,2026-02-03T15:14:26.363422,34.79816601611674,,,True,,9.428708115592599,1.6509999986737967,1,11.079708114266396,,12.485957937315106,2.807999961078167,1,15.293957898393273,,8.42450000345707,1,8.42450000345707,q14,14,1.0
38,2026-02-03T15:14:26.516832,150.18404088914394,,,True,,39.566416060552,4.344041924923658,57,43.91045798547566,,69.96279186569154,3.6350830923765898,57,73.59787495806813,,32.67570794560015,57,32.67570794560015,q18,18,1.0
39,2026-02-03T15:14:26.601009,81.0516660567373,,,True,,19.57333297468722,2.7942080050706863,1,22.367540979757905,,33.872917061671615,6.12104102037847,1,39.993958082050085,,18.690166994929314,1,18.690166994929314,q19,19,1.0
40,2026-02-03T15:14:26.735050,130.7760418858379,,,True,,24.950209073722363,1.5205000527203083,4,26.47070912644267,,77.29804189875722,3.932582912966609,4,81.23062481172383,,23.074707947671413,4,23.074707947671413,q01,1,1.0
41,2026-02-03T15:14:26.800451,62.10991577245295,,,True,,20.023749908432364,3.8214160595089197,10,23.845165967941284,,22.73816685192287,3.8304170593619347,10,26.568583911284804,,11.696165893226862,10,11.696165893226862,q03,3,1.0
42,2026-02-03T15:14:26.936087,132.47383246198297,,,True,,36.24687506817281,2.249291865155101,5,38.49616693332791,,78.75749981030822,2.5199158117175102,5,81.27741562202573,,12.700249906629324,5,12.700249906629324,q04,4,1.0
43,2026-02-03T15:14:26.994845,55.15658389776945,,,True,,12.9398750141263,1.8075420521199703,5,14.747417066246271,,23.93787493929267,4.095874959602952,5,28.03374989889562,,12.375416932627559,5,12.375416932627559,q05,5,1.0
44,2026-02-03T15:14:27.017678,19.696208648383617,,,True,,3.9798328652977943,1.1080419644713402,1,5.0878748297691345,,8.634916972368956,2.33812490478158,1,10.973041877150536,,3.6352919414639473,1,3.6352919414639473,q06,6,1.0
45,2026-02-03T15:14:27.083276,62.45170999318361,,,True,,14.796749921515584,2.499583875760436,4,17.29633379727602,,24.357167072594166,8.039125008508563,4,32.39629208110273,,12.759084114804864,4,12.759084114804864,q07,7,1.0
46,2026-02-03T15:14:27.147000,60.44591777026653,,,True,,13.3930838201195,2.341250190511346,2,15.734334010630846,,24.59466690197587,7.340041920542717,2,31.934708822518587,,12.7768749371171,2,12.7768749371171,q08,8,1.0
47,2026-02-03T15:14:27.284314,134.04666585847735,,,True,,31.69879107736051,1.7916657961905003,175,33.49045687355101,,63.97104193456471,5.261041922494769,175,69.23208385705948,,31.324125127866864,175,31.324125127866864,q09,9,1.0
48,2026-02-03T15:14:27.391054,103.41833368875086,,,True,,27.097499929368496,4.458499839529395,20,31.55599976889789,,40.73066683486104,4.490833031013608,20,45.22149986587465,,26.640834053978324,20,26.640834053978324,q10,10,1.0
49,2026-02-03T15:14:27.444522,50.35008303821087,,,True,,11.23512489721179,1.8219579942524433,2,13.057082891464233,,22.087750025093555,4.129583016037941,2,26.217333041131496,,11.075667105615139,2,11.075667105615139,q12,12,1.0
50,2026-02-03T15:14:27.482920,35.21962510421872,,,True,,9.925250196829438,1.4551249332726002,1,11.380375130102038,,12.890000129118562,2.7871669735759497,1,15.677167102694511,,8.162082871422172,1,8.162082871422172,q14,14,1.0
51,2026-02-03T15:14:27.634838,148.71479175053537,,,True,,39.382042130455375,4.229041980579495,57,43.61108411103487,,67.25345784798265,4.271499812602997,57,71.52495766058564,,33.57874997891486,57,33.57874997891486,q18,18,1.0
52,2026-02-03T15:14:27.718177,80.12533280998468,,,True,,19.746750127524137,2.8822498861700296,1,22.629000013694167,,32.66441682353616,6.2515828758478165,1,38.915999699383974,,18.580333096906543,1,18.580333096906543,q19,19,1.0
53,2026-02-03T15:14:27.854087,132.66062457114458,,,True,,25.991166941821575,1.5206669922918081,4,27.511833934113383,,75.24483278393745,3.94099997356534,4,79.1858327575028,,25.962957879528403,4,25.962957879528403,q01,1,1.0
54,2026-02-03T15:14:27.910275,52.97050182707608,,,True,,12.485417071729898,3.3660419285297394,10,15.851459000259638,,21.626416826620698,4.667541943490505,10,26.293958770111203,,10.825084056705236,10,10.825084056705236,q03,3,1.0
55,2026-02-03T15:14:28.046021,132.6436649542302,,,True,,36.32645797915757,2.247041091322899,5,38.573499070480466,,78.86729203164577,2.465541008859873,5,81.33283304050565,,12.737332843244076,5,12.737332843244076,q04,4,1.0
56,2026-02-03T15:14:28.105236,55.97095866687596,,,True,,13.503791997209191,1.7929580062627792,5,15.29675000347197,,24.397582979872823,4.216916859149933,5,28.614499839022756,,12.059708824381232,5,12.059708824381232,q05,5,1.0
57,2026-02-03T15:14:28.126838,18.42687581665814,,,True,,3.412292106077075,1.084999879822135,1,4.49729198589921,,8.558749919757247,2.0412919111549854,1,10.600041830912232,,3.329541999846697,1,3.329541999846697,q06,6,1.0
58,2026-02-03T15:14:28.190763,60.805457178503275,,,True,,13.875833014026284,2.530916128307581,4,16.406749142333865,,23.960832972079515,7.400792092084885,4,31.3616250641644,,13.03708297200501,4,13.03708297200501,q07,7,1.0
59,2026-02-03T15:14:28.255369,61.5701659116894,,,True,,14.182582963258028,3.309540916234255,2,17.492123879492283,,24.815167067572474,6.782874930649996,2,31.59804199822247,,12.480000033974648,2,12.480000033974648,q08,8,1.0
60,2026-02-03T15:14:28.389057,130.4346250835806,,,True,,32.22191706299782,1.8112908583134413,175,34.03320792131126,,58.53620800189674,5.198209080845118,175,63.73441708274186,,32.6670000795275,175,32.6670000795275,q09,9,1.0
61,2026-02-03T15:14:28.498820,106.31058318540454,,,True,,28.194333193823695,3.9543751627206802,20,32.148708356544375,,42.62600000947714,5.164542002603412,20,47.79054201208055,,26.371332816779613,20,26.371332816779613,q10,10,1.0
62,2026-02-03T15:14:28.554250,52.31004231609404,,,True,,11.93445804528892,1.8105001654475927,2,13.744958210736513,,22.383542032912374,4.290249897167087,2,26.67379193007946,,11.891292175278068,2,11.891292175278068,q12,12,1.0
63,2026-02-03T15:14:28.592762,35.35070829093456,,,True,,9.566042106598616,1.4742081984877586,1,11.040250305086374,,13.192499987781048,2.797040855512023,1,15.98954084329307,,8.320917142555118,1,8.320917142555118,q14,14,1.0
64,2026-02-03T15:14:28.740068,143.83662538602948,,,True,,37.95670811086893,3.70937492698431,57,41.66608303785324,,65.62325009144843,3.810625057667494,57,69.43387514911592,,32.73666719906032,57,32.73666719906032,q18,18,1.0
65,2026-02-03T15:14:28.821904,78.60141713172197,,,True,,18.143000081181526,2.849374897778034,1,20.99237497895956,,32.18254214152694,6.920167012140155,1,39.10270915366709,,18.50633299909532,1,18.50633299909532,q19,19,1.0
