execution_number,timestamp,duration_ms,error,base_aggregate_columns,correctness_error,correctness_match,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,join_fanout,policy_column_count,query_type,row_count,run_num,variation_base_aggregate_columns,variation_join_fanout,variation_policy_columns,variation_row_count
31,2026-02-16T01:15:04.774423,18.421708839014173,,128,,True,,9.306166786700487,5.448916926980019,1,14.755083713680506,,9.115542052313685,26.521124877035618,1,35.6366669293493,2,4,PHASE_COMPETITION,10000,11,128,2,4,10000
32,2026-02-16T01:15:04.811315,15.167958801612258,,128,,True,,7.489166921004653,6.012167083099484,1,13.501334004104137,,7.678791880607605,6.950542097911239,1,14.629333978518844,2,4,PHASE_COMPETITION,10000,12,128,2,4,10000
33,2026-02-16T01:15:04.849032,15.703541925176978,,128,,True,,6.9078749511390924,5.2868330385535955,1,12.194707989692688,,8.795666974037886,7.455124985426664,1,16.25079195946455,2,4,PHASE_COMPETITION,10000,13,128,2,4,10000
34,2026-02-16T01:15:04.889078,17.51466724090278,,128,,True,,8.433042094111443,5.541000049561262,1,13.974042143672705,,9.081625146791339,7.8548339661210775,1,16.936459112912416,2,4,PHASE_COMPETITION,10000,14,128,2,4,10000
35,2026-02-16T01:15:04.928107,15.865999041125178,,128,,True,,7.0760410744696856,6.16950006224215,1,13.245541136711836,,8.789957966655493,7.2030420415103436,1,15.993000008165836,2,4,PHASE_COMPETITION,10000,15,128,2,4,10000
36,2026-02-16T01:15:04.966906,16.549041029065847,,128,,True,,7.725541014224291,5.623834207653999,1,13.34937522187829,,8.823500014841557,7.77295813895762,1,16.596458153799176,2,4,PHASE_COMPETITION,10000,16,128,2,4,10000
37,2026-02-16T01:15:05.004781,15.873707830905914,,128,,True,,7.396499859169126,5.756082944571972,1,13.152582803741097,,8.477207971736789,6.758959032595158,1,15.236167004331946,2,4,PHASE_COMPETITION,10000,17,128,2,4,10000
38,2026-02-16T01:15:05.044117,16.48366590961814,,128,,True,,7.6136658899486065,5.788708105683327,1,13.402373995631933,,8.870000019669533,7.65337492339313,1,16.523374943062663,2,4,PHASE_COMPETITION,10000,18,128,2,4,10000
39,2026-02-16T01:15:05.081660,15.311583876609802,,128,,True,,7.57187488488853,5.976709071546793,1,13.548583956435323,,7.7397089917212725,7.244708947837353,1,14.984417939558625,2,4,PHASE_COMPETITION,10000,19,128,2,4,10000
40,2026-02-16T01:15:05.119064,15.469541074708104,,128,,True,,7.382000098004937,5.264832871034741,1,12.646832969039679,,8.087540976703167,7.339166011661291,1,15.426706988364458,2,4,PHASE_COMPETITION,10000,20,128,2,4,10000
41,2026-02-16T01:15:05.212573,14.699291903525591,,128,,True,,6.655750097706914,23.896917002275586,1,30.5526670999825,,8.043541805818677,7.351625012233853,1,15.39516681805253,2,8,PHASE_COMPETITION,10000,1,128,2,8,10000
42,2026-02-16T01:15:05.250430,14.554375782608986,,128,,True,,7.263041799888015,5.74554200284183,1,13.008583802729845,,7.291333982720971,7.6619579922407866,1,14.953291974961758,2,8,PHASE_COMPETITION,10000,2,128,2,8,10000
43,2026-02-16T01:15:05.288850,15.290792100131512,,128,,True,,6.984000094234943,6.077416939660907,1,13.06141703389585,,8.306792005896568,7.328415988013148,1,15.635207993909717,2,8,PHASE_COMPETITION,10000,3,128,2,8,10000
44,2026-02-16T01:15:05.327378,15.9556670114398,,128,,True,,7.010624976828694,5.954458145424724,1,12.965083122253418,,8.945042034611106,7.837541168555617,1,16.782583203166723,2,8,PHASE_COMPETITION,10000,4,128,2,8,10000
45,2026-02-16T01:15:05.364018,14.163000043481588,,128,,True,,6.802791962400079,6.348958006128669,1,13.151749968528748,,7.36020808108151,7.43350014090538,1,14.79370822198689,2,8,PHASE_COMPETITION,10000,5,128,2,8,10000
46,2026-02-16T01:15:05.402691,15.605499967932701,,128,,True,,7.1920419577509165,5.60404104180634,1,12.796082999557257,,8.413458010181785,7.586999796330929,1,16.000457806512713,2,8,PHASE_COMPETITION,10000,6,128,2,8,10000
47,2026-02-16T01:15:05.442223,16.587750054895878,,128,,True,,7.762500084936619,5.757499951869249,1,13.520000036805868,,8.825249969959259,7.914332905784249,1,16.73958287574351,2,8,PHASE_COMPETITION,10000,7,128,2,8,10000
48,2026-02-16T01:15:05.479280,14.488833025097847,,128,,True,,6.616458063945174,6.5325419418513775,1,13.149000005796552,,7.872374961152673,7.555499905720353,1,15.427874866873026,2,8,PHASE_COMPETITION,10000,8,128,2,8,10000
49,2026-02-16T01:15:05.517358,15.35195903852582,,128,,True,,7.40291690453887,5.680999951437116,1,13.083916855975986,,7.94904213398695,8.271875092759728,1,16.22091722674668,2,8,PHASE_COMPETITION,10000,9,128,2,8,10000
50,2026-02-16T01:15:05.555316,15.985749894753098,,128,,True,,7.576999953016639,5.994875216856599,1,13.571875169873238,,8.40874994173646,6.857084110379219,1,15.265834052115679,2,8,PHASE_COMPETITION,10000,10,128,2,8,10000
51,2026-02-16T01:15:05.613233,14.531207969412208,,128,,True,,6.720332894474268,5.708207841962576,1,12.428540736436844,,7.81087507493794,28.282874962314963,1,36.0937500372529,2,8,PHASE_COMPETITION,10000,11,128,2,8,10000
52,2026-02-16T01:15:05.649695,14.170249924063683,,128,,True,,6.70170783996582,5.805041873827577,1,12.506749713793397,,7.468542084097862,7.4410829693078995,1,14.909625053405762,2,8,PHASE_COMPETITION,10000,12,128,2,8,10000
53,2026-02-16T01:15:05.688056,15.604916960000992,,128,,True,,6.95524993352592,5.4371661972254515,1,12.392416130751371,,8.649667026475072,7.61058391071856,1,16.260250937193632,2,8,PHASE_COMPETITION,10000,13,128,2,8,10000
54,2026-02-16T01:15:05.725618,15.149167040362954,,128,,True,,6.634416989982128,6.621416890993714,1,13.255833880975842,,8.514750050380826,6.937833968549967,1,15.452584018930793,2,8,PHASE_COMPETITION,10000,14,128,2,8,10000
55,2026-02-16T01:15:05.762815,14.5882498472929,,128,,True,,6.351207848638296,5.860833916813135,1,12.212041765451431,,8.237041998654604,7.675375090911984,1,15.912417089566588,2,8,PHASE_COMPETITION,10000,15,128,2,8,10000
