execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_rows,dfc_time_ms,logical_error,logical_rows,logical_time_ms,policy_count,query_name,query_num,run_num,tpch_sf
1,2026-02-02T02:31:25.044716,134.6425001975149,,,True,,4,46.189417131245136,,4,88.45308306626976,1,q07,7,1,1.0
2,2026-02-02T02:31:25.188664,134.20216576196253,,,True,,4,47.323874896392226,,4,86.8782908655703,1,q07,7,2,1.0
3,2026-02-02T02:31:25.332638,134.1060830745846,,,True,,4,46.7736660502851,,4,87.3324170242995,1,q07,7,3,1.0
4,2026-02-02T02:31:25.480488,137.82070809975266,,,True,,4,46.92033305764198,,4,90.90037504211068,1,q07,7,4,1.0
5,2026-02-02T02:31:25.657810,167.1234171371907,,,True,,4,79.00533312931657,,4,88.11808400787413,1,q07,7,5,1.0
6,2026-02-02T02:31:25.897642,148.7740830052644,,,True,,4,52.46008303947747,,4,96.31399996578693,10,q07,7,1,1.0
7,2026-02-02T02:31:26.135725,148.19170790724456,,,True,,4,52.521207835525274,,4,95.67050007171929,10,q07,7,2,1.0
8,2026-02-02T02:31:26.373925,149.46350129321218,,,True,,4,53.7412092089653,,4,95.72229208424687,10,q07,7,3,1.0
9,2026-02-02T02:31:26.609141,145.48154105432332,,,True,,4,51.119707990437746,,4,94.36183306388557,10,q07,7,4,1.0
10,2026-02-02T02:31:26.845440,145.7094168290496,,,True,,4,50.98970793187618,,4,94.7197088971734,10,q07,7,5,1.0
11,2026-02-02T02:31:28.033461,318.51441599428654,,,True,,4,105.34562496468425,,4,213.1687910296023,100,q07,7,1,1.0
12,2026-02-02T02:31:29.197429,285.81933421082795,,,True,,4,105.28954211622477,,4,180.52979209460318,100,q07,7,2,1.0
13,2026-02-02T02:31:30.357621,290.2993760071695,,,True,,4,106.22154199518263,,4,184.07783401198685,100,q07,7,3,1.0
14,2026-02-02T02:31:31.553306,289.03441689908504,,,True,,4,106.14637495018542,,4,182.88804194889963,100,q07,7,4,1.0
15,2026-02-02T02:31:32.701160,274.3451672140509,,,True,,4,105.4609171114862,,4,168.8842501025647,100,q07,7,5,1.0
16,2026-02-02T02:31:45.665634,4182.573998812586,,,True,,4,3135.109958006069,,4,1047.464040806517,1000,q07,7,1,1.0
17,2026-02-02T02:31:58.842182,4393.592123873532,,,True,,4,3310.63454085961,,4,1082.957583013922,1000,q07,7,2,1.0
18,2026-02-02T02:32:12.102897,4472.390041919425,,,True,,4,3381.1944590415806,,4,1091.1955828778446,1000,q07,7,3,1.0
19,2026-02-02T02:32:25.445380,4428.137541981414,,,True,,4,3346.0939170327038,,4,1082.0436249487102,1000,q07,7,4,1.0
20,2026-02-02T02:32:38.686615,4456.544291926548,,,True,,4,3367.3977500293404,,4,1089.1465418972075,1000,q07,7,5,1.0
