execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,physical_base_capture_time_ms,physical_error,physical_lineage_query_time_ms,physical_rewrite_time_ms,physical_rows,physical_runtime_ms,physical_time_ms,query_name,query_num,tpch_sf
11,2026-02-14T18:53:48.709103,895.6345831975341,,,True,,123.06666700169444,1.739666098728776,1,124.80633310042322,,181.36325012892485,4.38045896589756,1,185.7437090948224,,216.70704102143645,1,216.70704102143645,153.81445898674428,,214.56304099410772,4.224833101034164,1,368.377499980852,368.377499980852,q14,14,10.0
12,2026-02-14T18:53:51.270585,2552.9062498826534,,,True,,708.2545000594109,8.52241599932313,100,716.7769160587341,,1326.509374892339,8.124833926558495,100,1334.6342088188976,,501.4951250050217,100,501.4951250050217,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q18,18,10.0
13,2026-02-14T18:53:52.964554,1645.5229159910232,,,True,,337.39183307625353,6.660582963377237,1,344.05241603963077,,535.665915813297,13.395542046055198,1,549.0614578593522,,352.7295000385493,1,352.7295000385493,349.47170899249613,,50.207833060994744,9.272208204492927,1,399.6795420534909,399.6795420534909,q19,19,10.0
14,2026-02-14T18:54:17.085858,24055.03908614628,,,True,,396.5205841232091,7.724334020167589,4,404.2449181433767,,1305.6588750332594,6.570291938260198,4,1312.2291669715196,,392.37083378247917,4,392.37083378247917,1876.0106670670211,,20070.183500181884,4.923125030472875,4,21946.194167248905,21946.194167248905,q01,1,10.0
15,2026-02-14T18:54:18.609172,1444.238750031218,,,True,,261.16379210725427,8.265665965154767,10,269.42945807240903,,208.88654212467372,8.185083046555519,10,217.07162517122924,,510.5136667843908,10,510.5136667843908,401.5711660031229,,45.65283400006592,4.408125067129731,10,447.22400000318885,447.22400000318885,q03,3,10.0
16,2026-02-14T18:54:21.008228,2393.1571661960334,,,True,,560.8188749756664,5.521333077922463,5,566.3402080535889,,1538.2891250774264,6.725083105266094,5,1545.0142081826925,,281.80274995975196,5,281.80274995975196,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q04,4,10.0
17,2026-02-14T18:54:22.366315,1299.8017489444464,,,True,,235.22891686297953,3.806874854490161,5,239.0357917174697,,428.37066599167883,8.742416044697165,5,437.113082036376,,248.99233295582235,5,248.99233295582235,270.02479205839336,,104.63575017638505,5.192041862756014,5,374.6605422347784,374.6605422347784,q05,5,10.0
18,2026-02-14T18:54:23.030412,614.8969996720552,,,True,,68.9222498331219,2.2623329423367977,1,71.1845827754587,,145.91537485830486,4.978792043402791,1,150.89416690170765,,61.87066691927612,1,61.87066691927612,79.65791714377701,,251.28966593183577,2.824584022164345,1,330.9475830756128,330.9475830756128,q06,6,10.0
19,2026-02-14T18:54:30.140111,7067.197083961219,,,True,,230.3123341407627,10.078374994918704,4,240.3907091356814,,6148.185499943793,17.31612510047853,4,6165.501625044271,,211.09191584400833,4,211.09191584400833,280.15754208900034,,170.05529184825718,8.99962498806417,4,450.2128339372575,450.2128339372575,q07,7,10.0
20,2026-02-14T18:54:32.062655,1865.5945837963372,,,True,,308.85974992997944,5.125333089381456,2,313.9850830193609,,674.1648749448359,16.138874925673008,2,690.3037498705089,,429.6380840241909,2,429.6380840241909,316.7419999372214,,114.92566694505513,9.361790958791971,2,431.66766688227654,431.66766688227654,q08,8,10.0
21,2026-02-14T19:03:57.242969,565021.4403329883,,,True,,763.3691248483956,2.845000009983778,175,766.2141248583794,,560594.6984579787,9.269417030736804,175,560603.9678750094,,855.1298750098795,175,855.1298750098795,2378.9045410230756,,417.22391708754003,42.234749998897314,175,2796.1284581106156,2796.1284581106156,q09,9,10.0
22,2026-02-14T19:03:59.546502,2178.650875110179,,,True,,402.8020831756294,10.186082916334271,20,412.98816609196365,,511.92654203623533,15.867332927882671,20,527.793874964118,,557.4245420284569,20,557.4245420284569,626.8572919070721,,53.58700011856854,5.916916998103261,20,680.4442920256406,680.4442920256406,q10,10,10.0
23,2026-02-14T19:04:01.310416,1683.6779154837132,,,True,,209.02774995192885,3.776291850954294,2,212.80404180288315,,398.8732500001788,8.306958014145494,2,407.1802080143243,,320.52633282728493,2,320.52633282728493,597.6366249378771,,145.5307079013437,4.194415872916579,2,743.1673328392208,743.1673328392208,q12,12,10.0
24,2026-02-14T19:04:02.270422,914.9641261901706,,,True,,131.0066250152886,1.9817918073385954,1,132.9884168226272,,195.48204191960394,4.784792196005583,1,200.26683411560953,,197.95366702601314,1,197.95366702601314,153.16241700202227,,230.59279122389853,5.25591685436666,1,383.7552082259208,383.7552082259208,q14,14,10.0
25,2026-02-14T19:04:04.535804,2256.4118751324713,,,True,,642.1218749601394,7.841750048100948,100,649.9636250082403,,1086.5031669382006,7.624875055626035,100,1094.1280419938266,,512.3202081304044,100,512.3202081304044,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q18,18,10.0
26,2026-02-14T19:04:06.240620,1650.5237077362835,,,True,,306.8059580400586,5.913292057812214,1,312.7192500978708,,527.983833104372,14.273915905505419,1,542.2577490098774,,323.6768338829279,1,323.6768338829279,418.66754181683064,,53.20233292877674,11.098416056483984,1,471.8698747456074,471.8698747456074,q19,19,10.0
27,2026-02-14T19:04:29.117171,22817.326708929613,,,True,,405.3212918806821,3.653834108263254,4,408.97512598894536,,1304.0668331086636,8.235499961301684,4,1312.3023330699652,,393.5419579502195,4,393.5419579502195,1508.1435421016067,,19194.363749818876,3.7499999161809683,4,20702.507291920483,20702.507291920483,q01,1,10.0
28,2026-02-14T19:04:30.569634,1366.9837501365691,,,True,,251.41616584733129,12.029916979372501,10,263.4460828267038,,239.25233399495482,8.756083203479648,10,248.00841719843447,,405.58008290827274,10,405.58008290827274,397.51054206863046,,52.43862513452768,4.1075830813497305,10,449.94916720315814,449.94916720315814,q03,3,10.0
29,2026-02-14T19:04:32.819691,2244.291874114424,,,True,,550.1487080473453,4.708167165517807,5,554.8568752128631,,1452.4567080661654,4.394207848235965,5,1456.8509159144014,,232.5840829871595,5,232.5840829871595,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q04,4,10.0
30,2026-02-14T19:04:34.190205,1314.0885417815298,,,True,,242.36875004135072,3.6152079701423645,5,245.9839580114931,,423.35620801895857,10.516416979953647,5,433.8726249989122,,241.61525000818074,5,241.61525000818074,290.1777089573443,,102.43899980559945,5.3356250282377005,5,392.61670876294374,392.61670876294374,q05,5,10.0
31,2026-02-14T19:04:34.851512,610.715749906376,,,True,,69.07958281226456,2.2562500089406967,1,71.33583282120526,,135.81712497398257,4.865792114287615,1,140.6829170882702,,62.073417007923126,1,62.073417007923126,85.6979158706963,,250.92566711828113,2.7324999682605267,1,336.62358298897743,336.62358298897743,q06,6,10.0
32,2026-02-14T19:04:41.749443,6854.782084468752,,,True,,230.7470419909805,10.088833048939705,4,240.8358750399202,,5951.014792080969,13.338875025510788,4,5964.353667106479,,209.21520818956196,4,209.21520818956196,282.79012511484325,,157.58720901794732,9.827249916270375,4,440.37733413279057,440.37733413279057,q07,7,10.0
33,2026-02-14T19:04:43.672699,1868.5386679135263,,,True,,316.6145000141114,5.522874882444739,2,322.13737489655614,,679.6418339945376,12.688874965533614,2,692.3307089600712,,417.08775004372,2,417.08775004372,323.9827919751406,,113.00004203803837,8.936542086303234,2,436.98283401317894,436.98283401317894,q08,8,10.0
34,2026-02-14T19:14:53.586078,609774.8160832562,,,True,,741.3545830640942,3.7347080651670694,175,745.0892911292613,,605225.0495420303,10.606208117678761,175,605235.655750148,,814.2358339391649,175,814.2358339391649,2373.7773750908673,,606.0578329488635,13.192541897296906,175,2979.835208039731,2979.835208039731,q09,9,10.0
35,2026-02-14T19:14:56.678518,2946.7697087675333,,,True,,469.5461669471115,17.92041608132422,20,487.4665830284357,,600.9281659498811,15.716458903625607,20,616.6446248535067,,691.0807089880109,20,691.0807089880109,1051.1834998615086,,100.39429203607142,8.325917180627584,20,1151.57779189758,1151.57779189758,q10,10,10.0
36,2026-02-14T19:14:58.744135,1981.4306262414902,,,True,,185.90799998492002,7.576167117804289,2,193.4841671027243,,395.22141707129776,11.0167081002146,2,406.23812517151237,,520.924333948642,2,520.924333948642,710.8885000925511,,149.89549992606044,4.424249986186624,2,860.7840000186116,860.7840000186116,q12,12,10.0
37,2026-02-14T19:14:59.844524,1052.9487514868379,,,True,,144.9796250090003,2.4117501452565193,1,147.39137515425682,,221.46675013937056,6.63470895960927,1,228.10145909897983,,196.3244581129402,1,196.3244581129402,213.27179204672575,,267.85966707393527,4.892125027254224,1,481.131459120661,481.131459120661,q14,14,10.0
38,2026-02-14T19:15:02.635339,2780.7772089727223,,,True,,743.6580420471728,9.595624869689345,100,753.2536669168621,,1384.2076670844108,8.50541703402996,100,1392.7130841184407,,634.8104579374194,100,634.8104579374194,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q18,18,10.0
39,2026-02-14T19:15:04.475686,1787.953166058287,,,True,,345.8720420021564,8.614249993115664,1,354.48629199527204,,583.1520410720259,15.78333298675716,1,598.935374058783,,354.2184999678284,1,354.2184999678284,424.05250016599894,,56.2604998704046,8.969791000708938,1,480.31300003640354,480.31300003640354,q19,19,10.0
40,2026-02-14T19:15:41.023096,36477.05579013564,,,True,,442.254374967888,4.680416081100702,4,446.9347910489887,,1428.048666100949,9.287500055506825,4,1437.3361661564559,,437.79629189521074,4,437.79629189521074,1632.8017909545451,,32522.186750080436,6.088042166084051,4,34154.98854103498,34154.98854103498,q01,1,10.0
41,2026-02-14T19:15:43.023087,1918.365873862058,,,True,,317.6432498730719,13.586916029453278,10,331.2301659025252,,251.76616595126688,8.647541981190443,10,260.4137079324573,,581.5915409475565,10,581.5915409475565,684.3667919747531,,60.76366710476577,5.485124886035919,10,745.1304590795189,745.1304590795189,q03,3,10.0
42,2026-02-14T19:15:45.643157,2614.6946668159217,,,True,,602.3654588498175,5.418499931693077,5,607.7839587815106,,1646.7275409959257,5.304542137309909,5,1652.0320831332356,,354.8786249011755,5,354.8786249011755,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q04,4,10.0
43,2026-02-14T19:15:47.264491,1556.578002171591,,,True,,344.9447921011597,4.3784999288618565,5,349.32329203002155,,485.00691703520715,10.484084021300077,5,495.49100105650723,,277.0090422127396,5,277.0090422127396,312.8861249424517,,121.86854192987084,7.660374976694584,5,434.75466687232256,434.75466687232256,q05,5,10.0
44,2026-02-14T19:15:48.023364,701.9044158514589,,,True,,82.30999996885657,2.6855000760406256,1,84.9955000448972,,166.87995800748467,8.168915985152125,1,175.0488739926368,,72.57749978452921,1,72.57749978452921,89.90362496115267,,279.378917068243,3.577916882932186,1,369.2825420293957,369.2825420293957,q06,6,10.0
45,2026-02-14T19:15:55.810282,7739.603333873674,,,True,,252.12220894172788,9.87895904108882,4,262.0011679828167,,6727.619791869074,17.221083166077733,4,6744.840875035152,,242.5109159667045,4,242.5109159667045,318.1175000499934,,172.13287483900785,12.181750033050776,4,490.25037488900125,490.25037488900125,q07,7,10.0
46,2026-02-14T19:15:58.198647,2331.406292039901,,,True,,333.4531250875443,8.142957929521799,2,341.5960830170661,,791.4593750610948,18.52849987335503,2,809.9878749344498,,575.748624978587,2,575.748624978587,458.71595898643136,,145.3577501233667,8.995041949674487,2,604.0737091097981,604.0737091097981,q08,8,10.0
47,2026-02-14T19:25:07.231188,548861.7911660112,,,True,,867.5242909230292,3.374458057805896,175,870.8987489808351,,544065.3824999463,11.307333130389452,175,544076.6898330767,,901.3074168469757,175,901.3074168469757,2358.9674590621144,,653.9277080446482,9.979041060432792,175,3012.8951671067625,3012.8951671067625,q09,9,10.0
48,2026-02-14T19:25:09.898384,2537.3500848654658,,,True,,486.84000014327466,12.73570884950459,20,499.57570899277925,,571.8904170207679,14.39274987205863,20,586.2831668928266,,606.8454168271273,20,606.8454168271273,796.0618331562728,,48.58395899645984,5.912333959713578,20,844.6457921527326,844.6457921527326,q10,10,10.0
49,2026-02-14T19:25:11.851047,1876.083041774109,,,True,,191.7899998370558,6.347874877974391,2,198.1378747150302,,390.5895408242941,9.235749952495098,2,399.8252907767892,,424.7021251358092,2,424.7021251358092,705.6635420303792,,147.75420911610126,5.901584168896079,2,853.4177511464804,853.4177511464804,q12,12,10.0
50,2026-02-14T19:25:12.820188,925.8354599587619,,,True,,138.6462498921901,2.283833920955658,1,140.93008381314576,,223.78375008702278,5.358666880056262,1,229.14241696707904,,150.50641703419387,1,150.50641703419387,156.69008414261043,,248.56645800173283,6.4152919221669436,1,405.25654214434326,405.25654214434326,q14,14,10.0
51,2026-02-14T19:25:15.399496,2569.87224961631,,,True,,716.9936660211533,9.778749896213412,100,726.7724159173667,,1249.352291924879,9.433707920834422,100,1258.7859998457134,,584.3138338532299,100,584.3138338532299,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q18,18,10.0
52,2026-02-14T19:25:17.298144,1847.1010411158204,,,True,,360.9339580871165,6.514375098049641,1,367.4483331851661,,571.1731249466538,16.63708291016519,1,587.810207856819,,352.62687504291534,1,352.62687504291534,473.98291691206396,,65.23270811885595,8.74541699886322,1,539.2156250309199,539.2156250309199,q19,19,10.0
53,2026-02-14T19:25:45.484281,28125.053208088502,,,True,,464.49425001628697,4.258207976818085,4,468.75245799310505,,1462.93312497437,8.63045803271234,4,1471.5635830070823,,479.6007080003619,4,479.6007080003619,1618.7712089158595,,24086.365250172094,4.795708926394582,4,25705.136459087953,25705.136459087953,q01,1,10.0
54,2026-02-14T19:25:47.225123,1646.918205311522,,,True,,300.6508748512715,14.190374873578548,10,314.84124972485006,,247.8667909745127,15.092790825292468,10,262.95958179980516,,497.9525408707559,10,497.9525408707559,504.69149998389184,,66.47333293221891,4.753875080496073,10,571.1648329161108,571.1648329161108,q03,3,10.0
55,2026-02-14T19:25:49.786065,2554.226583102718,,,True,,613.1800829898566,6.235209060832858,5,619.4152920506895,,1632.183999987319,5.59437507763505,5,1637.7783750649542,,297.0329159870744,5,297.0329159870744,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q04,4,10.0
56,2026-02-14T19:25:51.373629,1523.04841671139,,,True,,273.19300011731684,4.601291846483946,5,277.7942919638008,,508.83783283643425,9.949458064511418,5,518.7872909009457,,287.5077920034528,5,287.5077920034528,318.2904578279704,,120.6685840152204,6.561290938407183,5,438.9590418431908,438.9590418431908,q05,5,10.0
57,2026-02-14T19:25:52.147237,713.1338343024254,,,True,,78.39212496764958,2.6505831629037857,1,81.04270813055336,,165.48437485471368,5.511083174496889,1,170.99545802921057,,75.48483414575458,1,75.48483414575458,95.67187493667006,,289.9389590602368,4.168875049799681,1,385.6108339969069,385.6108339969069,q06,6,10.0
58,2026-02-14T19:25:59.996177,7788.686875021085,,,True,,255.54887508042157,12.87429197691381,4,268.4231670573354,,6623.732165899128,18.175499979406595,4,6641.907665878534,,235.69949995726347,4,235.69949995726347,456.3016670290381,,186.3548750989139,11.09020784497261,4,642.656542127952,642.656542127952,q07,7,10.0
59,2026-02-14T19:26:02.496475,2437.840374885127,,,True,,470.7497500348836,6.976416101679206,2,477.7261661365628,,812.1048749890178,23.2292499858886,2,835.3341249749064,,494.7955838870257,2,494.7955838870257,492.4075419548899,,137.57695793174207,9.249165887013078,2,629.984499886632,629.984499886632,q08,8,10.0
60,2026-02-14T19:36:43.124201,640480.5786260404,,,True,,890.8339999616146,3.5591251216828823,175,894.3931250832975,,635323.1376248877,9.853375144302845,175,635332.991000032,,953.3246250357479,175,953.3246250357479,2600.760916946456,,699.1089589428157,17.21116714179516,175,3299.8698758892715,3299.8698758892715,q09,9,10.0
61,2026-02-14T19:36:46.383474,3098.9534182008356,,,True,,651.7703749705106,18.55849986895919,20,670.3288748394698,,752.9857500921935,17.04245898872614,20,770.0282090809196,,758.7051670998335,20,758.7051670998335,853.6904591601342,,46.20070802047849,5.431999918073416,20,899.8911671806127,899.8911671806127,q10,10,10.0
62,2026-02-14T19:36:48.343839,1876.1911671608686,,,True,,174.5591249782592,4.7015410382300615,2,179.26066601648927,,472.76795911602676,8.174166083335876,2,480.94212519936264,,441.10020785592496,2,441.10020785592496,612.1950841043144,,162.69308398477733,4.616333870217204,2,774.8881680890918,774.8881680890918,q12,12,10.0
63,2026-02-14T19:36:49.441398,1050.7458325009793,,,True,,144.99033289030194,2.3131249472498894,1,147.30345783755183,,222.78166702017188,7.0862919092178345,1,229.86795892938972,,211.8954157922417,1,211.8954157922417,168.4010000899434,,293.27799985185266,4.740749951452017,1,461.67899994179606,461.67899994179606,q14,14,10.0
64,2026-02-14T19:36:52.320600,2869.9115000199527,,,True,,800.6440000608563,10.478749871253967,100,811.1227499321103,,1370.9247920196503,10.460375109687448,100,1381.3851671293378,,677.4035829585046,100,677.4035829585046,0.0,skipped_for_physical,0.0,0.0,0,0.0,0.0,q18,18,10.0
65,2026-02-14T19:36:54.332487,1953.359916107729,,,True,,367.04254103824496,7.606792030856013,1,374.649333069101,,666.7467909865081,24.236041121184826,1,690.982832107693,,381.77129183895886,1,381.77129183895886,417.23841708153486,,88.71804201044142,12.30283291079104,1,505.9564590919763,505.9564590919763,q19,19,10.0
