execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf
27,2026-02-05T13:06:35.194705,135.96145785413682,,,True,,24.71345802769065,2.3240000009536743,4,27.037458028644323,,80.05716698244214,3.737082937732339,4,83.79424992017448,,25.12974990531802,4,25.12974990531802,q01,1,1.0
28,2026-02-05T13:06:35.246456,48.31199976615608,,,True,,13.243624940514565,3.158374922350049,10,16.401999862864614,,16.086749965324998,3.7371658254414797,10,19.823915790766478,,12.086084112524986,10,12.086084112524986,q03,3,1.0
29,2026-02-05T13:06:35.425062,175.2387487795204,,,True,,41.71866597607732,2.2930828854441643,5,44.01174886152148,,115.71174999698997,2.4395829532295465,5,118.15133295021951,,13.075666967779398,5,13.075666967779398,q04,4,1.0
30,2026-02-05T13:06:35.493020,64.4727919716388,,,True,,13.893999857828021,1.7989580519497395,5,15.69295790977776,,28.99420796893537,4.126917105168104,5,33.121125074103475,,15.658708987757564,5,15.658708987757564,q05,5,1.0
31,2026-02-05T13:06:35.514806,18.380542052909732,,,True,,3.3707499969750643,1.097249798476696,1,4.46799979545176,,8.18004203028977,2.4040420539677143,1,10.584084084257483,,3.328458173200488,1,3.328458173200488,q06,6,1.0
32,2026-02-05T13:06:35.724267,206.2697079963982,,,True,,14.623665949329734,2.581249922513962,4,17.204915871843696,,167.2119579743594,7.905834121629596,4,175.117792095989,,13.947000028565526,4,13.947000028565526,q07,7,1.0
33,2026-02-05T13:06:35.822206,94.25895707681775,,,True,,15.829874901100993,2.3346662055701017,2,18.164541106671095,,52.35854093916714,7.871292065829039,2,60.22983300499618,,15.864582965150476,2,15.864582965150476,q08,8,1.0
34,2026-02-05T13:06:59.817123,23989.943084074184,,,True,,39.37566699460149,1.8485828768461943,175,41.22424987144768,,23908.75199995935,5.482917185872793,175,23914.234917145222,,34.48391705751419,175,34.48391705751419,q09,9,1.0
35,2026-02-05T13:06:59.981366,158.50608330219984,,,True,,31.833541113883257,5.465541034936905,20,37.29908214882016,,51.4167919754982,5.340750096365809,20,56.75754207186401,,64.44945908151567,20,64.44945908151567,q10,10,1.0
36,2026-02-05T13:07:00.055119,68.77404102124274,,,True,,15.740666072815657,1.942541915923357,2,17.683207988739014,,27.931832941249013,4.381708102300763,2,32.313541043549776,,18.777291988953948,2,18.777291988953948,q12,12,1.0
37,2026-02-05T13:07:00.102972,43.92987582832575,,,True,,10.676874779164791,2.142790937796235,1,12.819665716961026,,16.024584183469415,2.6949169114232063,1,18.71950109489262,,12.390709016472101,1,12.390709016472101,q14,14,1.0
38,2026-02-05T13:07:00.275186,168.4309160336852,,,True,,44.481749879196286,3.876750124618411,57,48.3585000038147,,74.93733312003314,3.6279999185353518,57,78.5653330385685,,41.50708299130201,57,41.50708299130201,q18,18,1.0
39,2026-02-05T13:07:00.359632,80.05045773461461,,,True,,19.816583022475243,2.7769580483436584,1,22.5935410708189,,32.92620787397027,6.175958784297109,1,39.10216665826738,,18.35475000552833,1,18.35475000552833,q19,19,1.0
40,2026-02-05T13:07:00.488868,125.65637403167784,,,True,,24.46445799432695,2.393250120803714,4,26.857708115130663,,70.95683296211064,3.8105419371277094,4,74.76737489923835,,24.03129101730883,4,24.03129101730883,q01,1,1.0
41,2026-02-05T13:07:00.543729,51.392084220424294,,,True,,12.930207885801792,3.2548331655561924,10,16.185041051357985,,18.746209098026156,3.6487500183284283,10,22.394959116354585,,12.812084052711725,10,12.812084052711725,q03,3,1.0
42,2026-02-05T13:07:00.698703,151.66087308898568,,,True,,45.18666607327759,2.3779161274433136,5,47.564582200720906,,82.39295799285173,2.450166968628764,5,84.8431249614805,,19.253165926784277,5,19.253165926784277,q04,4,1.0
43,2026-02-05T13:07:00.764196,61.82945775799453,,,True,,13.964999932795763,1.7070828471332788,5,15.672082779929042,,26.77412494085729,4.171499982476234,5,30.945624923333526,,15.211750054731965,5,15.211750054731965,q05,5,1.0
44,2026-02-05T13:07:00.786002,18.38691788725555,,,True,,3.4322079736739397,1.1529591865837574,1,4.585167160257697,,8.01279186271131,2.5159588549286127,1,10.528750717639923,,3.2730000093579292,1,3.2730000093579292,q06,6,1.0
45,2026-02-05T13:07:01.000348,211.0711680725217,,,True,,15.691624954342842,2.608083887025714,4,18.299708841368556,,170.8657080307603,7.776292040944099,4,178.6420000717044,,14.129459159448743,4,14.129459159448743,q07,7,1.0
46,2026-02-05T13:07:01.102414,98.60262484289706,,,True,,17.62199983932078,2.4594999849796295,2,20.08149982430041,,54.47399988770485,7.652792148292065,2,62.126792035996914,,16.394332982599735,2,16.394332982599735,q08,8,1.0
47,2026-02-05T13:07:31.851254,30742.982748895884,,,True,,35.017082933336496,1.7923328559845686,175,36.809415789321065,,30666.04158305563,5.27887511998415,175,30671.320458175614,,34.85287493094802,175,34.85287493094802,q09,9,1.0
48,2026-02-05T13:07:32.074820,212.87358435802162,,,True,,32.399667194113135,26.069500017911196,20,58.46916721202433,,49.287375062704086,5.566625157371163,20,54.85400022007525,,99.55041692592204,20,99.55041692592204,q10,10,1.0
49,2026-02-05T13:07:32.150746,70.34233398735523,,,True,,12.590333819389343,2.8043328784406185,2,15.394666697829962,,25.825625052675605,3.9431671611964703,2,29.768792213872075,,25.178875075653195,2,25.178875075653195,q12,12,1.0
50,2026-02-05T13:07:32.197259,42.7984579000622,,,True,,10.474291164427996,2.589917043223977,1,13.064208207651973,,14.106207992881536,2.7961668092757463,1,16.902374802157283,,12.831874890252948,1,12.831874890252948,q14,14,1.0
51,2026-02-05T13:07:32.366108,165.1883760932833,,,True,,42.357000056654215,4.209208069369197,57,46.56620812602341,,73.43954197131097,3.9073340594768524,57,77.34687603078783,,41.27529193647206,57,41.27529193647206,q18,18,1.0
52,2026-02-05T13:07:32.450641,79.22033383511007,,,True,,18.455791985616088,2.8903749771416187,1,21.346166962757707,,32.19766682013869,6.352625088766217,1,38.55029190890491,,19.32387496344745,1,19.32387496344745,q19,19,1.0
53,2026-02-05T13:07:32.588136,133.07908433489501,,,True,,24.253500159829855,2.5883750058710575,4,26.841875165700912,,78.33333406597376,4.034999990835786,4,82.36833405680954,,23.868875112384558,4,23.868875112384558,q01,1,1.0
54,2026-02-05T13:07:32.639815,48.202876234427094,,,True,,13.683584053069353,3.1155841425061226,10,16.799168195575476,,16.537625109776855,3.61933303065598,10,20.156958140432835,,11.246749898418784,10,11.246749898418784,q03,3,1.0
55,2026-02-05T13:07:32.787604,143.44366709701717,,,True,,41.85587493702769,2.294291974976659,5,44.15016691200435,,83.38674996048212,2.4023752193897963,5,85.78912517987192,,13.5043750051409,5,13.5043750051409,q04,4,1.0
56,2026-02-05T13:07:32.859125,65.88812521658838,,,True,,15.254917088896036,1.6989160794764757,5,16.953833168372512,,29.222417157143354,4.184041870757937,5,33.40645902790129,,15.527833020314574,5,15.527833020314574,q05,5,1.0
57,2026-02-05T13:07:32.880768,18.376290099695325,,,True,,3.353916108608246,1.1047909501940012,1,4.458707058802247,,8.187999948859215,2.4484579917043447,1,10.63645794056356,,3.2811251003295183,1,3.2811251003295183,q06,6,1.0
58,2026-02-05T13:07:33.098329,213.80241680890322,,,True,,16.47220877930522,2.91600008495152,4,19.38820886425674,,172.08675015717745,7.9518749844282866,4,180.03862514160573,,14.375582803040743,4,14.375582803040743,q07,7,1.0
59,2026-02-05T13:07:33.196949,95.07379052229226,,,True,,15.024833148345351,2.373166149482131,2,17.397999297827482,,54.431833093985915,8.050000062212348,2,62.48183315619826,,15.193958068266511,2,15.193958068266511,q08,8,1.0
60,2026-02-05T13:07:57.905669,24704.03891708702,,,True,,34.34941708110273,1.7836668994277716,175,36.1330839805305,,24627.24491697736,5.476333200931549,175,24632.721250178292,,35.184582928195596,175,35.184582928195596,q09,9,1.0
61,2026-02-05T13:07:58.062900,150.5547510460019,,,True,,31.738749938085675,7.257124874740839,20,38.995874812826514,,46.40395916067064,5.527792032808065,20,51.9317511934787,,59.62712503969669,20,59.62712503969669,q10,10,1.0
62,2026-02-05T13:07:58.130813,64.43970906548202,,,True,,13.189250137656927,2.109958790242672,2,15.299208927899599,,25.233708089217544,4.1516670025885105,2,29.385375091806054,,19.755125045776367,2,19.755125045776367,q12,12,1.0
63,2026-02-05T13:07:58.176362,42.082750238478184,,,True,,9.59545816294849,2.2040000185370445,1,11.799458181485534,,14.844249933958054,2.7369579765945673,1,17.58120791055262,,12.70208414644003,1,12.70208414644003,q14,14,1.0
64,2026-02-05T13:07:58.347121,166.93195886909962,,,True,,45.350749976933,3.9474170189350843,57,49.29816699586809,,72.57020915858448,5.312624853104353,57,77.88283401168883,,39.7509578615427,57,39.7509578615427,q18,18,1.0
65,2026-02-05T13:07:58.434416,83.48912582732737,,,True,,18.222375074401498,2.8816668782383204,1,21.104041952639818,,35.11804179288447,8.437833981588483,1,43.55587577447295,,18.8292081002146,1,18.8292081002146,q19,19,1.0
