execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_rows,dfc_time_ms,logical_error,logical_rows,logical_time_ms,policy_count,query_name,query_num,run_num,tpch_sf
1,2026-02-02T02:37:04.502001,50.953957019373775,,,True,,2,17.5734160002321,,2,33.380541019141674,1,q12,12,1,1.0
2,2026-02-02T02:37:04.562264,49.90908410400152,,,True,,2,16.875334084033966,,2,33.033750019967556,1,q12,12,2,1.0
3,2026-02-02T02:37:04.622640,50.55274977348745,,,True,,2,17.762624891474843,,2,32.790124882012606,1,q12,12,3,1.0
4,2026-02-02T02:37:04.681807,49.146125791594386,,,True,,2,17.209833953529596,,2,31.93629183806479,1,q12,12,4,1.0
5,2026-02-02T02:37:04.741585,49.68316713348031,,,True,,2,16.65533403865993,,2,33.02783309482038,1,q12,12,5,1.0
6,2026-02-02T02:37:04.891455,59.21745882369578,,,True,,2,19.872999982908368,,2,39.34445884078741,10,q12,12,1,1.0
7,2026-02-02T02:37:05.043685,60.506041860207915,,,True,,2,20.38054191507399,,2,40.125499945133924,10,q12,12,2,1.0
8,2026-02-02T02:37:05.198086,61.75599992275238,,,True,,2,20.964832976460457,,2,40.79116694629192,10,q12,12,3,1.0
9,2026-02-02T02:37:05.348439,58.98404307663441,,,True,,2,19.45833396166563,,2,39.52570911496878,10,q12,12,4,1.0
10,2026-02-02T02:37:05.497841,58.63391584716737,,,True,,2,19.49795801192522,,2,39.13595783524215,10,q12,12,5,1.0
11,2026-02-02T02:37:06.625222,228.63691695965827,,,True,,2,71.47291698493063,,2,157.16399997472763,100,q12,12,1,1.0
12,2026-02-02T02:37:07.704814,181.80620786733925,,,True,,2,71.03204191662371,,2,110.77416595071554,100,q12,12,2,1.0
13,2026-02-02T02:37:08.789059,182.33341700397432,,,True,,2,70.07925002835691,,2,112.25416697561741,100,q12,12,3,1.0
14,2026-02-02T02:37:09.899870,194.505708059296,,,True,,2,82.48233306221664,,2,112.02337499707937,100,q12,12,4,1.0
15,2026-02-02T02:37:10.983029,194.85083292238414,,,True,,2,84.54074990004301,,2,110.31008302234113,100,q12,12,5,1.0
16,2026-02-02T02:37:24.194348,4118.417625082657,,,True,,2,3118.0562910158187,,2,1000.361334066838,1000,q12,12,1,1.0
17,2026-02-02T02:37:37.442871,4289.974041981623,,,True,,2,3259.2668337747455,,2,1030.707208206877,1000,q12,12,2,1.0
18,2026-02-02T02:37:50.625012,4344.467916991562,,,True,,2,3319.630749989301,,2,1024.8371670022607,1000,q12,12,3,1.0
19,2026-02-02T02:38:03.906255,4319.125416921452,,,True,,2,3327.9564999975264,,2,991.1689169239253,1000,q12,12,4,1.0
20,2026-02-02T02:38:17.209963,4338.095374871045,,,True,,2,3301.4689998235554,,2,1036.62637504749,1000,q12,12,5,1.0
