execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_rows,dfc_time_ms,logical_error,logical_rows,logical_time_ms,policy_count,query_name,query_num,run_num,tpch_sf
1,2026-02-02T02:38:32.726558,35.01562401652336,,,True,,1,14.55229101702571,,1,20.463332999497652,1,q14,14,1,1.0
2,2026-02-02T02:38:32.771917,34.59983365610242,,,True,,1,13.899583835154772,,1,20.700249820947647,1,q14,14,2,1.0
3,2026-02-02T02:38:32.818833,35.91329208575189,,,True,,1,14.227750012651086,,1,21.685542073100805,1,q14,14,3,1.0
4,2026-02-02T02:38:32.863319,34.25312624312937,,,True,,1,13.343417085707188,,1,20.909709157422185,1,q14,14,4,1.0
5,2026-02-02T02:38:32.907745,34.5565821044147,,,True,,1,14.144415967166424,,1,20.412166137248278,1,q14,14,5,1.0
6,2026-02-02T02:38:33.048556,45.09095777757466,,,True,,1,16.607499914243817,,1,28.48345786333084,10,q14,14,1,1.0
7,2026-02-02T02:38:33.214125,70.61037514358759,,,True,,1,29.14212504401803,,1,41.46825009956956,10,q14,14,2,1.0
8,2026-02-02T02:38:33.353227,44.8945842217654,,,True,,1,16.790375113487244,,1,28.104209108278155,10,q14,14,3,1.0
9,2026-02-02T02:38:33.493071,45.37958395667374,,,True,,1,16.755874967202544,,1,28.623708989471197,10,q14,14,4,1.0
10,2026-02-02T02:38:33.631424,44.24725123681128,,,True,,1,16.601459123194218,,1,27.645792113617063,10,q14,14,5,1.0
11,2026-02-02T02:38:34.714267,163.33933407440782,,,True,,1,64.04650001786649,,1,99.29283405654132,100,q14,14,1,1.0
12,2026-02-02T02:38:35.841491,212.48933300375938,,,True,,1,65.22058299742639,,1,147.268750006333,100,q14,14,2,1.0
13,2026-02-02T02:38:36.939147,175.55229179561138,,,True,,1,64.07408299855888,,1,111.4782087970525,100,q14,14,3,1.0
14,2026-02-02T02:38:38.038101,178.39775094762444,,,True,,1,65.35595888271928,,1,113.04179206490517,100,q14,14,4,1.0
15,2026-02-02T02:38:39.160250,178.60408313572407,,,True,,1,65.77112502418458,,1,112.83295811153948,100,q14,14,5,1.0
16,2026-02-02T02:38:52.385715,4017.730667022988,,,True,,1,3059.4792920164764,,1,958.2513750065118,1000,q14,14,1,1.0
17,2026-02-02T02:39:05.802260,4182.473208056763,,,True,,1,3185.1730421185493,,1,997.3001659382135,1000,q14,14,2,1.0
18,2026-02-02T02:39:19.414358,4398.889624048024,,,True,,1,3411.542958114296,,1,987.3466659337282,1000,q14,14,3,1.0
19,2026-02-02T02:39:33.130592,4294.004499912262,,,True,,1,3294.2816249560565,,1,999.7228749562055,1000,q14,14,4,1.0
20,2026-02-02T02:39:46.624293,4259.356915950775,,,True,,1,3265.6364580616355,,1,993.7204578891397,1000,q14,14,5,1.0
