execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,datafusion_correctness_error,datafusion_correctness_match,datafusion_dfc_correctness_error,datafusion_dfc_correctness_match,datafusion_dfc_error,datafusion_dfc_rows,datafusion_dfc_time_ms,datafusion_error,datafusion_logical_correctness_error,datafusion_logical_correctness_match,datafusion_logical_error,datafusion_logical_rows,datafusion_logical_time_ms,datafusion_rows,datafusion_time_ms,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,postgres_correctness_error,postgres_correctness_match,postgres_dfc_correctness_error,postgres_dfc_correctness_match,postgres_dfc_error,postgres_dfc_rows,postgres_dfc_time_ms,postgres_error,postgres_logical_correctness_error,postgres_logical_correctness_match,postgres_logical_error,postgres_logical_rows,postgres_logical_time_ms,postgres_rows,postgres_time_ms,query_name,query_num,sqlserver_correctness_error,sqlserver_correctness_match,sqlserver_dfc_correctness_error,sqlserver_dfc_correctness_match,sqlserver_dfc_error,sqlserver_dfc_rows,sqlserver_dfc_time_ms,sqlserver_error,sqlserver_logical_correctness_error,sqlserver_logical_correctness_match,sqlserver_logical_error,sqlserver_logical_rows,sqlserver_logical_time_ms,sqlserver_rows,sqlserver_time_ms,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_dfc_correctness_error,umbra_dfc_correctness_match,umbra_dfc_error,umbra_dfc_rows,umbra_dfc_time_ms,umbra_error,umbra_logical_correctness_error,umbra_logical_correctness_match,umbra_logical_error,umbra_logical_rows,umbra_logical_time_ms,umbra_rows,umbra_time_ms
32,2026-02-14T20:46:41.990753,1893.9964999444783,,,True,,True,,True,,4,423.6982080619782,,,True,,4,1193.7439579050988,4,602.3270420264453,,20.295165944844484,7.730208802968264,4,28.025374747812748,,246.9050830695778,8.899499895051122,4,255.80458296462893,,29.316874919459224,4,29.316874919459224,,True,,True,,4,192.40804202854633,,,True,,4,371.3677499908954,4,294.8053751606494,q07,7,,True,,True,,4,648.4018750488758,,,True,,4,1251.3821248430759,4,646.1300000082701,1.0,,True,,True,,4,8.981874911114573,,,True,,4,23.356667021289468,4,37.587250117212534
33,2026-02-14T20:46:47.314996,1507.1845422498882,,,True,,True,,True,,2,359.11745904013515,,,True,,2,713.864834047854,2,406.07475000433624,,25.600041961297393,3.282708115875721,2,28.882750077173114,,60.283167054876685,7.48662487603724,2,67.76979193091393,,30.909458175301552,2,30.909458175301552,,True,,True,,2,205.2824581041932,,,True,,2,403.9460411295295,2,227.64612501487136,q08,8,,True,,True,,2,715.6021248083562,,,True,,2,1332.090917043388,2,708.8667920324951,1.0,,True,,True,,2,31.574707943946123,,,True,,2,40.69679090753198,2,37.03487501479685
34,2026-02-14T20:47:45.705580,21405.373750254512,,,True,,True,,True,,175,417.74324979633093,,,True,,175,26492.198292165995,175,1282.5674579944462,,54.8231250140816,1.9669579342007637,175,56.79008294828236,,15091.206833021715,6.1276250053197145,175,15097.334458027035,,77.87245814688504,175,77.87245814688504,,True,,True,,175,624.4599160272628,,,True,,175,6267.07479194738,175,3668.0642920546234,q09,9,,True,,True,,175,1022.8978749364614,,,True,,175,2043.0927090346813,175,987.7957089338452,1.0,,True,,True,,175,30.570165952667594,,,True,,175,61.73308286815882,175,234.94929214939475
35,2026-02-14T20:47:58.389337,4785.105584422126,,,True,,True,,True,,20,999.0181671455503,,,True,,20,1652.5449168402702,20,1602.6667091064155,,46.38145794160664,8.583459071815014,20,54.964917013421655,,72.29775004088879,7.532375166192651,20,79.83012520708144,,99.05004105530679,20,99.05004105530679,,True,,True,,20,341.40304080210626,,,True,,20,607.2645420208573,20,1204.7816668637097,q10,10,,True,,True,,20,1489.8884589783847,,,True,,20,2712.1120830997825,20,1609.6252501010895,1.0,,True,,True,,20,20.64670785330236,,,True,,20,27.521417010575533,20,134.18687507510185
36,2026-02-14T20:48:05.241088,2179.294540081173,,,True,,True,,True,,2,353.26845780946314,,,True,,2,821.9153329264373,2,718.017749954015,,15.241417102515697,2.9797498136758804,2,18.221166916191578,,32.32620796188712,4.721291130408645,2,37.047499092295766,,45.55645817890763,2,45.55645817890763,,True,,True,,2,236.29537504166365,,,True,,2,464.31062486954033,2,248.50220791995525,q12,12,,True,,True,,2,921.0853329859674,,,True,,2,1842.7352090366185,2,1000.5907909944654,1.0,,True,,True,,2,8.152791997417808,,,True,,2,13.732916908338666,2,111.35866702534258
37,2026-02-14T20:48:09.526850,1213.5510831139982,,,True,,True,,True,,1,267.08804187364876,,,True,,1,505.30970795080066,1,296.69783310964704,,17.443249933421612,2.2035411093384027,1,19.646791042760015,,21.010333904996514,3.9743329398334026,1,24.984666844829917,,27.292791986837983,1,27.292791986837983,,True,,True,,1,148.49795820191503,,,True,,1,296.01545887999237,1,177.84062516875565,q14,14,,True,,True,,1,624.4937910232693,,,True,,1,1203.3208750654012,1,644.2019999958575,1.0,,True,,True,,1,8.34304210729897,,,True,,1,5.427166819572449,1,22.886374965310097
38,2026-02-14T20:48:40.479449,9644.111417001113,,,True,,True,,True,,57,2005.2974589634687,,,True,,57,3394.890250172466,57,2715.6612088438123,,48.40587521903217,4.340041894465685,57,52.74591711349785,,80.20783308893442,4.809082951396704,57,85.01691604033113,,57.3405830655247,57,57.3405830655247,,True,,True,,57,4858.481459086761,,,True,,57,6440.717166988179,57,4932.7414580620825,q18,18,,True,,True,,57,1425.8876249659806,,,True,,57,3070.6273750402033,57,1677.035667002201,1.0,,True,,True,,57,57.46129201725125,,,True,,57,30.86516703478992,57,123.56966687366366
39,2026-02-14T20:48:49.677871,2628.609959501773,,,True,,True,,True,,1,303.17733413539827,,,True,,1,610.9907920472324,1,351.41383297741413,,26.300083845853806,3.3197079319506884,1,29.619791777804494,,45.93104217201471,6.594166858121753,1,52.525209030136466,,40.21412483416498,1,40.21412483416498,,True,,True,,1,249.68629190698266,,,True,,1,615.379000082612,1,575.2682918682694,q19,19,,True,,True,,1,1580.452499911189,,,True,,1,3166.373916901648,1,1535.7220000587404,1.0,,True,,True,,1,6.658042082563043,,,True,,1,11.341625126078725,1,43.84670895524323
40,2026-02-14T20:49:34.521954,10360.521250171587,,,True,,True,,True,,4,319.17074997909367,,,True,,4,815.4205831233412,4,500.53408299572766,,28.98858394473791,2.578665968030691,4,31.567249912768602,,88.25283404439688,4.1187081951648,4,92.37154223956168,,41.767667047679424,4,41.767667047679424,,True,,True,,4,787.3712501022965,,,True,,4,3545.5328330863267,4,729.895249940455,q01,1,,True,,True,,4,9159.515167120844,,,True,,4,19766.86783391051,4,8903.972667176276,1.0,,True,,True,,4,29.407416936010122,,,True,,4,49.44629082456231,4,60.412790859118104
41,2026-02-14T20:49:42.302516,2484.918209956959,,,True,,True,,True,,10,994.1594589035958,,,True,,10,1735.0341249257326,10,1084.5176249276847,,18.418250139802694,4.881625063717365,10,23.29987520352006,,20.32987494021654,4.5707919634878635,10,24.900666903704405,,30.058166943490505,10,30.058166943490505,,True,,True,,10,222.83433401025832,,,True,,10,399.16074997745454,10,619.5523340720683,q03,3,,True,,True,,10,646.8568330164999,,,True,,10,1253.7617089692503,10,656.1419579666108,1.0,,True,,True,,10,10.820874944329262,,,True,,10,14.886499848216772,10,46.44758393988013
42,2026-02-14T20:50:05.854293,2984.8484985996038,,,True,,True,,True,,5,739.4732080865651,,,True,,5,1534.9318338558078,5,873.9049169234931,,59.46383299306035,3.407916985452175,5,62.871749978512526,,138.75733292661607,3.1769578345119953,5,141.93429076112807,,28.945874888449907,5,28.945874888449907,,True,,True,,5,1934.6453750040382,,,True,,5,4006.006709067151,5,715.5342500191182,q04,4,,True,,True,,5,1263.4315839968622,,,True,,5,10718.894165940583,5,1131.0724581126124,1.0,,True,,True,,5,14.378875028342009,,,True,,5,336.754416115582,5,30.584957916289568
43,2026-02-14T20:50:17.027188,3514.7259996738285,,,True,,True,,True,,5,970.3440838493407,,,True,,5,4196.725625079125,5,2065.935749793425,,19.01074987836182,2.4852920323610306,5,21.49604191072285,,31.744708074256778,4.921624902635813,5,36.66633297689259,,50.34224991686642,5,50.34224991686642,,True,,True,,5,157.19595784321427,,,True,,5,314.5395410247147,5,644.9634169694036,q05,5,,True,,True,,5,731.2233340926468,,,True,,5,1232.9658749513328,5,629.2560829315335,1.0,,True,,True,,5,20.33354202285409,,,True,,5,15.232749981805682,5,66.06612517498434
44,2026-02-14T20:50:22.236325,1727.2574154194444,,,True,,True,,True,,1,298.2169159222394,,,True,,1,586.0920420382172,1,455.5884578730911,,6.822332972660661,3.3316249027848244,1,10.153957875445485,,11.962249875068665,3.198749851435423,1,15.160999726504087,,12.548125116154552,1,12.548125116154552,,True,,True,,1,145.55270900018513,,,True,,1,309.2155840713531,1,468.52279105223715,q06,6,,True,,True,,1,682.2730000130832,,,True,,1,1432.824332965538,1,710.093708941713,1.0,,True,,True,,1,3.355541033670306,,,True,,1,7.28566711768508,1,55.18937483429909
45,2026-02-14T20:50:28.791364,1999.0207511000335,,,True,,True,,True,,4,480.10799987241626,,,True,,4,1434.3386250548065,4,572.5965830497444,,20.685708848759532,6.8153750617057085,4,27.50108391046524,,246.73104216344655,9.045999962836504,4,255.77704212628305,,34.81766697950661,4,34.81766697950661,,True,,True,,4,220.60483321547508,,,True,,4,415.4176660813391,4,365.3909999411553,q07,7,,True,,True,,4,624.9292909633368,,,True,,4,1322.280083084479,4,703.7162501364946,1.0,,True,,True,,4,10.096417041495442,,,True,,4,27.74633397348225,4,39.2211249563843
46,2026-02-14T20:50:35.548742,2405.917458003387,,,True,,True,,True,,2,376.8552909605205,,,True,,2,821.9307910185307,2,405.5244580376893,,21.65941707789898,3.761666128411889,2,25.42108320631087,,58.98104188963771,7.760457927361131,2,66.74149981699884,,36.84600000269711,2,36.84600000269711,,True,,True,,2,210.31700004823506,,,True,,2,408.09383313171566,2,545.1769169885665,q08,8,,True,,True,,2,981.709250016138,,,True,,2,1471.800500061363,2,1274.167041061446,1.0,,True,,True,,2,26.65916597470641,,,True,,2,39.627416990697384,2,52.04045888967812
47,2026-02-14T20:51:31.095999,26454.93758423254,,,True,,True,,True,,175,421.93537508137524,,,True,,175,18954.485832946375,175,1263.6060831137002,,68.91295895911753,159.76658393628895,175,228.67954289540648,,19004.038874991238,5.426208022981882,175,19009.46508301422,,94.64729111641645,175,94.64729111641645,,True,,True,,175,667.6040410529822,,,True,,175,5930.269999895245,175,4548.178292112425,q09,9,,True,,True,,175,1014.5074168685824,,,True,,175,1967.9667081218213,175,1070.3992920462042,1.0,,True,,True,,175,29.854417080059648,,,True,,175,68.08775011450052,175,239.96199993416667
48,2026-02-14T20:51:43.757016,4912.589206825942,,,True,,True,,True,,20,973.6202920321375,,,True,,20,1560.3631669655442,20,1157.7092909719795,,47.79283399693668,8.786250138655305,20,56.579084135591984,,66.8272499460727,6.228749873116612,20,73.05599981918931,,91.5098749101162,20,91.5098749101162,,True,,True,,20,340.2607499156147,,,True,,20,611.7206672206521,20,1767.6253751851618,q10,10,,True,,True,,20,1464.153541950509,,,True,,20,2711.793332826346,20,1458.105665864423,1.0,,True,,True,,20,17.880667001008987,,,True,,20,22.699249908328056,20,308.00391593948007
49,2026-02-14T20:51:50.356731,2004.8480003606528,,,True,,True,,True,,2,354.34862482361495,,,True,,2,705.7278749998659,2,668.669915990904,,16.447917092591524,2.5883750058710575,2,19.03629209846258,,30.495583079755306,4.85874991863966,2,35.354332998394966,,35.524207865819335,2,35.524207865819335,,True,,True,,2,230.6867919396609,,,True,,2,457.4743751436472,2,243.0260421242565,q12,12,,True,,True,,2,1026.4319169800729,,,True,,2,1788.8983339071274,2,960.0376670714468,1.0,,True,,True,,2,7.423165952786803,,,True,,2,12.405667221173644,2,43.19954221136868
50,2026-02-14T20:51:54.909832,1372.0397094730288,,,True,,True,,True,,1,273.6361671704799,,,True,,1,497.31570784933865,1,293.4846670832485,,18.870624946430326,2.6849161367863417,1,21.555541083216667,,19.599833991378546,3.8413330912590027,1,23.44116708263755,,29.527249978855252,1,29.527249978855252,,True,,True,,1,152.2388330195099,,,True,,1,300.60633295215666,1,202.90604210458696,q14,14,,True,,True,,1,714.3909579608589,,,True,,1,1218.5522080399096,1,777.6124170050025,1.0,,True,,True,,1,6.1150421388447285,,,True,,1,6.472792010754347,1,23.512625135481358
51,2026-02-14T20:52:26.159682,10351.915332023054,,,True,,True,,True,,57,1866.7426670435816,,,True,,57,3157.9246670007706,57,2692.4611660651863,,55.90145802125335,4.17945790104568,57,60.08091592229903,,80.39699983783066,4.491084022447467,57,84.88808386027813,,61.66912498883903,57,61.66912498883903,,True,,True,,57,4769.336124882102,,,True,,57,6616.423040861264,57,5647.616333095357,q18,18,,True,,True,,57,1424.0807918831706,,,True,,57,2933.921084040776,57,1675.4517501685768,1.0,,True,,True,,57,74.9475839547813,,,True,,57,34.70345912501216,57,129.74795792251825
52,2026-02-14T20:52:34.843899,2564.3086668569595,,,True,,True,,True,,1,284.5557499676943,,,True,,1,552.4756249506027,1,329.9862500280142,,27.94529194943607,3.6094579845666885,1,31.554749934002757,,43.92637498676777,7.352958898991346,1,51.279333885759115,,45.69712490774691,1,45.69712490774691,,True,,True,,1,197.1829580143094,,,True,,1,438.3792500011623,1,501.38733303174376,q19,19,,True,,True,,1,1545.3832081984729,,,True,,1,3062.0941249653697,1,1561.6319170221686,1.0,,True,,True,,1,15.37445792928338,,,True,,1,8.067332906648517,1,42.771958047524095
53,2026-02-14T20:53:19.609579,10148.550793062896,,,True,,True,,True,,4,331.5242088865489,,,True,,4,807.5556252151728,4,380.4374160245061,,29.535792069509625,2.376832999289036,4,31.91262506879866,,86.8814589921385,3.8880000356584787,4,90.76945902779698,,40.997999953106046,4,40.997999953106046,,True,,True,,4,817.9587500635535,,,True,,4,3466.1252920050174,4,723.4937918838114,q01,1,,True,,True,,4,9288.280624896288,,,True,,4,19811.877500033006,4,8819.083292037249,1.0,,True,,True,,4,34.88220786675811,,,True,,4,37.9016250371933,4,61.85620906762779
54,2026-02-14T20:53:31.302899,4569.504207698628,,,True,,True,,True,,10,2416.856291005388,,,True,,10,2010.4088329244405,10,2804.0939159691334,,18.943042028695345,3.6469169426709414,10,22.589958971366286,,22.09245809353888,4.695749841630459,10,26.78820793516934,,29.68562487512827,10,29.68562487512827,,True,,True,,10,280.8847089763731,,,True,,10,497.85195803269744,10,877.0161250140518,q03,3,,True,,True,,10,654.4113338459283,,,True,,10,1222.2492080181837,10,723.4620419330895,1.0,,True,,True,,10,10.195916052907705,,,True,,10,18.621583003550768,10,85.86833300068974
55,2026-02-14T20:53:52.953287,2968.2552912272513,,,True,,True,,True,,5,1149.1196660790592,,,True,,5,848.5923330299556,5,753.1009169761091,,56.34537502191961,3.8187920581549406,5,60.16416708007455,,155.79845802858472,2.740583149716258,5,158.53904117830098,,30.467625008895993,5,30.467625008895993,,True,,True,,5,1908.2023750524968,,,True,,5,3070.1331249438226,5,794.6576660033315,q04,4,,True,,True,,5,1345.4701250884682,,,True,,5,9908.66941679269,5,1127.8559160418808,1.0,,True,,True,,5,34.77966622449458,,,True,,5,401.99920907616615,5,43.46995893865824
56,2026-02-14T20:54:03.241284,2507.8945842105895,,,True,,True,,True,,5,976.7043329775333,,,True,,5,4382.095250068232,5,1112.5694999936968,,20.73266706429422,3.031250089406967,5,23.763917153701186,,34.389000153169036,4.5511669013649225,5,38.94016705453396,,32.94500010088086,5,32.94500010088086,,True,,True,,5,162.74395887739956,,,True,,5,309.4828329049051,5,620.7705829292536,q05,5,,True,,True,,5,646.8801251612604,,,True,,5,1243.10916592367,5,630.0027088727802,1.0,,True,,True,,5,12.317958986386657,,,True,,5,20.593709079548717,5,48.90270810574293
57,2026-02-14T20:54:08.949048,2070.43437496759,,,True,,True,,True,,1,467.9061248898506,,,True,,1,577.4285830557346,1,750.9827909525484,,6.59916689619422,3.5712500102818012,1,10.17041690647602,,12.348625110462308,3.0590840615332127,1,15.40770917199552,,15.10425005108118,1,15.10425005108118,,True,,True,,1,144.84041696414351,,,True,,1,308.76429192721844,1,551.5609160065651,q06,6,,True,,True,,1,686.1509999725968,,,True,,1,1417.8767080884427,1,695.6498338840902,1.0,,True,,True,,1,5.737249972298741,,,True,,1,8.302167057991028,1,31.55845799483359
58,2026-02-14T20:54:15.503203,2061.939834849909,,,True,,True,,True,,4,442.7557089366019,,,True,,4,1358.824250055477,4,637.4428330454975,,20.152374869212508,7.347333012148738,4,27.499707881361246,,281.18120902217925,8.724833838641644,4,289.9060428608209,,34.25904200412333,4,34.25904200412333,,True,,True,,4,204.88429185934365,,,True,,4,383.4713748656213,4,323.1095001101494,q07,7,,True,,True,,4,715.4415829572827,,,True,,4,1329.065583879128,4,709.4803750514984,1.0,,True,,True,,4,9.510708041489124,,,True,,4,31.14583296701312,4,40.24233389645815
59,2026-02-14T20:54:21.233962,1891.6715839877725,,,True,,True,,True,,2,373.8180410582572,,,True,,2,816.1295840982348,2,371.9436670653522,,36.21679195202887,3.58091713860631,2,39.79770909063518,,60.67491602152586,8.389166789129376,2,69.06408281065524,,35.898624919354916,2,35.898624919354916,,True,,True,,2,215.8672499936074,,,True,,2,411.11295809969306,2,474.10325007513165,q08,8,,True,,True,,2,657.9362920019776,,,True,,2,1283.4696248173714,2,870.2685830648988,1.0,,True,,True,,2,23.902874905616045,,,True,,2,42.54700010642409,2,30.595666961744428
60,2026-02-14T20:55:20.989926,28101.038832683116,,,True,,True,,True,,175,473.1437920127064,,,True,,175,21307.422583922744,175,1856.7691249772906,,59.00524999015033,2.0318329334259033,175,61.037082923576236,,20921.758709009737,5.894375033676624,175,20927.653084043413,,84.4715409912169,175,84.4715409912169,,True,,True,,175,554.0907080285251,,,True,,175,6268.513124901801,175,3922.5532920099795,q09,9,,True,,True,,175,949.9057920183986,,,True,,175,1976.9965410232544,175,986.7079998366535,1.0,,True,,True,,175,28.25333410874009,,,True,,175,67.36912508495152,175,261.8467079009861
61,2026-02-14T20:55:38.044077,7535.6887492816895,,,True,,True,,True,,20,1575.7359580602497,,,True,,20,2329.0215828455985,20,1183.8284581899643,,52.96020791865885,6.807583151385188,20,59.76779107004404,,65.85704209282994,6.139792036265135,20,71.99683412909508,,93.10070797801018,20,93.10070797801018,,True,,True,,20,365.62220891937613,,,True,,20,649.1341670043766,20,3721.9182499684393,q10,10,,True,,True,,20,1842.5815419759601,,,True,,20,2661.3327499944717,20,2084.391291020438,1.0,,True,,True,,20,20.831207977607846,,,True,,20,27.383875101804733,20,320.6854169256985
62,2026-02-14T20:55:45.432062,2547.822749009356,,,True,,True,,True,,2,529.139457968995,,,True,,2,745.8828338421881,2,803.8551250938326,,17.142083030194044,3.473374992609024,2,20.615458022803068,,28.628000058233738,5.086458055302501,2,33.71445811353624,,37.347166799008846,2,37.347166799008846,,True,,True,,2,236.5583749487996,,,True,,2,483.3278751466423,2,595.1483328826725,q12,12,,True,,True,,2,1021.4221659116447,,,True,,2,1762.0619591325521,2,972.1002499572933,1.0,,True,,True,,2,22.44650013744831,,,True,,2,23.174500092864037,2,85.04195814020932
63,2026-02-14T20:55:49.915405,1284.214792540297,,,True,,True,,True,,1,266.7842919472605,,,True,,1,499.28995803929865,1,295.21704209037125,,18.975415965542197,2.1852501668035984,1,21.160666132345796,,28.697541914880276,3.4223750699311495,1,32.119916984811425,,27.373417047783732,1,27.373417047783732,,True,,True,,1,148.36770901456475,,,True,,1,305.188707774505,1,251.32995820604265,q14,14,,True,,True,,1,719.8049169965088,,,True,,1,1228.8283340167254,1,617.2916670329869,1.0,,True,,True,,1,9.139291942119598,,,True,,1,9.015833027660847,1,39.72212504595518
64,2026-02-14T20:56:19.567316,9824.605041183531,,,True,,True,,True,,57,2279.327957890928,,,True,,57,2119.336999952793,57,2522.6828341837972,,205.39687504060566,6.72141695395112,57,212.11829199455678,,75.38462500087917,4.56029106862843,57,79.9449160695076,,69.72891604527831,57,69.72891604527831,,True,,True,,57,3938.673417083919,,,True,,57,6878.354375017807,57,5037.093041930348,q18,18,,True,,True,,57,1495.833083987236,,,True,,57,2956.648458028212,57,1672.7344579994678,1.0,,True,,True,,57,92.08941692486405,,,True,,57,44.47141592390835,57,230.30258296057582
65,2026-02-14T20:56:28.315970,2575.290957465768,,,True,,True,,True,,1,289.79620803147554,,,True,,1,562.3072499874979,1,348.3122088946402,,32.2203328832984,4.334332887083292,1,36.55466577038169,,41.82608285918832,7.636083988472819,1,49.46216684766114,,44.267167104408145,1,44.267167104408145,,True,,True,,1,210.7417080551386,,,True,,1,435.47475012019277,1,510.13024989515543,q19,19,,True,,True,,1,1573.4158330596983,,,True,,1,3071.2349170353264,1,1532.9140410758555,1.0,,True,,True,,1,7.034834008663893,,,True,,1,9.662416065111756,1,53.65045787766576
