execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,postgres_correctness_error,postgres_correctness_match,postgres_dfc_correctness_error,postgres_dfc_correctness_match,postgres_dfc_error,postgres_dfc_rows,postgres_dfc_time_ms,postgres_error,postgres_logical_correctness_error,postgres_logical_correctness_match,postgres_logical_error,postgres_logical_rows,postgres_logical_time_ms,postgres_rows,postgres_time_ms,query_name,query_num,tpch_sf
11,2026-02-06T17:56:35.932986,523.5620827879757,,,True,,25.111665949225426,4.546375013887882,1,29.658040963113308,,44.458125019446015,4.996541887521744,1,49.45466690696776,,27.138416888192296,1,27.138416888192296,,True,,True,,1,317.2652078792453,,,True,,1,674.132291926071,1,417.3109580297023,q14,14,1.0
12,2026-02-06T17:57:04.130259,8010.8395840507,,,True,,84.59737501107156,7.960957940667868,57,92.55833295173943,,256.6645420156419,7.563292048871517,57,264.22783406451344,,215.74054192751646,57,215.74054192751646,,True,,True,,57,7913.733834167942,,,True,,57,12246.808500029147,57,7438.312875106931,q18,18,1.0
13,2026-02-06T17:57:06.252377,697.0103746280074,,,True,,32.42887486703694,6.44587492570281,1,38.87474979273975,,57.47470795176923,11.86449988745153,1,69.33920783922076,,64.90899994969368,1,64.90899994969368,,True,,True,,1,484.5209999475628,,,True,,1,919.3951669149101,1,523.8874170463532,q19,19,1.0
14,2026-02-06T17:57:15.827215,2013.2785844616592,,,True,,137.91112508624792,6.248667137697339,4,144.15979222394526,,279.6290419064462,6.824792129918933,4,286.45383403636515,,200.56004100479186,4,200.56004100479186,,True,,True,,4,1617.000374943018,,,True,,4,5919.331083074212,4,1382.104917196557,q01,1,1.0
15,2026-02-06T17:57:17.877746,941.7295830789953,,,True,,33.80070789717138,8.692250121384859,10,42.49295801855624,,77.26399996317923,6.412832997739315,10,83.67683296091855,,55.092375027015805,10,55.092375027015805,,True,,True,,10,349.43524980917573,,,True,,10,732.1650839876384,10,760.4674170725048,q03,3,1.0
16,2026-02-06T17:57:27.142750,903.6293749231845,,,True,,105.67304119467735,4.849624820053577,5,110.52266601473093,,201.88399986363947,4.586166935041547,5,206.47016679868102,,32.82012511044741,5,32.82012511044741,,True,,True,,5,2757.823291933164,,,True,,5,5587.00850000605,5,553.8164169993252,q04,4,1.0
17,2026-02-06T17:57:28.615535,600.0125408172607,,,True,,42.257166001945734,4.591791890561581,5,46.848957892507315,,63.32325004041195,7.265292108058929,5,70.58854214847088,,42.42745786905289,5,42.42745786905289,,True,,True,,5,301.54799995943904,,,True,,5,550.9587919805199,5,440.14758290722966,q05,5,1.0
18,2026-02-06T17:57:29.993997,287.68316470086575,,,True,,8.213958004489541,1.7637501005083323,1,9.977708104997873,,21.040415856987238,4.43683285266161,1,25.477248709648848,,15.020499937236309,1,15.020499937236309,,True,,True,,1,235.21137493662536,,,True,,1,830.1723329350352,1,237.20770794898272,q06,6,1.0
19,2026-02-06T17:57:32.731065,1519.8818750213832,,,True,,102.34158299863338,9.142500115558505,4,111.48408311419189,,720.3217919450253,14.181124977767467,4,734.5029169227928,,137.44579209014773,4,137.44579209014773,,True,,True,,4,447.7048749104142,,,True,,4,745.6896670628339,4,536.4490828942508,q07,7,1.0
20,2026-02-06T17:57:34.858265,854.0249599609524,,,True,,38.868292002007365,15.607709065079689,2,54.476001067087054,,161.70870885252953,21.46612503565848,2,183.174833888188,,40.07312492467463,2,40.07312492467463,,True,,True,,2,424.60437514819205,,,True,,2,822.1006670501083,2,576.3010000810027,q08,8,1.0
21,2026-02-06T18:00:29.229009,162719.60212499835,,,True,,98.19437493570149,4.006250062957406,175,102.2006249986589,,158533.17545796745,11.384709039703012,175,158544.56016700715,,102.18695783987641,175,102.18695783987641,,True,,True,,175,1414.0924580860883,,,True,,175,10206.092583015561,175,3970.6543751526624,q09,9,1.0
22,2026-02-06T18:00:33.159849,1620.3839578665793,,,True,,120.14345801435411,14.803333906456828,20,134.94679192081094,,140.76245808973908,10.206124978139997,20,150.96858306787908,,184.120416874066,20,184.120416874066,,True,,True,,20,643.792666029185,,,True,,20,1610.508708981797,20,1150.3481660038233,q10,10,1.0
23,2026-02-06T18:00:36.001309,999.3244160432369,,,True,,36.52266599237919,7.928707869723439,2,44.45137386210263,,66.50370894931257,10.264458134770393,2,76.76816708408296,,66.17316696792841,2,66.17316696792841,,True,,True,,2,791.4513750001788,,,True,,2,1002.0384581293911,2,811.9317081291229,q12,12,1.0
24,2026-02-06T18:00:37.401007,487.0145407039672,,,True,,26.334333000704646,4.818332847207785,1,31.15266584791243,,40.318249957636,6.225999910384417,1,46.544249868020415,,62.89012497290969,1,62.89012497290969,,True,,True,,1,296.3393749669194,,,True,,1,590.2518338989466,1,346.4275000151247,q14,14,1.0
25,2026-02-06T18:01:06.409109,8396.406415384263,,,True,,98.44191605225205,9.522416163235903,57,107.96433221548796,,276.8816251773387,8.249500067904592,57,285.1311252452433,,176.52316694147885,57,176.52316694147885,,True,,True,,57,8214.718541130424,,,True,,57,12370.540458941832,57,7826.787790982053,q18,18,1.0
26,2026-02-06T18:01:08.762630,924.1929999552667,,,True,,62.86108400672674,11.015541851520538,1,73.87662585824728,,138.3198748808354,10.689666029065847,1,149.00954090990126,,76.07225002720952,1,76.07225002720952,,True,,True,,1,463.1817499175668,,,True,,1,941.9912919402122,1,625.2345831599087,q19,19,1.0
27,2026-02-06T18:01:19.696168,2510.0383330136538,,,True,,174.96458301320672,6.110207876190543,4,181.07479088939726,,338.278042152524,8.179874857887626,4,346.4579170104116,,205.91379213146865,4,205.91379213146865,,True,,True,,4,1646.417791955173,,,True,,4,6753.577332943678,4,1776.5918329823762,q01,1,1.0
28,2026-02-06T18:01:22.478188,1227.7200827375054,,,True,,36.450042156502604,14.895249856635928,10,51.34529201313853,,51.56970792450011,6.409999914467335,10,57.97970783896744,,59.06670796684921,10,59.06670796684921,,True,,True,,10,504.8320419155061,,,True,,10,1025.537749985233,10,1059.3283749185503,q03,3,1.0
29,2026-02-06T18:01:34.680958,1434.6569585613906,,,True,,144.39424988813698,6.631624884903431,5,151.0258747730404,,269.3250838201493,5.504584172740579,5,274.8296679928899,,53.77512495033443,5,53.77512495033443,,True,,True,,5,4664.500416023657,,,True,,5,6076.365709071979,5,955.0262908451259,q04,4,1.0
30,2026-02-06T18:01:36.723221,995.0900836847723,,,True,,64.41816687583923,5.24891703389585,5,69.66708390973508,,60.05395809188485,15.471916878595948,5,75.5258749704808,,60.67762500606477,5,60.67762500606477,,True,,True,,5,347.81737509183586,,,True,,5,674.0188749972731,5,789.2194997984916,q05,5,1.0
31,2026-02-06T18:01:37.997384,354.3992096092552,,,True,,11.892957845702767,2.1201670169830322,1,14.0131248626858,,23.852249840274453,5.050834035500884,1,28.903083875775337,,12.631208868697286,1,12.631208868697286,,True,,True,,1,280.48437484540045,,,True,,1,615.2745839208364,1,298.8517920020968,q06,6,1.0
32,2026-02-06T18:01:41.341622,1909.2282911296934,,,True,,87.73962501436472,7.835958153009415,4,95.57558316737413,,745.0362499803305,14.467458007857203,4,759.5037079881877,,115.30562513507903,4,115.30562513507903,,True,,True,,4,467.04379096627235,,,True,,4,950.0158340670168,4,938.8433748390526,q07,7,1.0
33,2026-02-06T18:01:43.823853,945.3892069868743,,,True,,30.070292064920068,5.9617499355226755,2,36.03204200044274,,147.66662498004735,20.514666102826595,2,168.18129108287394,,64.15954092517495,2,64.15954092517495,,True,,True,,2,666.089333826676,,,True,,2,850.8769168984145,2,677.0163329783827,q08,8,1.0
34,2026-02-06T18:03:43.016718,111809.37566794455,,,True,,84.37454188242555,3.7255422212183475,175,88.1000841036439,,108496.29808403552,10.608416981995106,175,108506.90650101751,,80.68133285269141,175,80.68133285269141,,True,,True,,175,826.2487498577684,,,True,,175,6525.859666988254,175,3133.6877499707043,q09,9,1.0
35,2026-02-06T18:03:45.163323,963.9785410836339,,,True,,71.053208084777,10.606333147734404,20,81.6595412325114,,93.59479183331132,6.575541105121374,20,100.1703329384327,,123.07083304040134,20,123.07083304040134,,True,,True,,20,422.85616719163954,,,True,,20,709.4402499496937,20,659.0778338722885,q10,10,1.0
36,2026-02-06T18:03:46.732406,463.0263338331133,,,True,,17.3275840934366,2.3850828874856234,2,19.712666980922222,,50.39795790798962,5.097958957776427,2,55.49591686576605,,37.572083063423634,2,37.572083063423634,,True,,True,,2,342.0214580837637,,,True,,2,741.9025420676917,2,350.2456669230014,q12,12,1.0
37,2026-02-06T18:03:47.733970,311.1154171638191,,,True,,17.20212516374886,3.142750123515725,1,20.344875287264585,,27.60187489911914,3.865291830152273,1,31.467166729271412,,23.354875156655908,1,23.354875156655908,,True,,True,,1,218.59099995344877,,,True,,1,445.57745894417167,1,235.94849999062717,q14,14,1.0
38,2026-02-06T18:04:03.349372,4542.839792091399,,,True,,68.04724992252886,6.098250159993768,57,74.14550008252263,,179.74154208786786,6.333458004519343,57,186.0750000923872,,135.84583392366767,57,135.84583392366767,,True,,True,,57,4565.696292091161,,,True,,57,6481.144957942888,57,4146.773457992822,q18,18,1.0
39,2026-02-06T18:04:04.486153,337.0513345580548,,,True,,23.902291897684336,3.694416955113411,1,27.596708852797747,,41.004084050655365,6.522791925817728,1,47.52687597647309,,28.335874900221825,1,28.335874900221825,,True,,True,,1,241.80187517777085,,,True,,1,536.6565410513431,1,233.59187482856214,q19,19,1.0
40,2026-02-06T18:04:10.847811,1449.5818740688264,,,True,,67.97958305105567,3.6722079385071993,4,71.65179098956287,,179.76050009019673,6.126458058133721,4,185.88695814833045,,60.88966690003872,4,60.88966690003872,,True,,True,,4,1134.3202078714967,,,True,,4,3752.231374848634,4,1131.1534580308944,q01,1,1.0
41,2026-02-06T18:04:11.870266,303.3598761539906,,,True,,20.326666068285704,4.300709115341306,10,24.62737518362701,,27.719042031094432,4.0607089176774025,10,31.779750948771834,,23.18745804950595,10,23.18745804950595,,True,,True,,10,224.31808291003108,,,True,,10,470.79454199410975,10,223.76529197208583,q03,3,1.0
42,2026-02-06T18:04:18.599698,658.0699167679995,,,True,,52.96779191121459,3.122834023088217,5,56.09062593430281,,138.83200008422136,2.942624967545271,5,141.77462505176663,,22.824915824458003,5,22.824915824458003,,True,,True,,5,2472.9469169396907,,,True,,5,3573.4601670410484,5,437.3797499574721,q04,4,1.0
43,2026-02-06T18:04:19.555535,350.15766648575664,,,True,,22.735750069841743,2.2679169196635485,5,25.00366698950529,,91.21308312751353,4.5457081869244576,5,95.75879131443799,,26.464208029210567,5,26.464208029210567,,True,,True,,5,181.4642499666661,,,True,,5,397.46266696602106,5,202.9310001526028,q05,5,1.0
44,2026-02-06T18:04:20.392711,225.89891706593335,,,True,,7.991292048245668,1.3531248550862074,1,9.344416903331876,,16.479457961395383,3.235999960452318,1,19.7154579218477,,10.610625147819519,1,10.610625147819519,,True,,True,,1,186.07324990443885,,,True,,1,400.5368328653276,1,186.22841709293425,q06,6,1.0
45,2026-02-06T18:04:22.244888,992.5289994571358,,,True,,64.46312484331429,7.738957880064845,4,72.20208272337914,,495.0863749254495,11.08112488873303,4,506.1674998141825,,65.28087495826185,4,65.28087495826185,,True,,True,,4,288.7382919434458,,,True,,4,544.3055420182645,4,348.8785419613123,q07,7,1.0
46,2026-02-06T18:04:23.562479,460.1680429186672,,,True,,24.806583067402244,3.669958095997572,2,28.476541163399816,,99.35629204846919,11.666833888739347,2,111.02312593720853,,25.3803338855505,2,25.3803338855505,,True,,True,,2,289.8799581453204,,,True,,2,542.2587080392987,2,295.28804193250835,q08,8,1.0
47,2026-02-06T18:05:04.295055,33992.16275080107,,,True,,64.92587504908442,2.473708940669894,175,67.39958398975432,,30387.131833005697,7.19449995085597,175,30394.326332956553,,66.88566692173481,175,66.88566692173481,,True,,True,,175,662.1887921355665,,,True,,175,6048.269958002493,175,3463.55116693303,q09,9,1.0
48,2026-02-06T18:05:06.196044,733.814082108438,,,True,,70.3213750384748,11.615333147346973,20,81.93670818582177,,96.50195785798132,6.356833036988974,20,102.8587908949703,,113.27204201370478,20,113.27204201370478,,True,,True,,20,392.22120796330273,,,True,,20,749.12279099226,20,435.74654101394117,q10,10,1.0
49,2026-02-06T18:05:07.751671,469.7295839432627,,,True,,27.457999996840954,3.23766702786088,2,30.695667024701834,,53.05966711603105,5.108957877382636,2,58.16862499341369,,41.67533293366432,2,41.67533293366432,,True,,True,,2,357.87091706879437,,,True,,2,702.633417211473,2,339.18995899148285,q12,12,1.0
50,2026-02-06T18:05:08.755448,321.49820891208947,,,True,,20.640250062569976,3.6039999686181545,1,24.24425003118813,,33.033583080396056,4.14129183627665,1,37.17487491667271,,26.562291895970702,1,26.562291895970702,,True,,True,,1,218.65995787084103,,,True,,1,435.96654082648456,1,233.51679206825793,q14,14,1.0
51,2026-02-06T18:05:25.064342,4974.157539894804,,,True,,80.65079082734883,5.440833047032356,57,86.09162387438118,,202.7032079640776,5.454916972666979,57,208.15812493674457,,142.35091605223715,57,142.35091605223715,,True,,True,,57,4806.144540896639,,,True,,57,6498.864457942545,57,4537.556875031441,q18,18,1.0
52,2026-02-06T18:05:26.311803,357.08479187451303,,,True,,23.44895782880485,3.4697498194873333,1,26.918707648292184,,42.938374914228916,6.903584115207195,1,49.84195902943611,,32.98362507484853,1,32.98362507484853,,True,,True,,1,255.48183382488787,,,True,,1,612.1437919791788,1,247.3405001219362,q19,19,1.0
53,2026-02-06T18:05:32.822146,1424.8769180849195,,,True,,67.56579200737178,3.8380001205950975,4,71.40379212796688,,165.25162500329316,6.269708042964339,4,171.5213330462575,,63.511333893984556,4,63.511333893984556,,True,,True,,4,1170.9857501555234,,,True,,4,3896.3764579966664,4,1118.4404590167105,q01,1,1.0
54,2026-02-06T18:05:34.008188,332.76879298500717,,,True,,29.16116686537862,4.245958989486098,10,33.40712585486472,,33.890292048454285,3.919667098671198,10,37.80995914712548,,30.64229106530547,10,30.64229106530547,,True,,True,,10,294.941124971956,,,True,,10,532.5223340187222,10,230.9094169177115,q03,3,1.0
55,2026-02-06T18:05:40.719459,715.2423353400081,,,True,,61.93924997933209,3.0950841028243303,5,65.03433408215642,,161.2587501294911,3.2745839562267065,5,164.5333340857178,,30.554624972864985,5,30.554624972864985,,True,,True,,5,2583.172000013292,,,True,,5,3389.1490830574185,5,455.12004219926894,q04,4,1.0
56,2026-02-06T18:05:41.642424,308.263125596568,,,True,,26.691125007346272,2.211791928857565,5,28.902916936203837,,44.059667037799954,4.405791871249676,5,48.46545890904963,,30.408040853217244,5,30.408040853217244,,True,,True,,5,180.68479211069643,,,True,,5,408.0702089704573,5,200.48670889809728,q05,5,1.0
57,2026-02-06T18:05:42.501732,230.35612516105175,,,True,,8.626542054116726,1.8887079786509275,1,10.515250032767653,,14.978208113461733,3.6585000343620777,1,18.63670814782381,,8.86841700412333,1,8.86841700412333,,True,,True,,1,194.19970898889005,,,True,,1,409.03437486849725,1,192.33574997633696,q06,6,1.0
58,2026-02-06T18:05:44.307980,907.672458793968,,,True,,72.20391603186727,4.923958797007799,4,77.12787482887506,,358.9299588929862,11.87487505376339,4,370.80483394674957,,73.46225017681718,4,73.46225017681718,,True,,True,,4,305.16412504948676,,,True,,4,566.6653749067336,4,386.27749984152615,q07,7,1.0
59,2026-02-06T18:05:45.703798,520.1315423473716,,,True,,34.39375013113022,3.5190419293940067,2,37.912792060524225,,114.28541713394225,11.549124959856272,2,125.83454209379852,,37.88962517865002,2,37.88962517865002,,True,,True,,2,291.0044169984758,,,True,,2,555.7075410615653,2,318.4945830143988,q08,8,1.0
60,2026-02-06T18:06:28.810461,36049.54395839013,,,True,,69.57333302125335,2.6159591507166624,175,72.18929217197001,,33617.44883307256,7.790290983393788,175,33625.23912405595,,77.60866708122194,175,77.60866708122194,,True,,True,,175,972.8994579054415,,,True,,175,6051.57950008288,175,2274.506875080988,q09,9,1.0
61,2026-02-06T18:06:30.747306,771.8919580802321,,,True,,73.4820410143584,13.605541782453656,20,87.08758279681206,,92.87049993872643,8.673417149111629,20,101.54391708783805,,104.74204202182591,20,104.74204202182591,,True,,True,,20,389.0007920563221,,,True,,20,748.4300001524389,20,478.5184161737561,q10,10,1.0
62,2026-02-06T18:06:32.276730,454.77620931342244,,,True,,21.87195816077292,2.9742501210421324,2,24.846208281815052,,44.08550006337464,5.850624991580844,2,49.93612505495548,,33.061834052205086,2,33.061834052205086,,True,,True,,2,347.153167007491,,,True,,2,705.9919158928096,2,346.9320419244468,q12,12,1.0
63,2026-02-06T18:06:33.324157,295.96412484534085,,,True,,17.874290933832526,3.4632920287549496,1,21.337582962587476,,29.63670901954174,4.37933299690485,1,34.01604201644659,,22.25954202003777,1,22.25954202003777,,True,,True,,1,284.30020809173584,,,True,,1,441.89733313396573,1,218.350957846269,q14,14,1.0
64,2026-02-06T18:06:50.563159,4997.109083691612,,,True,,66.17695884779096,5.9330828953534365,57,72.1100417431444,,192.33916699886322,6.084332941100001,57,198.42349993996322,,140.43616713024676,57,140.43616713024676,,True,,True,,57,4716.666791820899,,,True,,57,7499.098500004038,57,4586.1393748782575,q18,18,1.0
65,2026-02-06T18:06:51.857219,379.36970801092684,,,True,,25.955500081181526,3.2972919289022684,1,29.252792010083795,,41.826667031273246,7.0702501107007265,1,48.89691714197397,,37.204833002761006,1,37.204833002761006,,True,,True,,1,275.9334158618003,,,True,,1,614.3129579722881,1,264.01516585610807,q19,19,1.0
