execution_number,timestamp,duration_ms,error,correctness_1phase_error,correctness_1phase_match,correctness_2phase_error,correctness_2phase_match,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,join_count,no_policy_error,no_policy_exec_time_ms,no_policy_rows,run_num,source_count,tpch_sf
50,2026-03-01T00:30:54.983826,292.7754996344447,,,1,,1,,87.11000019684434,2.962083090096712,4,90.07208328694105,,121.2721667252481,4.188333172351122,4,125.46049989759922,3,,77.23808428272605,4,5,4,1.0
51,2026-03-01T00:30:55.598078,300.82045821473,,,1,,1,,83.52937502786517,2.84033315256238,4,86.36970818042755,,129.49500000104308,5.160958040505648,4,134.65595804154873,4,,79.7899579629302,4,1,1,1.0
52,2026-03-01T00:30:55.905568,303.31312492489815,,,1,,1,,83.80541717633605,2.7158749289810658,4,86.52129210531712,,133.1709590740502,4.200667142868042,4,137.37162621691823,4,,79.4161669909954,4,2,1,1.0
53,2026-03-01T00:30:56.238454,328.99879198521376,,,1,,1,,88.44308322295547,2.6252497918903828,4,91.06833301484585,,153.35429133847356,4.365209024399519,4,157.71950036287308,4,,80.20420838147402,4,3,1,1.0
54,2026-03-01T00:30:56.560312,317.5216247327626,,,1,,1,,88.84224994108081,2.796540968120098,4,91.6387909092009,,137.06233305856586,4.73412498831749,4,141.79645804688334,4,,84.08100018277764,4,4,1,1.0
55,2026-03-01T00:30:56.884921,319.8550413362682,,,1,,1,,90.27537517249584,3.313582856208086,4,93.58895802870393,,141.01454196497798,4.077792167663574,4,145.09233413264155,4,,81.16687461733818,4,5,1,1.0
56,2026-03-01T00:30:57.948911,416.5160842239857,,,1,,1,,109.36212493106723,9.418792091310024,4,118.78091702237725,,184.37220808118582,11.13962521776557,4,195.5118332989514,4,,102.21416596323252,4,1,2,1.0
57,2026-03-01T00:30:58.432451,470.06879188120365,,,1,,1,,146.62666711956263,3.176875412464142,4,149.80354253202677,,194.86383395269513,6.561541929841042,4,201.42537588253617,4,,118.83208388462663,4,2,2,1.0
58,2026-03-01T00:30:58.905419,462.51270873472095,,,1,,1,,110.19991710782051,2.8904168866574764,4,113.09033399447799,,236.21304100379348,5.087832920253277,4,241.30087392404675,4,,108.1141671165824,4,3,2,1.0
59,2026-03-01T00:30:59.459226,539.0210831537843,,,1,,1,,159.38558289781213,3.3361250534653664,4,162.7217079512775,,233.6036660708487,8.403250016272068,4,242.00691608712077,4,,134.28408280014992,4,4,2,1.0
60,2026-03-01T00:30:59.963283,490.35916617140174,,,1,,1,,167.3446660861373,6.098374724388123,4,173.44304081052542,,192.41179060190916,4.474834073334932,4,196.8866246752441,4,,120.02125009894371,4,5,2,1.0
61,2026-03-01T00:31:01.061196,488.08500031009316,,,1,,1,,133.97279242053628,3.0849999748170376,4,137.05779239535332,,220.33070866018534,5.662292242050171,4,225.9930009022355,4,,125.02624979242682,4,1,3,1.0
62,2026-03-01T00:31:01.554389,474.44362519308925,,,1,,1,,180.74691575020552,8.799749892205,4,189.54666564241052,,158.93683303147554,12.006083969026804,4,170.94291700050235,4,,113.9450422488153,4,2,3,1.0
63,2026-03-01T00:31:02.128230,554.5668751001358,,,1,,1,,89.6975826472044,3.057749941945076,4,92.75533258914948,,333.1977501511574,10.40783291682601,4,343.6055830679834,4,,118.19974984973669,4,3,3,1.0
64,2026-03-01T00:31:02.553820,405.03804106265306,,,1,,1,,107.69916605204344,3.7953341379761696,4,111.49450019001961,,176.28149967640638,5.559875164180994,4,181.84137484058738,4,,111.69512523338199,4,4,3,1.0
65,2026-03-01T00:31:02.991625,419.8042908683419,,,1,,1,,101.10470792278647,6.649832706898451,4,107.75454062968493,,190.53720822557807,5.962958093732595,4,196.50016631931067,4,,115.54091703146696,4,5,3,1.0
66,2026-03-01T00:31:03.908507,452.78895925730467,,,1,,1,,141.9557500630617,5.072957836091518,4,147.02870789915323,,196.1005418561399,6.544917356222868,4,202.64545921236277,4,,103.10520930215716,4,1,4,1.0
67,2026-03-01T00:31:04.384868,455.3817920386791,,,1,,1,,138.47495801746845,6.8664997816085815,4,145.34145779907703,,196.20299991220236,4.862792324274778,4,201.06579223647714,4,,108.96575031802058,4,2,4,1.0
68,2026-03-01T00:31:04.790689,383.60033417120576,,,1,,1,,93.79058284685016,4.972291644662619,4,98.76287449151278,,165.6210827641189,6.598541978746653,4,172.21962474286556,4,,112.60979110375047,4,3,4,1.0
69,2026-03-01T00:31:05.173978,364.56445790827274,,,1,,1,,110.93920795246959,4.08554170280695,4,115.02474965527654,,134.2937503941357,7.490542251616716,4,141.78429264575243,4,,107.74733405560255,4,4,4,1.0
70,2026-03-01T00:31:05.581419,389.63045785203576,,,1,,1,,122.43795767426491,3.644458018243313,4,126.08241569250822,,151.61720803007483,5.515833850950003,4,157.13304188102484,4,,106.40866728499532,4,5,4,1.0
71,2026-03-01T00:31:06.458912,440.4786671511829,,,1,,1,,100.99725006148219,7.940084207803011,4,108.9373342692852,,219.85020907595754,10.864000301808119,4,230.71420937776566,4,,100.8169581182301,4,1,5,1.0
72,2026-03-01T00:31:07.009410,514.6184172481298,,,1,,1,,144.53612500801682,3.440250176936388,4,147.9763751849532,,209.70416720956564,5.570624954998493,4,215.27479216456413,4,,151.35891688987613,4,2,5,1.0
73,2026-03-01T00:31:07.509252,469.2385829985142,,,1,,1,,132.8190420754254,5.909417290240526,4,138.7284593656659,,212.65708282589912,4.953750409185886,4,217.610833235085,4,,112.89124982431531,4,3,5,1.0
74,2026-03-01T00:31:07.882010,342.2153750434518,,,1,,1,,89.68175016343594,4.438625182956457,4,94.1203753463924,,129.95524983853102,4.602542147040367,4,134.55779198557138,4,,113.5304169729352,4,4,5,1.0
75,2026-03-01T00:31:08.203154,304.62462501600385,,,1,,1,,94.12916703149676,3.5872082225978374,4,97.7163752540946,,123.04645776748657,4.741209093481302,4,127.78766686096787,4,,79.11683293059468,4,5,5,1.0
76,2026-03-01T00:31:08.785340,299.0495408885181,,,1,,1,,88.90266669914126,3.059166017919779,4,91.96183271706104,,130.47962496057153,4.441292025148869,4,134.9209169857204,5,,72.16166704893112,4,1,1,1.0
77,2026-03-01T00:31:09.092307,303.00300009548664,,,1,,1,,83.83241714909673,2.972458954900503,4,86.80487610399723,,131.73537515103817,5.230874754488468,4,136.96624990552664,5,,79.22687474638224,4,2,1,1.0
78,2026-03-01T00:31:09.377301,280.72179201990366,,,1,,1,,84.41004110500216,2.9915422201156616,4,87.40158332511783,,111.64987506344914,4.5929159969091415,4,116.24279106035829,5,,77.07241689786315,4,3,1,1.0
79,2026-03-01T00:31:09.632794,251.57141592353582,,,1,,1,,81.84616640210152,2.9829172417521477,4,84.82908364385366,,97.72520838305354,4.0320418775081635,4,101.7572502605617,5,,64.98179119080305,4,4,1,1.0
80,2026-03-01T00:31:09.894115,257.2057913057506,,,1,,1,,80.94737492501736,2.99270823597908,4,83.94008316099644,,101.91012499853969,4.9827080219984055,4,106.89283302053809,5,,66.3691246882081,4,5,1,1.0
81,2026-03-01T00:31:10.439618,255.25412522256374,,,1,,1,,79.71541583538055,3.0231671407818794,4,82.73858297616243,,99.98287493363023,5.1319170743227005,4,105.11479200795293,5,,67.39625008776784,4,1,2,1.0
82,2026-03-01T00:31:10.721632,274.9312496744096,,,1,,1,,82.41608319804072,3.1593749299645424,4,85.57545812800527,,117.52579221501946,4.2917500250041485,4,121.81754224002361,5,,67.53387488424778,4,2,2,1.0
83,2026-03-01T00:31:10.988628,260.0241247564554,,,1,,1,,81.82408381253481,3.259125165641308,4,85.08320897817612,,99.7394579462707,4.603665787726641,4,104.34312373399734,5,,70.59404207393527,4,3,2,1.0
84,2026-03-01T00:31:11.253203,257.3924162425101,,,1,,1,,81.00729109719396,3.8037500344216824,4,84.81104113161564,,101.68987512588501,4.162249621003866,4,105.85212474688888,5,,66.72604195773602,4,4,2,1.0
85,2026-03-01T00:31:11.517692,256.6412501037121,,,1,,1,,79.70641599968076,3.2341252081096172,4,82.94054120779037,,101.2292499653995,4.1108750738203526,4,105.34012503921986,5,,68.35704110562801,4,5,2,1.0
86,2026-03-01T00:31:12.059440,256.89445808529854,,,1,,1,,80.70595934987068,3.1724581494927406,4,83.87841749936342,,101.14070866256952,4.563291557133198,4,105.70400021970272,5,,67.30833370238543,4,1,3,1.0
87,2026-03-01T00:31:12.330716,261.7238750681281,,,1,,1,,78.73737532645464,3.2849591225385666,4,82.0223344489932,,106.34566703811288,4.964207764714956,4,111.30987480282784,5,,68.3880839496851,4,2,3,1.0
88,2026-03-01T00:31:12.599060,258.952375035733,,,1,,1,,81.43220888450742,3.225166816264391,4,84.65737570077181,,101.60966590046883,4.486332647502422,4,106.09599854797125,5,,68.19491693750024,4,3,3,1.0
89,2026-03-01T00:31:12.872333,263.4300827048719,,,1,,1,,83.17050011828542,3.312082961201668,4,86.48258307948709,,103.70420757681131,4.3730419129133224,4,108.07724948972464,5,,68.86566709727049,4,4,3,1.0
90,2026-03-01T00:31:13.145527,263.02799955010414,,,1,,1,,80.20558301359415,3.1894161365926266,4,83.39499915018678,,101.4153747819364,5.410542245954275,4,106.82591702789068,5,,72.8035420179367,4,5,3,1.0
91,2026-03-01T00:31:13.699537,263.8991251587868,,,1,,1,,85.05458291620016,3.352792002260685,4,88.40737491846085,,104.49920780956745,5.103707779198885,4,109.60291558876634,5,,65.88483368977904,4,1,4,1.0
92,2026-03-01T00:31:13.980475,268.3981666341424,,,1,,1,,85.34325007349253,3.463167231529951,4,88.80641730502248,,103.75424986705184,4.484790842980146,4,108.23904071003199,5,,71.34866714477539,4,2,4,1.0
93,2026-03-01T00:31:14.276953,284.25233345478773,,,1,,1,,93.48858380690217,3.5222088918089867,4,97.01079269871116,,114.24450017511845,5.541458260267973,4,119.78595843538642,5,,67.45045771822333,4,3,4,1.0
94,2026-03-01T00:31:14.578222,287.58433321490884,,,1,,1,,92.62387501075864,3.70516674593091,4,96.32904175668955,,106.1416668817401,4.573625046759844,4,110.71529192849994,5,,80.53470775485039,4,4,4,1.0
95,2026-03-01T00:31:14.870146,279.01166677474976,,,1,,1,,85.82200016826391,3.5224161110818386,4,89.34441627934575,,116.7404162697494,4.919875413179398,4,121.6602916829288,5,,68.00225004553795,4,5,4,1.0
96,2026-03-01T00:31:15.540146,311.99595890939236,,,1,,1,,95.2275418676436,3.692291211336851,4,98.91983307898045,,130.09583298116922,4.9599590711295605,4,135.05579205229878,5,,78.01554212346673,4,1,5,1.0
97,2026-03-01T00:31:15.951072,394.87245911732316,,,1,,1,,100.5946658551693,3.8189170882105827,4,104.41358294337988,,143.01804173737764,4.52641723677516,4,147.5444589741528,5,,142.90870865806937,4,2,5,1.0
98,2026-03-01T00:31:16.319574,353.3282498829067,,,1,,1,,145.55008336901665,3.576749935746193,4,149.12683330476284,,134.94912488386035,6.295249797403812,4,141.24437468126416,5,,62.95274989679456,4,3,5,1.0
99,2026-03-01T00:31:16.614086,276.0584158822894,,,1,,1,,81.70604193583131,3.7180837243795395,4,85.42412566021085,,115.17179105430841,4.718874581158161,4,119.89066563546658,5,,70.74049999937415,4,4,5,1.0
100,2026-03-01T00:31:16.911541,281.595999840647,,,1,,1,,83.45337491482496,3.684625029563904,4,87.13799994438887,,120.45500008389354,4.623415879905224,4,125.07841596379876,5,,69.37537482008338,4,5,5,1.0
101,2026-03-01T00:31:17.541441,298.1636659242213,,,1,,1,,82.16775022447109,3.7909168750047684,4,85.95866709947586,,141.71879086643457,5.084665957838297,4,146.80345682427287,5,,65.39725000038743,4,1,6,1.0
102,2026-03-01T00:31:17.859573,298.2662906870246,,,1,,1,,82.12845912203193,3.45175014808774,4,85.58020927011967,,137.27399986237288,4.940459039062262,4,142.21445890143514,5,,70.46620920300484,4,2,6,1.0
103,2026-03-01T00:31:18.266174,385.19316585734487,,,1,,1,,178.96287515759468,3.715583123266697,4,182.67845828086138,,120.13295805081725,4.8709590919315815,4,125.00391714274883,5,,77.50437501817942,4,3,6,1.0
104,2026-03-01T00:31:18.561502,275.63620917499065,,,1,,1,,84.77383432909846,3.625208977609873,4,88.39904330670834,,113.9296661131084,4.780291114002466,4,118.70995722711086,5,,68.52308288216591,4,4,6,1.0
105,2026-03-01T00:31:18.849539,269.71987495198846,,,1,,1,,79.78495908901095,3.7820828147232533,4,83.56704190373421,,115.89191574603319,4.3200841173529625,4,120.21199986338615,5,,65.9375418908894,4,5,6,1.0
106,2026-03-01T00:31:19.806940,466.75150003284216,,,1,,1,,126.19279185310006,3.0905408784747124,4,129.28333273157477,,210.38712514564395,4.626832902431488,4,215.01395804807544,6,,122.44966626167297,4,1,1,1.0
107,2026-03-01T00:31:20.284920,474.09833362326026,,,1,,1,,126.04412483051419,3.111083060503006,4,129.1552078910172,,209.42029170691967,5.068166647106409,4,214.48845835402608,6,,130.4498752579093,4,2,1,1.0
108,2026-03-01T00:31:20.809104,520.2895416878164,,,1,,1,,131.73891603946686,3.091834019869566,4,134.83075005933642,,247.38541711121798,4.7243330627679825,4,252.10975017398596,6,,133.34308378398418,4,3,1,1.0
109,2026-03-01T00:31:21.461389,648.0597918853164,,,1,,1,,159.90129206329584,2.9280828312039375,4,162.82937489449978,,331.5697917714715,5.4041254334151745,4,336.9739172048867,6,,148.25145760551095,4,4,1,1.0
110,2026-03-01T00:31:21.948277,482.68116684630513,,,1,,1,,126.67220830917358,3.1638750806450844,4,129.83608338981867,,220.8259580656886,4.113541916012764,4,224.93949998170137,6,,127.90145818144083,4,5,1,1.0
111,2026-03-01T00:31:23.000488,526.0058338753879,,,1,,1,,169.1392078064382,4.156040959060192,4,173.2952487654984,,222.76970790699124,4.271375015377998,4,227.04108292236924,6,,125.66429190337658,4,1,2,1.0
112,2026-03-01T00:31:23.520858,513.2057080045342,,,1,,1,,153.60933262854815,3.307290840893984,4,156.91662346944213,,221.09587537124753,4.819250199943781,4,225.9151255711913,6,,130.3692921064794,4,2,2,1.0
113,2026-03-01T00:31:24.029654,501.60116609185934,,,1,,1,,133.27199965715408,3.370583988726139,4,136.64258364588022,,223.3157497830689,5.79549977555871,4,229.1112495586276,6,,135.8425826765597,4,3,2,1.0
114,2026-03-01T00:31:24.535576,499.2613745853305,,,1,,1,,133.8938749395311,3.190833143889904,4,137.084708083421,,228.79849979653955,4.477332811802626,4,233.27583260834217,6,,128.89612466096878,4,4,2,1.0
115,2026-03-01T00:31:25.062027,519.7413749992847,,,1,,1,,135.63520787283778,3.611875232309103,4,139.24708310514688,,221.670167054981,5.5641247890889645,4,227.23429184406996,6,,153.25454203411937,4,5,2,1.0
116,2026-03-01T00:31:26.056653,476.9405829720199,,,1,,1,,134.90579184144735,3.532916773110628,4,138.43870861455798,,211.43458411097527,5.116000305861235,4,216.5505844168365,6,,121.94679072126746,4,1,3,1.0
117,2026-03-01T00:31:26.554997,487.32712492346764,,,1,,1,,129.47045918554068,3.5605421289801598,4,133.03100131452084,,223.74687483534217,4.925415851175785,4,228.67229068651795,6,,125.61845872551203,4,2,3,1.0
