execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_rows,dfc_time_ms,logical_error,logical_rows,logical_time_ms,policy_count,query_name,query_num,run_num,tpch_sf
1,2026-02-02T02:23:59.743694,53.574084071442485,,,True,,10,20.86337492801249,,10,32.710709143429995,1,q03,3,1,1.0
2,2026-02-02T02:23:59.806130,52.299209171906114,,,True,,10,19.834167091175914,,10,32.4650420807302,1,q03,3,2,1.0
3,2026-02-02T02:23:59.868619,52.67475009895861,,,True,,10,19.76125012151897,,10,32.91349997743964,1,q03,3,3,1.0
4,2026-02-02T02:23:59.930225,51.699915900826454,,,True,,10,20.343832904472947,,10,31.356082996353507,1,q03,3,4,1.0
5,2026-02-02T02:23:59.992659,52.383876172825694,,,True,,10,19.807542208582163,,10,32.57633396424353,1,q03,3,5,1.0
6,2026-02-02T02:24:00.143193,59.14633208885789,,,True,,10,19.51979100704193,,10,39.62654108181596,10,q03,3,1,1.0
7,2026-02-02T02:24:00.294091,60.655249282717705,,,True,,10,20.202791085466743,,10,40.45245819725096,10,q03,3,2,1.0
8,2026-02-02T02:24:00.444331,58.87712514959276,,,True,,10,20.25495795533061,,10,38.62216719426215,10,q03,3,3,1.0
9,2026-02-02T02:24:00.596116,59.900542022660375,,,True,,10,20.414749858900905,,10,39.48579216375947,10,q03,3,4,1.0
10,2026-02-02T02:24:00.746898,59.43108280189335,,,True,,10,19.948249915614724,,10,39.48283288627863,10,q03,3,5,1.0
11,2026-02-02T02:24:01.770154,131.1211669817567,,,True,,10,20.458542043343186,,10,110.6626249384135,100,q03,3,1,1.0
12,2026-02-02T02:24:02.832184,129.9252500757575,,,True,,10,20.02041693776846,,10,109.90483313798904,100,q03,3,2,1.0
13,2026-02-02T02:24:03.869547,145.75474918819964,,,True,,10,20.63683304004371,,10,125.11791614815593,100,q03,3,3,1.0
14,2026-02-02T02:24:04.931384,132.29383318684995,,,True,,10,20.35279106348753,,10,111.94104212336242,100,q03,3,4,1.0
15,2026-02-02T02:24:05.961048,146.48645813576877,,,True,,10,20.69050003774464,,10,125.79595809802413,100,q03,3,5,1.0
16,2026-02-02T02:24:15.915146,1000.0527920201421,,,True,,10,21.51662507094443,,10,978.5361669491976,1000,q03,3,1,1.0
17,2026-02-02T02:24:25.772440,988.8268751092255,,,True,,10,21.432333160191774,,10,967.3945419490337,1000,q03,3,2,1.0
18,2026-02-02T02:24:35.702888,1005.4767087567598,,,True,,10,20.834666909649968,,10,984.6420418471098,1000,q03,3,3,1.0
19,2026-02-02T02:24:45.679252,1009.7536242101341,,,True,,10,20.77858312986791,,10,988.9750410802662,1000,q03,3,4,1.0
20,2026-02-02T02:24:55.704399,1016.7477088980377,,,True,,10,20.39033407345414,,10,996.3573748245835,1000,q03,3,5,1.0
