execution_number,timestamp,duration_ms,error,query_name,query_num,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_dfc_correctness_error,umbra_dfc_correctness_match,umbra_dfc_error,umbra_dfc_rows,umbra_dfc_time_ms,umbra_error,umbra_logical_correctness_error,umbra_logical_correctness_match,umbra_logical_error,umbra_logical_rows,umbra_logical_time_ms,umbra_rows,umbra_time_ms
39,2026-02-10T09:54:03.773165,103.70866465382278,,q19,19,1.0,,True,,True,,1,3.8564580027014017,,,True,,1,6.087666843086481,1,8.021624991670251
40,2026-02-10T09:54:04.120285,264.9432900361717,,q01,1,1.0,,True,,True,,4,33.71470817364752,,,True,,4,37.956166081130505,4,45.30433285981417
41,2026-02-10T09:54:04.245577,96.44779050722718,,q03,3,1.0,,True,,True,,10,5.830832989886403,,,True,,10,9.830624796450138,10,8.601208915933967
42,2026-02-10T09:54:04.622455,204.03204206377268,,q04,4,1.0,,True,,True,,5,7.537165889516473,,,True,,5,155.84145789034665,5,18.695917213335633
43,2026-02-10T09:54:04.769523,111.18200002238154,,q05,5,1.0,,True,,True,,5,7.40191712975502,,,True,,5,13.04820878431201,5,9.479207918047903
44,2026-02-10T09:54:04.816636,31.965166563168168,,q06,6,1.0,,True,,True,,1,2.1675829775631428,,,True,,1,3.0274169985204935,1,2.5567079428583384
45,2026-02-10T09:54:05.234543,376.9952089060098,,q07,7,1.0,,True,,True,,4,10.765333892777562,,,True,,4,19.72162490710616,4,19.7591669857502
46,2026-02-10T09:54:05.484258,170.60533282347023,,q08,8,1.0,,True,,True,,2,27.702415827661753,,,True,,2,40.96558294259012,2,27.523957891389728
47,2026-02-10T09:54:39.112601,33536.602415842935,,q09,9,1.0,,True,,True,,175,27.03829202800989,,,True,,175,49.44600001908839,175,270.32841579057276
48,2026-02-10T09:54:39.531002,363.7749159242958,,q10,10,1.0,,True,,True,,20,11.965458048507571,,,True,,20,23.865458089858297,20,75.95154200680554
49,2026-02-10T09:54:39.709265,152.547791833058,,q12,12,1.0,,True,,True,,2,5.035666981711984,,,True,,2,9.78591712191701,2,41.68145800940693
50,2026-02-10T09:54:39.790519,63.25820810161531,,q14,14,1.0,,True,,True,,1,3.153041936457157,,,True,,1,4.800291964784265,1,6.499540992081165
51,2026-02-10T09:54:40.287677,387.4794156290591,,q18,18,1.0,,True,,True,,57,68.2434169575572,,,True,,57,29.79700011201203,57,99.56674999557436
52,2026-02-10T09:54:40.424122,114.01579319499432,,q19,19,1.0,,True,,True,,1,3.4523329231888056,,,True,,1,8.653375087305903,1,16.313958913087845
53,2026-02-10T09:54:40.781724,278.0600842088461,,q01,1,1.0,,True,,True,,4,30.657874885946512,,,True,,4,39.01741583831608,4,49.52429188415408
54,2026-02-10T09:54:40.892930,83.61479290761054,,q03,3,1.0,,True,,True,,10,6.842874921858311,,,True,,10,8.230875013396144,10,11.161334114149213
55,2026-02-10T09:54:41.278336,203.3243332989514,,q04,4,1.0,,True,,True,,5,7.176457904279232,,,True,,5,165.00333417207003,5,19.853750010952353
56,2026-02-10T09:54:41.420508,105.09154200553894,,q05,5,1.0,,True,,True,,5,6.586084142327309,,,True,,5,15.073041897267103,5,8.101125014945865
57,2026-02-10T09:54:41.471223,34.706959035247564,,q06,6,1.0,,True,,True,,1,2.5244581047445536,,,True,,1,3.43300006352365,1,2.335208933800459
58,2026-02-10T09:54:41.873156,361.12508410587907,,q07,7,1.0,,True,,True,,4,11.475375154986978,,,True,,4,19.93199996650219,4,20.27466706931591
59,2026-02-10T09:54:42.090327,142.62508298270404,,q08,8,1.0,,True,,True,,2,24.17358406819403,,,True,,2,40.7770830206573,2,30.448583187535405
60,2026-02-10T09:55:08.233161,26047.24729200825,,q09,9,1.0,,True,,True,,175,26.701792143285275,,,True,,175,49.914582865312696,175,216.477083042264
61,2026-02-10T09:55:08.622622,329.83687496744096,,q10,10,1.0,,True,,True,,20,15.3695831540972,,,True,,20,16.940792091190815,20,52.034624852240086
62,2026-02-10T09:55:08.751640,101.73841519281268,,q12,12,1.0,,True,,True,,2,5.454708123579621,,,True,,2,9.795417077839376,2,13.27991602011025
63,2026-02-10T09:55:08.830204,60.28758245520294,,q14,14,1.0,,True,,True,,1,3.5428330302238464,,,True,,1,4.876415943726897,1,4.263166105374694
64,2026-02-10T09:55:09.258308,345.94816504977643,,q18,18,1.0,,True,,True,,57,36.59575013443827,,,True,,57,35.52083298563957,57,46.95599991828203
65,2026-02-10T09:55:09.381270,102.44633397087456,,q19,19,1.0,,True,,True,,1,3.534208983182907,,,True,,1,5.792750045657158,1,6.355041870847344
