execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_exec_time_ms,logical_match,logical_match_error,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,physical_base_capture_time_ms,physical_error,physical_exec_time_ms,physical_lineage_query_time_ms,physical_match,physical_match_error,physical_rewrite_time_ms,physical_rows,physical_runtime_ms,physical_time_ms,policy_count,query_type,row_count,run_num,table_width
1,2026-02-15T02:08:14.603337,545.4993329476565,,,True,164.96304189786315,7.660249946638942,1,172.6232918445021,118.93837503157556,True,,32.35454089008272,1,151.29291592165828,58.635791996493936,1,58.635791996493936,71.245291037485,,202.96212402172387,131.71683298423886,True,,12.112000025808811,1,202.96212402172387,202.96212402172387,1,WIDE_AGG,1000000,1,256
2,2026-02-15T02:08:15.222625,547.4044985603541,,,True,164.63295789435506,7.757125189527869,1,172.39008308388293,119.25737489946187,True,,32.190834172070026,1,151.4482090715319,59.05849998816848,1,59.05849998816848,70.79620799049735,,204.4556657783687,133.65945778787136,True,,12.411125004291534,1,204.4556657783687,204.4556657783687,1,WIDE_AGG,1000000,2,256
3,2026-02-15T02:08:15.861155,549.2980000562966,,,True,164.7527921013534,8.482082979753613,1,173.23487508110702,118.42849990352988,True,,49.413166008889675,1,167.84166591241956,62.61929217725992,1,62.61929217725992,70.30741591006517,,203.49741587415338,133.1899999640882,True,,11.960749980062246,1,203.49741587415338,203.49741587415338,1,WIDE_AGG,1000000,3,256
4,2026-02-15T02:08:16.492641,560.7822511810809,,,True,177.0777921192348,8.214666042476892,1,185.2924581617117,119.41329203546047,True,,31.603833893314004,1,151.01712592877448,60.77854102477431,1,60.77854102477431,70.30783407390118,,203.51262600161135,133.20479192771018,True,,11.765124974772334,1,203.51262600161135,203.51262600161135,1,WIDE_AGG,1000000,4,256
5,2026-02-15T02:08:17.119604,554.8755412455648,,,True,171.7751668766141,7.698250003159046,1,179.47341687977314,114.1043750103563,True,,31.8641250487417,1,145.968500059098,63.28908307477832,1,63.28908307477832,72.70233309827745,,205.7069162838161,133.00458318553865,True,,11.658624978736043,1,205.7069162838161,205.7069162838161,1,WIDE_AGG,1000000,5,256
6,2026-02-15T02:08:33.314048,1308.831708971411,,,True,358.3870839793235,14.650875004008412,1,373.0379589833319,347.96595899388194,True,,84.13558313623071,1,432.10154213011265,178.44641697593033,1,178.44641697593033,182.0169580169022,,424.0322490222752,242.015291005373,True,,22.53279206342995,1,424.0322490222752,424.0322490222752,1,WIDE_AGG,1000000,1,512
7,2026-02-15T02:08:34.761808,1305.0987923052162,,,True,355.4130841512233,15.233624959364533,1,370.64670911058784,347.12437517009676,True,,62.82654101960361,1,409.95091618970037,178.40837500989437,1,178.40837500989437,181.1975829768926,,424.15295797400177,242.95537499710917,True,,43.26741583645344,1,424.15295797400177,424.15295797400177,1,WIDE_AGG,1000000,2,512
8,2026-02-15T02:08:36.175186,1291.492542019114,,,True,356.62025003694,14.690791955217719,1,371.3110419921577,339.7270829882473,True,,63.209000043570995,1,402.93608303181827,174.57266710698605,1,174.57266710698605,180.52312498912215,,420.5725418869406,240.04941689781845,True,,22.778791841119528,1,420.5725418869406,420.5725418869406,1,WIDE_AGG,1000000,3,512
9,2026-02-15T02:08:37.610926,1294.1308342851698,,,True,354.26791687496006,14.363666996359825,1,368.6315838713199,344.4560409989208,True,,82.8730829525739,1,427.3291239514947,169.5467501413077,1,169.5467501413077,185.02920912578702,,425.86012626998127,240.83091714419425,True,,22.119957953691483,1,425.86012626998127,425.86012626998127,1,WIDE_AGG,1000000,4,512
10,2026-02-15T02:08:39.055116,1303.4067498520017,,,True,357.5409580953419,15.262125059962273,1,372.8030831553042,354.27920799702406,True,,80.60850016772747,1,434.88770816475153,171.23283399268985,1,171.23283399268985,179.97195781208575,,420.35374976694584,240.3817919548601,True,,22.91254187002778,1,420.35374976694584,420.35374976694584,1,WIDE_AGG,1000000,5,512
11,2026-02-15T02:09:13.008319,2792.811209335923,,,True,778.2820840366185,29.082541819661856,1,807.3646258562803,754.9706671852618,True,,157.03825000673532,1,912.0089171919972,379.4707909692079,1,379.4707909692079,402.2219581529498,,880.087667144835,477.8657089918852,True,,44.36433291994035,1,880.087667144835,880.087667144835,1,WIDE_AGG,1000000,1,1024
12,2026-02-15T02:09:16.063706,2780.1600000821054,,,True,754.1578749660403,28.70374987833202,1,782.8616248443723,759.3393749557436,True,,153.06716691702604,1,912.4065418727696,380.1376249175519,1,380.1376249175519,397.5555000361055,,886.5251252427697,488.9696252066642,True,,67.96379201114178,1,886.5251252427697,886.5251252427697,1,WIDE_AGG,1000000,2,1024
13,2026-02-15T02:09:19.137472,2798.0749600101262,,,True,760.4982079938054,29.225582955405116,1,789.7237909492105,759.8510840907693,True,,153.31325004808605,1,913.1643341388553,375.7740838918835,1,375.7740838918835,406.49125003255904,,901.951584033668,495.460334001109,True,,67.5673340447247,1,901.951584033668,901.951584033668,1,WIDE_AGG,1000000,3,1024
14,2026-02-15T02:09:22.216534,2795.437499182299,,,True,757.3842911515385,29.097583144903183,1,786.4818742964417,768.3072090148926,True,,154.37770797871053,1,922.6849169936031,380.0467080436647,1,380.0467080436647,410.2698750793934,,889.699290972203,479.42941589280963,True,,64.87266602925956,1,889.699290972203,889.699290972203,1,WIDE_AGG,1000000,4,1024
15,2026-02-15T02:09:25.250862,2779.5658751856536,,,True,776.6724170651287,30.26516712270677,1,806.9375841878355,751.6028750687838,True,,153.93641707487404,1,905.5392921436578,377.28545791469514,1,377.28545791469514,395.16616705805063,,874.005125137046,478.83895807899535,True,,44.47770887054503,1,874.005125137046,874.005125137046,1,WIDE_AGG,1000000,5,1024
16,2026-02-15T02:10:39.509170,6299.298707162961,,,True,1736.5963330958039,84.96783301234245,1,1821.5641661081463,1739.765000063926,True,,313.9122501015663,1,2053.6772501654923,861.5744579583406,1,861.5744579583406,907.4520410504192,,1961.3629160448909,1053.9108749944717,True,,117.16145812533796,1,1961.3629160448909,1961.3629160448909,1,WIDE_AGG,1000000,1,2048
17,2026-02-15T02:10:46.416322,6328.498708317056,,,True,1775.685208151117,87.17387518845499,1,1862.859083339572,1738.9465000014752,True,,336.74299996346235,1,2075.6894999649376,866.1364580038935,1,866.1364580038935,912.248375127092,,1947.7305421605706,1035.4821670334786,True,,93.22274988517165,1,1947.7305421605706,1947.7305421605706,1,WIDE_AGG,1000000,2,2048
18,2026-02-15T02:10:53.769404,6715.93741606921,,,True,1771.0404170211405,83.91099981963634,1,1854.9514168407768,1794.4098750595003,True,,373.95179201848805,1,2168.3616670779884,859.3957498669624,1,859.3957498669624,968.9179160632193,,2291.0913741216063,1322.173458058387,True,,139.0259580221027,1,2291.0913741216063,2291.0913741216063,1,WIDE_AGG,1000000,3,2048
19,2026-02-15T02:11:01.253403,6783.864957746118,,,True,1944.575916044414,66.5134999435395,1,2011.0894159879535,1886.9765000417829,True,,453.47837498411536,1,2340.454875025898,923.7591668497771,1,923.7591668497771,940.8997499849647,,2028.5533748101443,1087.6536248251796,True,,142.78345904313028,1,2028.5533748101443,2028.5533748101443,1,WIDE_AGG,1000000,4,2048
20,2026-02-15T02:11:08.402284,6543.476124992594,,,True,1856.5672498662025,68.26199986971915,1,1924.8292497359216,1747.6857090368867,True,,372.3567081615329,1,2120.0424171984196,972.8850000537932,1,972.8850000537932,940.7902080565691,,1966.3381660357118,1025.5479579791427,True,,127.94799986295402,1,1966.3381660357118,1966.3381660357118,1,WIDE_AGG,1000000,5,2048
