execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,sqlserver_correctness_error,sqlserver_correctness_match,sqlserver_dfc_1phase_correctness_error,sqlserver_dfc_1phase_correctness_match,sqlserver_dfc_1phase_error,sqlserver_dfc_1phase_rows,sqlserver_dfc_1phase_time_ms,sqlserver_dfc_2phase_correctness_error,sqlserver_dfc_2phase_correctness_match,sqlserver_dfc_2phase_error,sqlserver_dfc_2phase_rows,sqlserver_dfc_2phase_time_ms,sqlserver_error,sqlserver_logical_correctness_error,sqlserver_logical_correctness_match,sqlserver_logical_error,sqlserver_logical_rows,sqlserver_logical_time_ms,sqlserver_rows,sqlserver_time_ms,tpch_sf
31,2026-03-01T01:10:59.946851,812.8995825536549,,,True,,20.140125416219234,2.791749779134989,2,22.931875195354223,,33.539541997015476,3.724208567291498,2,37.263750564306974,,63.69374971836805,7.617041002959013,2,71.31079072132707,,17.96508301049471,2,17.96508301049471,q08,8,,True,,True,,2,661.4713328890502,,True,,2,1386.2140830606222,,,True,,2,1278.2057081349194,2,663.4280830621719,1.0
32,2026-03-01T01:11:04.118814,862.4713742174208,,,True,,23.53791706264019,2.523540984839201,2,26.06145804747939,,34.738041926175356,3.764333203434944,2,38.5023751296103,,58.72775008901954,8.542333729565144,2,67.27008381858468,,18.280791118741035,2,18.280791118741035,q08,8,,True,,True,,2,722.1452910453081,,True,,2,1310.5173339135945,,,True,,2,1271.7553339898586,2,712.3566661030054,1.0
33,2026-03-01T01:11:08.313256,897.0614993013442,,,True,,20.74458310380578,2.964917104691267,2,23.709500208497047,,34.58895906805992,4.630874842405319,2,39.21983391046524,,58.01037512719631,7.816416211426258,2,65.82679133862257,,17.711541149765253,2,17.711541149765253,q08,8,,True,,True,,2,713.7480829842389,,True,,2,1309.1314579360187,,,True,,2,1270.7153749652207,2,750.593832693994,1.0
34,2026-03-01T01:11:12.400521,803.3610014244914,,,True,,18.999208230525255,2.5558327324688435,2,21.5550409629941,,34.586249850690365,3.9130421355366707,2,38.499291986227036,,59.74816717207432,7.513000164180994,2,67.26116733625531,,17.682542093098164,2,17.682542093098164,q08,8,,True,,True,,2,710.9483745880425,,True,,2,1304.9836247228086,,,True,,2,1264.512374997139,2,658.3629590459168,1.0
35,2026-03-01T01:11:16.512425,808.4896262735128,,,True,,19.096292089670897,2.51187477260828,2,21.608166862279177,,33.91095902770758,4.037166945636272,2,37.94812597334385,,60.051041189581156,8.068167138844728,2,68.11920832842588,,16.54187496751547,2,16.54187496751547,q08,8,,True,,True,,2,712.2458326630294,,True,,2,1319.5158331654966,,,True,,2,1268.0740421637893,2,664.2722501419485,1.0
36,2026-03-01T01:12:26.430955,26061.635836027563,,,True,,63.987084198743105,3.1124171800911427,175,67.09950137883425,,104.8606252297759,3.1291251070797443,175,107.98975033685565,,24745.269500184804,6.531499791890383,175,24751.800999976695,,93.91775028780103,175,93.91775028780103,q09,9,,True,,True,,175,957.1903753094375,,True,,175,1920.6692497245967,,,True,,175,2034.152708016336,175,1040.827834047377,1.0
37,2026-03-01T01:13:02.080586,30913.64754224196,,,True,,63.51204123347998,2.86250002682209,175,66.37454126030207,,107.05858375877142,3.1349998898804188,175,110.19358364865184,,29659.774750005454,6.529707927256823,175,29666.30445793271,,91.93904232233763,175,91.93904232233763,q09,9,,True,,True,,175,930.4320001974702,,True,,175,1827.5148328393698,,,True,,175,1965.3215422295034,175,978.8359170779586,1.0
38,2026-03-01T01:13:36.779211,29786.99137363583,,,True,,66.50641607120633,3.1644999980926514,175,69.67091606929898,,113.49195800721645,3.097333014011383,175,116.58929102122784,,28556.183875072747,5.9706661850214005,175,28562.15454125777,,93.39129226282239,175,93.39129226282239,q09,9,,True,,True,,175,1013.2368747144938,,True,,175,1810.800916980952,,,True,,175,2077.205582987517,175,945.1853330247104,1.0
39,2026-03-01T01:14:14.901737,33293.96058246493,,,True,,65.97041618078947,3.1933332793414593,175,69.16374946013093,,107.5332909822464,3.159542102366686,175,110.69283308461308,,32049.698499962687,6.79191667586565,175,32056.490416638553,,96.22858325019479,175,96.22858325019479,q09,9,,True,,True,,175,951.7250000499189,,True,,175,1891.2871247157454,,,True,,175,1967.8041669540107,175,961.3850000314415,1.0
40,2026-03-01T01:14:54.632333,34739.32120902464,,,True,,71.71024987474084,30.40158376097679,175,102.11183363571763,,233.9002499356866,3.1393333338201046,175,237.0395832695067,,33256.2767919153,9.028750006109476,175,33265.30554192141,,178.20508312433958,175,178.20508312433958,q09,9,,True,,True,,175,1042.33125038445,,True,,175,1821.2194996885955,,,True,,175,1991.1354170180857,175,956.659167073667,1.0
41,2026-03-01T01:15:14.058192,1666.2300010211766,,,True,,41.99591698125005,4.099000245332718,20,46.094917226582766,,70.02441678196192,4.802042152732611,20,74.82645893469453,,70.89949958026409,5.939875263720751,20,76.83937484398484,,40.702749975025654,20,40.702749975025654,q10,10,,True,,True,,20,1452.5296660140157,,True,,20,3383.5435421206057,,,True,,20,2662.7485416829586,20,1427.7665000408888,1.0
42,2026-03-01T01:15:23.477804,1680.0557486712933,,,True,,42.34758298844099,4.085249733179808,20,46.4328327216208,,65.37904217839241,4.897958133369684,20,70.2770003117621,,61.28262495622039,5.517415702342987,20,66.80004065856338,,40.533583611249924,20,40.533583611249924,q10,10,,True,,True,,20,1592.0774168334901,,True,,20,3466.448166873306,,,True,,20,2676.575541961938,20,1456.012291368097,1.0
43,2026-03-01T01:15:32.797970,1741.0289566032588,,,True,,46.157166827470064,4.18699998408556,20,50.344166811555624,,64.1649579629302,5.0202906131744385,20,69.18524857610464,,61.69095868244767,5.814249627292156,20,67.50520830973983,,39.07433291897178,20,39.07433291897178,q10,10,,True,,True,,20,1537.9459578543901,,True,,20,3377.068459056318,,,True,,20,2660.001792013645,20,1514.919999986887,1.0
