execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_dfc_correctness_error,umbra_dfc_correctness_match,umbra_dfc_error,umbra_dfc_rows,umbra_dfc_time_ms,umbra_error,umbra_logical_correctness_error,umbra_logical_correctness_match,umbra_logical_error,umbra_logical_rows,umbra_logical_time_ms,umbra_rows,umbra_time_ms,postgres_correctness_error,postgres_correctness_match,postgres_dfc_correctness_error,postgres_dfc_correctness_match,postgres_dfc_error,postgres_dfc_rows,postgres_dfc_time_ms,postgres_error,postgres_logical_correctness_error,postgres_logical_correctness_match,postgres_logical_error,postgres_logical_rows,postgres_logical_time_ms,postgres_rows,postgres_time_ms,datafusion_correctness_error,datafusion_correctness_match,datafusion_dfc_correctness_error,datafusion_dfc_correctness_match,datafusion_dfc_error,datafusion_dfc_rows,datafusion_dfc_time_ms,datafusion_error,datafusion_logical_correctness_error,datafusion_logical_correctness_match,datafusion_logical_error,datafusion_logical_rows,datafusion_logical_time_ms,datafusion_rows,datafusion_time_ms,sqlserver_correctness_error,sqlserver_correctness_match,sqlserver_dfc_correctness_error,sqlserver_dfc_correctness_match,sqlserver_dfc_error,sqlserver_dfc_rows,sqlserver_dfc_time_ms,sqlserver_error,sqlserver_logical_correctness_error,sqlserver_logical_correctness_match,sqlserver_logical_error,sqlserver_logical_rows,sqlserver_logical_time_ms,sqlserver_rows,sqlserver_time_ms
17,2026-02-13T02:51:22.931473,741.7800428811461,,,True,,25.82762506790459,2.0065419375896454,5.0,27.834167005494237,,53.97458397783339,4.191041924059391,5.0,58.16562590189278,,29.338750056922436,5.0,29.338750056922436,q05,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,636.9960841257125,,,True,,5.0,1240.1088329497725,5.0,626.4414999168366
18,2026-02-06T17:57:29.993997,,,,,,,,,,,,,,,,,,,q06,6,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,235.21137493662536,,,True,,1.0,830.1723329350352,1.0,237.20770794898272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2026-02-06T18:14:58.779393,,,,,,,,,,,,,,,,,,,q06,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,436.6411669179797,,,True,,1.0,817.5145001150668,1.0,441.8610420543701,,,,,,,,,,,,,,,
18,2026-02-10T09:52:54.889587,,,,,,,,,,,,,,,,,,,q06,6,1.0,,True,,True,,1.0,3.5972909536212683,,,True,,1.0,3.2477090135216713,1.0,2.8940828051418066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2026-02-13T02:51:25.723680,710.6363747734576,,,True,,9.317666990682484,1.8798329401761291,1.0,11.197499930858612,,15.672874869778752,2.674916060641408,1.0,18.34779093042016,,10.197333991527556,1.0,10.197333991527556,q06,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,670.783958164975,,,True,,1.0,1387.066958937794,1.0,670.8937499206513
19,2026-02-06T17:57:32.731065,,,,,,,,,,,,,,,,,,,q07,7,1.0,,,,,,,,,,,,,,,,,True,,True,,4.0,447.7048749104142,,,True,,4.0,745.6896670628339,4.0,536.4490828942508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2026-02-06T18:15:02.566567,,,,,,,,,,,,,,,,,,,q07,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,698.2503749895841,,,True,,4.0,1772.3680830094963,4.0,678.7525829859078,,,,,,,,,,,,,,,
19,2026-02-10T09:52:55.302657,,,,,,,,,,,,,,,,,,,q07,7,1.0,,True,,True,,4.0,9.528083028271794,,,True,,4.0,22.246750071644783,4.0,20.17654199153185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2026-02-13T02:51:28.693046,1041.4815002586693,,,True,,67.90041597560048,3.794250078499317,4.0,71.6946660540998,,262.91991700418293,8.401250001043081,4.0,271.321167005226,,75.08862507529557,4.0,75.08862507529557,q07,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,628.3114580437541,,,True,,4.0,1278.0740829184651,4.0,623.3770421240479
20,2026-02-06T17:57:34.858265,,,,,,,,,,,,,,,,,,,q08,8,1.0,,,,,,,,,,,,,,,,,True,,True,,2.0,424.6043751481921,,,True,,2.0,822.1006670501083,2.0,576.3010000810027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2026-02-06T18:15:05.126255,,,,,,,,,,,,,,,,,,,q08,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,593.8330828212202,,,True,,2.0,1153.2285828143358,2.0,554.9463329371065,,,,,,,,,,,,,,,
20,2026-02-10T09:52:55.579468,,,,,,,,,,,,,,,,,,,q08,8,1.0,,True,,True,,2.0,24.697083048522472,,,True,,2.0,82.35049992799759,2.0,30.960874864831567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2026-02-13T02:51:31.598215,889.8168748710304,,,True,,28.790541924536228,2.7300419751554728,2.0,31.5205838996917,,95.30895808711648,7.872666930779815,2.0,103.1816250178963,,34.96233304031193,2.0,34.96233304031193,q08,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,717.4723749049008,,,True,,2.0,1266.217292053625,2.0,720.1523329131305
21,2026-02-06T18:00:29.229009,,,,,,,,,,,,,,,,,,,q09,9,1.0,,,,,,,,,,,,,,,,,True,,True,,175.0,1414.0924580860883,,,True,,175.0,10206.09258301556,175.0,3970.6543751526624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2026-02-06T18:15:57.937071,,,,,,,,,,,,,,,,,,,q09,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,175.0,607.1381669025868,,,True,,175.0,19799.991082865745,175.0,1468.4665000531822,,,,,,,,,,,,,,,
21,2026-02-10T09:53:23.015680,,,,,,,,,,,,,,,,,,,q09,9,1.0,,True,,True,,175.0,25.612416910007596,,,True,,175.0,57.84233286976814,175.0,196.4688750449568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2026-02-13T02:52:16.067035,41524.27220810205,,,True,,62.84279213286936,1.9634999334812164,175.0,64.80629206635058,,40399.621666176245,6.690416019409895,175.0,40406.312082195655,,72.94441689737141,175.0,72.94441689737141,q09,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,175.0,926.7409169115126,,,True,,175.0,1983.850457938388,175.0,980.2094169426708
22,2026-02-06T18:00:33.159849,,,,,,,,,,,,,,,,,,,q10,10,1.0,,,,,,,,,,,,,,,,,True,,True,,20.0,643.792666029185,,,True,,20.0,1610.508708981797,20.0,1150.3481660038233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2026-02-06T18:16:03.418209,,,,,,,,,,,,,,,,,,,q10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,20.0,1329.3446670286355,,,True,,20.0,2119.654915994033,20.0,1453.7600830662996,,,,,,,,,,,,,,,
22,2026-02-10T09:53:23.378699,,,,,,,,,,,,,,,,,,,q10,10,1.0,,True,,True,,20.0,11.146333068609238,,,True,,20.0,22.812082897871733,20.0,35.69716587662697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2026-02-13T02:52:22.099137,1799.4382509496063,,,True,,71.10708393156528,5.220375023782253,20.0,76.32745895534754,,102.79279202222824,6.41787494532764,20.0,109.21066696755588,,164.02712487615645,20.0,164.02712487615645,q10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,20.0,1563.4944578632712,,,True,,20.0,2612.7725408878177,20.0,1449.8730001505464
23,2026-02-06T18:00:36.001309,,,,,,,,,,,,,,,,,,,q12,12,1.0,,,,,,,,,,,,,,,,,True,,True,,2.0,791.4513750001788,,,True,,2.0,1002.0384581293912,2.0,811.9317081291229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2026-02-06T18:16:06.202474,,,,,,,,,,,,,,,,,,,q12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,653.4107921179384,,,True,,2.0,1059.8807078786194,2.0,940.3161250520498,,,,,,,,,,,,,,,
23,2026-02-10T09:53:23.511640,,,,,,,,,,,,,,,,,,,q12,12,1.0,,True,,True,,2.0,6.067375186830759,,,True,,2.0,10.705749969929457,2.0,11.294292053207757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2026-02-13T02:52:25.864233,995.0451250188052,,,True,,20.40279190987349,3.0065421015024185,2.0,23.409334011375904,,39.51637493446469,4.5643330086022615,2.0,44.080707943066955,,33.92133302986622,2.0,33.92133302986622,q12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,975.4648339003325,,,True,,2.0,1772.0588750671595,2.0,893.6337500344962
24,2026-02-06T18:00:37.401007,,,,,,,,,,,,,,,,,,,q14,14,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,296.3393749669194,,,True,,1.0,590.2518338989466,1.0,346.4275000151247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2026-02-06T18:16:07.994385,,,,,,,,,,,,,,,,,,,q14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,425.83741690032184,,,True,,1.0,818.1997919455171,1.0,434.2926659155637,,,,,,,,,,,,,,,
24,2026-02-10T09:53:23.598790,,,,,,,,,,,,,,,,,,,q14,14,1.0,,True,,True,,1.0,3.5295002162456512,,,True,,1.0,4.38633281737566,1.0,3.514082869514823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2026-02-13T02:52:28.467098,692.5000008195639,,,True,,19.875916885212064,1.9666668958961964,1.0,21.84258378110826,,27.241416042670608,3.0850418843328953,1.0,30.326457927003503,,25.34841699525714,1.0,25.34841699525714,q14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,685.2610830683261,,,True,,1.0,1200.615500099957,1.0,614.982542116195
25,2026-02-06T18:01:06.409109,,,,,,,,,,,,,,,,,,,q18,18,1.0,,,,,,,,,,,,,,,,,True,,True,,57.0,8214.718541130424,,,True,,57.0,12370.540458941832,57.0,7826.787790982053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2026-02-06T18:16:12.359555,,,,,,,,,,,,,,,,,,,q18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,57.0,951.625999994576,,,True,,57.0,2007.524542044848,57.0,939.2745001241564,,,,,,,,,,,,,,,
25,2026-02-10T09:53:24.068173,,,,,,,,,,,,,,,,,,,q18,18,1.0,,True,,True,,57.0,35.109249874949455,,,True,,57.0,29.168499866500497,57.0,69.14879195392132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2026-02-13T02:52:34.954093,1985.9004996251315,,,True,,53.879624931141734,4.723583115264773,57.0,58.60320804640651,,147.28316687978804,3.786832792684436,57.0,151.06999967247248,,119.11991704255342,57.0,119.11991704255342,q18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,57.0,1500.093000009656,,,True,,57.0,2969.350792001933,57.0,1657.107374863699
26,2026-02-06T18:01:08.762630,,,,,,,,,,,,,,,,,,,q19,19,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,463.1817499175668,,,True,,1.0,941.9912919402122,1.0,625.2345831599087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2026-02-06T18:16:14.462509,,,,,,,,,,,,,,,,,,,q19,19,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,484.5692499075085,,,True,,1.0,888.2274169009179,1.0,535.4780000634491,,,,,,,,,,,,,,,
26,2026-02-10T09:53:24.211969,,,,,,,,,,,,,,,,,,,q19,19,1.0,,True,,True,,1.0,4.478583112359047,,,True,,1.0,8.503583027049899,1.0,5.908542079851031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2026-02-13T02:52:41.444910,1708.8282913900912,,,True,,25.67016612738371,3.2781672198325396,1.0,28.94833334721625,,50.36108288913965,7.2509171441197395,1.0,57.61200003325939,,34.44750001654029,1.0,34.44750001654029,q19,19,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,1638.5065419599414,,,True,,1.0,3119.3093748297542,1.0,1587.8204579930753
27,2026-02-06T18:01:19.696168,,,,,,,,,,,,,,,,,,,q01,1,1.0,,,,,,,,,,,,,,,,,True,,True,,4.0,1646.417791955173,,,True,,4.0,6753.577332943678,4.0,1776.5918329823762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2026-02-06T18:16:17.204570,,,,,,,,,,,,,,,,,,,q01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,559.1051660012454,,,True,,4.0,1316.738124936819,4.0,482.1670001838356,,,,,,,,,,,,,,,
27,2026-02-10T09:53:24.562151,,,,,,,,,,,,,,,,,,,q01,1,1.0,,True,,True,,4.0,31.836875015869737,,,True,,4.0,35.07883311249316,4.0,48.30883396789432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2026-02-13T02:53:19.900709,9113.316291943192,,,True,,51.887125009670854,1.7055419739335775,4.0,53.59266698360443,,124.18637494556606,4.307124996557832,4.0,128.4934999421239,,57.87387513555586,4.0,57.87387513555586,q01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,9181.835791096091,,,True,,4.0,20139.37766617164,4.0,8873.356249881908
28,2026-02-06T18:01:22.478188,,,,,,,,,,,,,,,,,,,q03,3,1.0,,,,,,,,,,,,,,,,,True,,True,,10.0,504.8320419155061,,,True,,10.0,1025.537749985233,10.0,1059.3283749185505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2026-02-06T18:16:19.350232,,,,,,,,,,,,,,,,,,,q03,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,10.0,506.3506248407066,,,True,,10.0,1040.6405420508236,10.0,480.2745000924915,,,,,,,,,,,,,,,
28,2026-02-10T09:53:24.683482,,,,,,,,,,,,,,,,,,,q03,3,1.0,,True,,True,,10.0,7.180709159001708,,,True,,10.0,8.855334017425776,10.0,8.524541975930333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2026-02-13T02:53:22.667045,795.3995827119797,,,True,,21.63729094900191,3.9453329518437386,10.0,25.582623900845647,,31.926999799907207,4.44037513807416,10.0,36.36737493798137,,28.622499899938703,10.0,28.622499899938703,q03,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,10.0,717.3322080634534,,,True,,10.0,1229.6320418827236,10.0,704.827083973214
29,2026-02-06T18:01:34.680958,,,,,,,,,,,,,,,,,,,q04,4,1.0,,,,,,,,,,,,,,,,,True,,True,,5.0,4664.500416023657,,,True,,5.0,6076.365709071979,5.0,955.026290845126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2026-02-06T18:16:21.652610,,,,,,,,,,,,,,,,,,,q04,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,503.77404200844467,,,True,,5.0,1047.1963749732822,5.0,440.599791938439,,,,,,,,,,,,,,,
29,2026-02-10T09:53:25.029942,,,,,,,,,,,,,,,,,,,q04,4,1.0,,True,,True,,5.0,8.889040909707546,,,True,,5.0,114.67324988916516,5.0,20.142750116065145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2026-02-13T02:53:35.160326,1321.8873762525618,,,True,,45.75354210101068,3.0107498168945312,5.0,48.76429191790521,,129.1120001114905,2.5332081131637096,5.0,131.6452082246542,,27.762792073190212,5.0,27.762792073190212,q04,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,1225.89141712524,,,True,,5.0,9926.31091712974,5.0,1113.7150840368122
30,2026-02-06T18:01:36.723221,,,,,,,,,,,,,,,,,,,q05,5,1.0,,,,,,,,,,,,,,,,,True,,True,,5.0,347.81737509183586,,,True,,5.0,674.0188749972731,5.0,789.2194997984916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2026-02-06T18:16:24.891014,,,,,,,,,,,,,,,,,,,q05,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,549.8174580279738,,,True,,5.0,2000.0909159425648,5.0,521.1098750587553,,,,,,,,,,,,,,,
30,2026-02-10T09:53:25.180901,,,,,,,,,,,,,,,,,,,q05,5,1.0,,True,,True,,5.0,6.339416839182377,,,True,,5.0,14.914541970938444,5.0,7.454124977812171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2026-02-13T02:53:37.944488,803.1813756097108,,,True,,26.70983411371708,3.1034580897539854,5.0,29.813292203471065,,49.54908322542906,4.136458039283752,5.0,53.68554126471281,,32.32304216362536,5.0,32.32304216362536,q05,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,717.2947081271559,,,True,,5.0,1243.4858749620616,5.0,687.3594999779016
31,2026-02-06T18:01:37.997384,,,,,,,,,,,,,,,,,,,q06,6,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,280.48437484540045,,,True,,1.0,615.2745839208364,1.0,298.8517920020968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2026-02-06T18:16:26.667474,,,,,,,,,,,,,,,,,,,q06,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,493.055708007887,,,True,,1.0,824.0662908647209,1.0,399.78599990718067,,,,,,,,,,,,,,,
31,2026-02-10T09:53:25.241712,,,,,,,,,,,,,,,,,,,q06,6,1.0,,True,,True,,1.0,2.2242919076234102,,,True,,1.0,3.3687909599393606,1.0,2.960665849968791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2026-02-13T02:53:40.726058,711.9598342105746,,,True,,8.471749955788255,1.7858340870589018,1.0,10.257584042847157,,14.549917075783014,2.629874972626567,1.0,17.17979204840958,,9.4649160746485,1.0,9.4649160746485,q06,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,681.7833338864148,,,True,,1.0,1357.9104579985142,1.0,675.0575420446694
32,2026-02-06T18:01:41.341622,,,,,,,,,,,,,,,,,,,q07,7,1.0,,,,,,,,,,,,,,,,,True,,True,,4.0,467.0437909662723,,,True,,4.0,950.0158340670168,4.0,938.8433748390526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2026-02-06T18:16:30.255161,,,,,,,,,,,,,,,,,,,q07,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,619.3328751251101,,,True,,4.0,1708.055041031912,4.0,638.7908339966089,,,,,,,,,,,,,,,
32,2026-02-10T09:53:25.675874,,,,,,,,,,,,,,,,,,,q07,7,1.0,,True,,True,,4.0,8.881957968696952,,,True,,4.0,21.128499880433083,4.0,24.927540915086865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2026-02-13T02:53:43.746199,1069.831375963986,,,True,,64.04658406972885,3.7361669819802046,4.0,67.78275105170906,,249.87695808522403,8.932208875194192,4.0,258.8091669604182,,122.48508306220174,4.0,122.48508306220174,q07,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,716.7318749707192,,,True,,4.0,1210.438792128116,4.0,620.7543748896569
33,2026-02-06T18:01:43.823853,,,,,,,,,,,,,,,,,,,q08,8,1.0,,,,,,,,,,,,,,,,,True,,True,,2.0,666.089333826676,,,True,,2.0,850.8769168984145,2.0,677.0163329783827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2026-02-06T18:16:32.812250,,,,,,,,,,,,,,,,,,,q08,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,604.7914999071509,,,True,,2.0,1202.025790931657,2.0,541.6302501689643,,,,,,,,,,,,,,,
33,2026-02-10T09:53:25.936001,,,,,,,,,,,,,,,,,,,q08,8,1.0,,True,,True,,2.0,25.91558312997222,,,True,,2.0,40.84504093043506,2.0,28.94641598686576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2026-02-13T02:53:46.627644,809.8567498382181,,,True,,24.205541936680675,2.941875020042062,2.0,27.147416956722736,,85.15495783649385,8.232250111177564,2.0,93.3872079476714,,31.12862491980195,2.0,31.12862491980195,q08,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,713.5458749253303,,,True,,2.0,1331.5729999449104,2.0,658.193500014022
34,2026-02-06T18:03:43.016718,,,,,,,,,,,,,,,,,,,q09,9,1.0,,,,,,,,,,,,,,,,,True,,True,,175.0,826.2487498577684,,,True,,175.0,6525.859666988254,175.0,3133.6877499707043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2026-02-06T18:17:29.812494,,,,,,,,,,,,,,,,,,,q09,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,175.0,616.4221249055117,,,True,,175.0,20589.21904093586,175.0,1563.856957945973,,,,,,,,,,,,,,,
34,2026-02-10T09:54:02.593728,,,,,,,,,,,,,,,,,,,q09,9,1.0,,True,,True,,175.0,26.388457976281643,,,True,,175.0,49.86599995754659,175.0,216.2694160360843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2026-02-13T02:54:18.779743,28967.95879281126,,,True,,59.08979196101427,1.993374899029732,175.0,61.083166860044,,27799.423542106524,5.769333802163601,175.0,27805.192875908688,,64.04149997979403,175.0,64.04149997979403,q09,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,175.0,1117.8955000359565,,,True,,175.0,2035.652041900903,175.0,1037.641250062734
35,2026-02-06T18:03:45.163323,,,,,,,,,,,,,,,,,,,q10,10,1.0,,,,,,,,,,,,,,,,,True,,True,,20.0,422.85616719163954,,,True,,20.0,709.4402499496937,20.0,659.0778338722885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2026-02-06T18:17:35.250908,,,,,,,,,,,,,,,,,,,q10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,20.0,1277.1797920577228,,,True,,20.0,2098.729666089639,20.0,1434.4498328864574,,,,,,,,,,,,,,,
35,2026-02-10T09:54:03.003713,,,,,,,,,,,,,,,,,,,q10,10,1.0,,True,,True,,20.0,13.998875161632895,,,True,,20.0,21.792041836306453,20.0,54.534625029191375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2026-02-13T02:54:24.712037,1809.9677076097576,,,True,,78.1735829077661,5.004874896258116,20.0,83.17845780402422,,103.73137495480478,5.887707928195596,20.0,109.61908288300036,,121.50933290831745,20.0,121.50933290831745,q10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,20.0,1480.10345781222,,,True,,20.0,2603.0493329744786,20.0,1495.6608340144155
36,2026-02-06T18:03:46.732406,,,,,,,,,,,,,,,,,,,q12,12,1.0,,,,,,,,,,,,,,,,,True,,True,,2.0,342.0214580837637,,,True,,2.0,741.9025420676917,2.0,350.2456669230014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2026-02-06T18:17:37.993232,,,,,,,,,,,,,,,,,,,q12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,644.1659170668572,,,True,,2.0,1134.1489169280976,2.0,829.3486249167472,,,,,,,,,,,,,,,
36,2026-02-10T09:54:03.159280,,,,,,,,,,,,,,,,,,,q12,12,1.0,,True,,True,,2.0,5.4079999681562185,,,True,,2.0,9.34883300215006,2.0,30.069040833041072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2026-02-13T02:54:28.410838,1000.548834213987,,,True,,21.00158389657736,2.456833142787218,2.0,23.458417039364576,,38.49654202349484,5.326125072315335,2.0,43.822667095810175,,38.931624963879585,2.0,38.931624963879585,q12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,918.5250839218496,,,True,,2.0,1751.3112910091877,2.0,894.3361251149327
37,2026-02-06T18:03:47.733970,,,,,,,,,,,,,,,,,,,q14,14,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,218.59099995344877,,,True,,1.0,445.57745894417167,1.0,235.94849999062717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2026-02-06T18:17:39.807807,,,,,,,,,,,,,,,,,,,q14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,426.1880409903824,,,True,,1.0,789.3833748530596,1.0,487.628041068092,,,,,,,,,,,,,,,
37,2026-02-10T09:54:03.241351,,,,,,,,,,,,,,,,,,,q14,14,1.0,,True,,True,,1.0,6.611542077735066,,,True,,1.0,4.299416905269027,1.0,4.522916162386537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2026-02-13T02:54:31.060571,702.2683322429657,,,True,,16.35633292607963,1.5822499990463257,1.0,17.938582925125957,,23.181833093985915,3.10087506659329,1.0,26.282708160579205,,20.626500016078353,1.0,20.626500016078353,q14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,723.0005830060691,,,True,,1.0,1213.060875190422,1.0,637.4205411411822
38,2026-02-06T18:04:03.349372,,,,,,,,,,,,,,,,,,,q18,18,1.0,,,,,,,,,,,,,,,,,True,,True,,57.0,4565.696292091161,,,True,,57.0,6481.144957942888,57.0,4146.773457992822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2026-02-06T18:17:44.261683,,,,,,,,,,,,,,,,,,,q18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,57.0,948.533833026886,,,True,,57.0,2074.669708032161,57.0,942.0155419502408,,,,,,,,,,,,,,,
