execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_dfc_correctness_error,umbra_dfc_correctness_match,umbra_dfc_error,umbra_dfc_rows,umbra_dfc_time_ms,umbra_error,umbra_logical_correctness_error,umbra_logical_correctness_match,umbra_logical_error,umbra_logical_rows,umbra_logical_time_ms,umbra_rows,umbra_time_ms,postgres_correctness_error,postgres_correctness_match,postgres_dfc_correctness_error,postgres_dfc_correctness_match,postgres_dfc_error,postgres_dfc_rows,postgres_dfc_time_ms,postgres_error,postgres_logical_correctness_error,postgres_logical_correctness_match,postgres_logical_error,postgres_logical_rows,postgres_logical_time_ms,postgres_rows,postgres_time_ms,datafusion_correctness_error,datafusion_correctness_match,datafusion_dfc_correctness_error,datafusion_dfc_correctness_match,datafusion_dfc_error,datafusion_dfc_rows,datafusion_dfc_time_ms,datafusion_error,datafusion_logical_correctness_error,datafusion_logical_correctness_match,datafusion_logical_error,datafusion_logical_rows,datafusion_logical_time_ms,datafusion_rows,datafusion_time_ms,sqlserver_correctness_error,sqlserver_correctness_match,sqlserver_dfc_correctness_error,sqlserver_dfc_correctness_match,sqlserver_dfc_error,sqlserver_dfc_rows,sqlserver_dfc_time_ms,sqlserver_error,sqlserver_logical_correctness_error,sqlserver_logical_correctness_match,sqlserver_logical_error,sqlserver_logical_rows,sqlserver_logical_time_ms,sqlserver_rows,sqlserver_time_ms
38,2026-02-10T09:54:03.649640,,,,,,,,,,,,,,,,,,,q18,18,1.0,,True,,True,,57.0,35.62804195098579,,,True,,57.0,28.21949985809624,57.0,46.83212493546307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2026-02-13T02:54:37.524575,2041.332207620144,,,True,,54.59833308123052,4.046791000291705,57.0,58.645124081522226,,148.93337478861213,4.951749928295612,57.0,153.88512471690774,,120.08937494829296,57.0,120.08937494829296,q18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,57.0,1432.273792102933,,,True,,57.0,2965.8104579430073,57.0,1708.712583873421
39,2026-02-06T18:04:04.486153,,,,,,,,,,,,,,,,,,,q19,19,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,241.80187517777085,,,True,,1.0,536.6565410513431,1.0,233.59187482856217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2026-02-06T18:17:46.300122,,,,,,,,,,,,,,,,,,,q19,19,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,535.6303330045193,,,True,,1.0,859.0392079204321,1.0,459.5417499076575,,,,,,,,,,,,,,,
39,2026-02-10T09:54:03.773165,,,,,,,,,,,,,,,,,,,q19,19,1.0,,True,,True,,1.0,3.8564580027014017,,,True,,1.0,6.087666843086481,1.0,8.021624991670251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2026-02-13T02:54:43.829763,1642.5169589929285,,,True,,25.39012487977743,3.269708948209882,1.0,28.659833827987313,,49.0515420679003,6.462207995355129,1.0,55.51375006325543,,33.96729193627834,1.0,33.96729193627834,q19,19,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,1569.0280001144856,,,True,,1.0,3067.080082837492,1.0,1524.3760831654072
40,2026-02-06T18:04:10.847811,,,,,,,,,,,,,,,,,,,q01,1,1.0,,,,,,,,,,,,,,,,,True,,True,,4.0,1134.320207871497,,,True,,4.0,3752.231374848634,4.0,1131.1534580308944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2026-02-06T18:17:48.987362,,,,,,,,,,,,,,,,,,,q01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,540.8277919050306,,,True,,4.0,1225.1109590288252,4.0,516.8314999900758,,,,,,,,,,,,,,,
40,2026-02-10T09:54:04.120285,,,,,,,,,,,,,,,,,,,q01,1,1.0,,True,,True,,4.0,33.71470817364752,,,True,,4.0,37.956166081130505,4.0,45.30433285981417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2026-02-13T02:55:22.478697,9224.238456925375,,,True,,54.147584130987525,1.7415829934179785,4.0,55.8891671244055,,185.37754099816084,4.71641612239182,4.0,190.09395712055263,,57.43874981999397,4.0,57.43874981999397,q01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,9543.514458928255,,,True,,4.0,19868.350999895483,4.0,8920.816582860425
41,2026-02-06T18:04:11.870266,,,,,,,,,,,,,,,,,,,q03,3,1.0,,,,,,,,,,,,,,,,,True,,True,,10.0,224.31808291003108,,,True,,10.0,470.79454199410975,10.0,223.76529197208583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2026-02-06T18:17:51.096912,,,,,,,,,,,,,,,,,,,q03,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,10.0,538.0233339965343,,,True,,10.0,962.7935842145234,10.0,491.9500001706183,,,,,,,,,,,,,,,
41,2026-02-10T09:54:04.245577,,,,,,,,,,,,,,,,,,,q03,3,1.0,,True,,True,,10.0,5.830832989886403,,,True,,10.0,9.830624796450138,10.0,8.601208915933967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2026-02-13T02:55:25.239957,797.296455828473,,,True,,24.314291076734666,4.439499927684665,10.0,28.753791004419327,,34.07479100860655,4.216915927827358,10.0,38.29170693643391,,25.85499989800155,10.0,25.85499989800155,q03,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,10.0,668.9953750465065,,,True,,10.0,1276.936666108668,10.0,704.3959579896182
42,2026-02-06T18:04:18.599698,,,,,,,,,,,,,,,,,,,q04,4,1.0,,,,,,,,,,,,,,,,,True,,True,,5.0,2472.9469169396907,,,True,,5.0,3573.4601670410484,5.0,437.3797499574721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2026-02-06T18:17:53.823488,,,,,,,,,,,,,,,,,,,q04,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,543.8484589103609,,,True,,5.0,1344.1058329772204,5.0,507.91904190555215,,,,,,,,,,,,,,,
42,2026-02-10T09:54:04.622455,,,,,,,,,,,,,,,,,,,q04,4,1.0,,True,,True,,5.0,7.537165889516473,,,True,,5.0,155.84145789034665,5.0,18.695917213335633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2026-02-13T02:55:38.912912,1412.475206889212,,,True,,43.88083308003843,2.97179096378386,5.0,46.85262404382229,,135.2824999485165,2.509749960154295,5.0,137.79224990867078,,28.06241600774229,5.0,28.06241600774229,q04,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,1234.7214999608696,,,True,,5.0,11005.121666938066,5.0,1199.7679169289768
43,2026-02-06T18:04:19.555535,,,,,,,,,,,,,,,,,,,q05,5,1.0,,,,,,,,,,,,,,,,,True,,True,,5.0,181.4642499666661,,,True,,5.0,397.46266696602106,5.0,202.9310001526028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2026-02-06T18:17:57.326367,,,,,,,,,,,,,,,,,,,q05,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,628.7884588818997,,,True,,5.0,2109.8113749176264,5.0,591.796875,,,,,,,,,,,,,,,
43,2026-02-10T09:54:04.769523,,,,,,,,,,,,,,,,,,,q05,5,1.0,,True,,True,,5.0,7.40191712975502,,,True,,5.0,13.04820878431201,5.0,9.479207918047903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2026-02-13T02:55:41.546507,741.217207396403,,,True,,28.751124860718846,2.270040800794959,5.0,31.021165661513805,,47.55958286114037,4.338041879236698,5.0,51.89762474037707,,34.03970808722079,5.0,34.03970808722079,q05,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,632.3822501581162,,,True,,5.0,1235.2487910538912,5.0,624.2587089072913
44,2026-02-06T18:04:20.392711,,,,,,,,,,,,,,,,,,,q06,6,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,186.07324990443885,,,True,,1.0,400.5368328653276,1.0,186.22841709293425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2026-02-06T18:17:59.151303,,,,,,,,,,,,,,,,,,,q06,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,429.8662089277059,,,True,,1.0,854.404249927029,1.0,480.1343330182135,,,,,,,,,,,,,,,
44,2026-02-10T09:54:04.816636,,,,,,,,,,,,,,,,,,,q06,6,1.0,,True,,True,,1.0,2.1675829775631428,,,True,,1.0,3.0274169985204935,1.0,2.5567079428583384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2026-02-13T02:55:44.516427,872.3904169164598,,,True,,8.98345885798335,1.7727501690387726,1.0,10.756209027022123,,15.51279192790389,2.8526668902486563,1.0,18.365458818152547,,9.155957959592342,1.0,9.155957959592342,q06,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,717.1319590415806,,,True,,1.0,1356.4754580147564,1.0,834.1127911116928
45,2026-02-06T18:04:22.244888,,,,,,,,,,,,,,,,,,,q07,7,1.0,,,,,,,,,,,,,,,,,True,,True,,4.0,288.7382919434458,,,True,,4.0,544.3055420182645,4.0,348.8785419613123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2026-02-06T18:18:02.837881,,,,,,,,,,,,,,,,,,,q07,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,672.8469578083605,,,True,,4.0,1764.7547498345375,4.0,639.567333040759,,,,,,,,,,,,,,,
45,2026-02-10T09:54:05.234543,,,,,,,,,,,,,,,,,,,q07,7,1.0,,True,,True,,4.0,10.765333892777562,,,True,,4.0,19.72162490710616,4.0,19.7591669857502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2026-02-13T02:55:47.562864,1079.6315828338263,,,True,,65.57254190556705,6.4489999786019325,4.0,72.02154188416898,,255.38158300332725,8.527874946594238,4.0,263.9094579499215,,70.23775018751621,4.0,70.23775018751621,q07,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,633.7259579449892,,,True,,4.0,1311.1554579809308,4.0,673.4628328122199
46,2026-02-06T18:04:23.562479,,,,,,,,,,,,,,,,,,,q08,8,1.0,,,,,,,,,,,,,,,,,True,,True,,2.0,289.8799581453204,,,True,,2.0,542.2587080392987,2.0,295.28804193250835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2026-02-06T18:18:05.418147,,,,,,,,,,,,,,,,,,,q08,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,600.0719589646906,,,True,,2.0,1200.6288750562817,2.0,571.8594579957426,,,,,,,,,,,,,,,
46,2026-02-10T09:54:05.484258,,,,,,,,,,,,,,,,,,,q08,8,1.0,,True,,True,,2.0,27.702415827661753,,,True,,2.0,40.96558294259012,2.0,27.523957891389728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2026-02-13T02:55:50.675870,1005.5949999950826,,,True,,31.02454193867743,2.799874870106578,2.0,33.82441680878401,,83.83116615004838,7.230125134810805,2.0,91.06129128485918,,33.633166924118996,2.0,33.633166924118996,q08,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,709.1465829871595,,,True,,2.0,1372.461708029732,2.0,847.0761249773204
47,2026-02-06T18:05:04.295055,,,,,,,,,,,,,,,,,,,q09,9,1.0,,,,,,,,,,,,,,,,,True,,True,,175.0,662.1887921355665,,,True,,175.0,6048.269958002493,175.0,3463.55116693303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2026-02-06T18:19:02.983604,,,,,,,,,,,,,,,,,,,q09,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,175.0,576.9169579725713,,,True,,175.0,20564.94537508115,175.0,1470.2726248651743,,,,,,,,,,,,,,,
47,2026-02-10T09:54:39.112601,,,,,,,,,,,,,,,,,,,q09,9,1.0,,True,,True,,175.0,27.03829202800989,,,True,,175.0,49.44600001908839,175.0,270.32841579057276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2026-02-13T02:56:33.855991,40045.792958233505,,,True,,60.89654099196195,2.155708149075508,175.0,63.052249141037464,,38946.98404194787,5.610625026747584,175.0,38952.59466697462,,70.07295801304281,175.0,70.07295801304281,q09,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,175.0,1076.4295421540735,,,True,,175.0,2032.2482089977711,175.0,960.0730841048062
48,2026-02-06T18:05:06.196044,,,,,,,,,,,,,,,,,,,q10,10,1.0,,,,,,,,,,,,,,,,,True,,True,,20.0,392.22120796330273,,,True,,20.0,749.12279099226,20.0,435.7465410139412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2026-02-06T18:19:07.994653,,,,,,,,,,,,,,,,,,,q10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,20.0,1150.013708975166,,,True,,20.0,2025.9678750298915,20.0,1238.217792008072,,,,,,,,,,,,,,,
48,2026-02-10T09:54:39.531002,,,,,,,,,,,,,,,,,,,q10,10,1.0,,True,,True,,20.0,11.965458048507571,,,True,,20.0,23.865458089858297,20.0,75.95154200680554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2026-02-13T02:56:39.754267,1805.8345429599285,,,True,,77.10245903581381,9.441542206332088,20.0,86.5440012421459,,103.58674987219274,6.312624784186482,20.0,109.89937465637922,,105.1615420728922,20.0,105.1615420728922,q10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,20.0,1471.9866670202464,,,True,,20.0,2581.9791671819985,20.0,1504.2296249885112
49,2026-02-06T18:05:07.751671,,,,,,,,,,,,,,,,,,,q12,12,1.0,,,,,,,,,,,,,,,,,True,,True,,2.0,357.87091706879437,,,True,,2.0,702.633417211473,2.0,339.18995899148285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2026-02-06T18:19:10.609698,,,,,,,,,,,,,,,,,,,q12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,543.2419588323683,,,True,,2.0,1021.9063749536872,2.0,921.7065831180662,,,,,,,,,,,,,,,
49,2026-02-10T09:54:39.709265,,,,,,,,,,,,,,,,,,,q12,12,1.0,,True,,True,,2.0,5.035666981711984,,,True,,2.0,9.78591712191701,2.0,41.68145800940693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2026-02-13T02:56:43.579713,1038.5643327608705,,,True,,20.474541001021866,2.0707498770207167,2.0,22.54529087804258,,42.33591677621007,4.785500001162291,2.0,47.12141677737236,,35.817667143419385,2.0,35.817667143419385,q12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,2.0,922.9711669031532,,,True,,2.0,1845.1294580008837,2.0,933.079957962036
50,2026-02-06T18:05:08.755448,,,,,,,,,,,,,,,,,,,q14,14,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,218.65995787084103,,,True,,1.0,435.96654082648456,1.0,233.51679206825793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2026-02-06T18:19:12.334583,,,,,,,,,,,,,,,,,,,q14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,410.66420800052583,,,True,,1.0,797.8220419026911,1.0,408.0803750548512,,,,,,,,,,,,,,,
50,2026-02-10T09:54:39.790519,,,,,,,,,,,,,,,,,,,q14,14,1.0,,True,,True,,1.0,3.153041936457157,,,True,,1.0,4.800291964784265,1.0,6.499540992081165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2026-02-13T02:56:46.239732,742.1052490826696,,,True,,19.22087511047721,1.8220001365989449,1.0,21.042875247076154,,26.603000005707145,2.9870830476284027,1.0,29.590083053335547,,29.867874924093485,1.0,29.867874924093485,q14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,628.7197079509497,,,True,,1.0,1263.1696669850498,1.0,661.6044158581644
51,2026-02-06T18:05:25.064342,,,,,,,,,,,,,,,,,,,q18,18,1.0,,,,,,,,,,,,,,,,,True,,True,,57.0,4806.144540896639,,,True,,57.0,6498.864457942545,57.0,4537.556875031441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2026-02-06T18:19:16.988933,,,,,,,,,,,,,,,,,,,q18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,57.0,1001.28645892255,,,True,,57.0,2199.0050829481333,57.0,990.430333185941,,,,,,,,,,,,,,,
51,2026-02-10T09:54:40.287677,,,,,,,,,,,,,,,,,,,q18,18,1.0,,True,,True,,57.0,68.2434169575572,,,True,,57.0,29.79700011201203,57.0,99.56674999557436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2026-02-13T02:56:52.708794,1984.6404171548784,,,True,,58.31154203042388,4.163958132266998,57.0,62.47550016269088,,145.64054203219712,3.9727499242872,57.0,149.61329195648432,,122.79654201120138,57.0,122.79654201120138,q18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,57.0,1479.0015839971602,,,True,,57.0,2979.865500004962,57.0,1649.7550830245018
52,2026-02-06T18:05:26.311803,,,,,,,,,,,,,,,,,,,q19,19,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,255.48183382488787,,,True,,1.0,612.1437919791788,1.0,247.3405001219362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2026-02-06T18:19:18.959224,,,,,,,,,,,,,,,,,,,q19,19,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,455.3519159089774,,,True,,1.0,859.4986251555383,1.0,485.9940831083805,,,,,,,,,,,,,,,
52,2026-02-10T09:54:40.424122,,,,,,,,,,,,,,,,,,,q19,19,1.0,,True,,True,,1.0,3.4523329231888056,,,True,,1.0,8.653375087305903,1.0,16.313958913087845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2026-02-13T02:56:59.060137,1694.6154593024405,,,True,,29.27187504246831,3.13941715285182,1.0,32.41129219532013,,53.738499991595745,6.587250158190727,1.0,60.32575014978647,,38.653000025078654,1.0,38.653000025078654,q19,19,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,1580.8377920184284,,,True,,1.0,3048.6498749814928,1.0,1563.225416932255
53,2026-02-06T18:05:32.822146,,,,,,,,,,,,,,,,,,,q01,1,1.0,,,,,,,,,,,,,,,,,True,,True,,4.0,1170.9857501555234,,,True,,4.0,3896.3764579966664,4.0,1118.4404590167103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2026-02-06T18:19:21.554198,,,,,,,,,,,,,,,,,,,q01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,492.6054170355201,,,True,,4.0,1232.8137499280274,4.0,479.6517079230398,,,,,,,,,,,,,,,
53,2026-02-10T09:54:40.781724,,,,,,,,,,,,,,,,,,,q01,1,1.0,,True,,True,,4.0,30.657874885946512,,,True,,4.0,39.01741583831608,4.0,49.52429188415408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2026-02-13T02:57:37.545031,9168.175417929888,,,True,,51.151708932593465,1.6918329056352377,4.0,52.8435418382287,,126.07679213397203,4.023917019367218,4.0,130.10070915333927,,60.30724989250302,4.0,60.30724989250302,q01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,9223.392667016014,,,True,,4.0,20070.8689999301,4.0,8924.923917045817
54,2026-02-06T18:05:34.008188,,,,,,,,,,,,,,,,,,,q03,3,1.0,,,,,,,,,,,,,,,,,True,,True,,10.0,294.941124971956,,,True,,10.0,532.5223340187222,10.0,230.9094169177115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2026-02-06T18:19:23.562822,,,,,,,,,,,,,,,,,,,q03,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,10.0,499.0981249138713,,,True,,10.0,946.9840829260648,10.0,446.8056671321392,,,,,,,,,,,,,,,
54,2026-02-10T09:54:40.892930,,,,,,,,,,,,,,,,,,,q03,3,1.0,,True,,True,,10.0,6.842874921858311,,,True,,10.0,8.230875013396144,10.0,11.161334114149213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2026-02-13T02:57:40.309882,791.5199161507189,,,True,,27.002708055078983,3.920542076230049,10.0,30.923250131309032,,34.66599993407726,4.877208033576608,10.0,39.54320796765387,,31.51783300563693,10.0,31.51783300563693,q03,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,10.0,646.4422079734504,,,True,,10.0,1301.7134158872068,10.0,689.5356250461191
55,2026-02-06T18:05:40.719459,,,,,,,,,,,,,,,,,,,q04,4,1.0,,,,,,,,,,,,,,,,,True,,True,,5.0,2583.172000013292,,,True,,5.0,3389.1490830574185,5.0,455.12004219926894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2026-02-06T18:19:25.893616,,,,,,,,,,,,,,,,,,,q04,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,490.33491709269583,,,True,,5.0,1096.6358750592915,5.0,436.7707499768585,,,,,,,,,,,,,,,
55,2026-02-10T09:54:41.278336,,,,,,,,,,,,,,,,,,,q04,4,1.0,,True,,True,,5.0,7.176457904279232,,,True,,5.0,165.00333417207003,5.0,19.853750010952353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2026-02-13T02:57:52.907117,1357.4397498741746,,,True,,46.18945880793035,2.7347910217940807,5.0,48.92424982972443,,148.15833396278322,2.402165904641151,5.0,150.56049986742437,,30.769458040595055,5.0,30.769458040595055,q04,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,1246.4018750470132,,,True,,5.0,9972.242334159091,5.0,1127.1855421364307
56,2026-02-06T18:05:41.642424,,,,,,,,,,,,,,,,,,,q05,5,1.0,,,,,,,,,,,,,,,,,True,,True,,5.0,180.68479211069643,,,True,,5.0,408.0702089704573,5.0,200.48670889809728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2026-02-06T18:19:29.143996,,,,,,,,,,,,,,,,,,,q05,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,621.670207940042,,,True,,5.0,1917.0281251426784,5.0,540.2826659847051,,,,,,,,,,,,,,,
56,2026-02-10T09:54:41.420508,,,,,,,,,,,,,,,,,,,q05,5,1.0,,True,,True,,5.0,6.586084142327309,,,True,,5.0,15.073041897267103,5.0,8.101125014945865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2026-02-13T02:57:55.678300,795.9504993632436,,,True,,27.56237518042326,2.1222499199211597,5.0,29.68462510034442,,47.91004094295204,5.009541055187583,5.0,52.91958199813962,,35.14783410355449,5.0,35.14783410355449,q05,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,5.0,710.7612499967217,,,True,,5.0,1240.357792004943,5.0,678.198458161205
57,2026-02-06T18:05:42.501732,,,,,,,,,,,,,,,,,,,q06,6,1.0,,,,,,,,,,,,,,,,,True,,True,,1.0,194.19970898889005,,,True,,1.0,409.03437486849725,1.0,192.33574997633696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2026-02-06T18:19:30.886005,,,,,,,,,,,,,,,,,,,q06,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,419.72120804712176,,,True,,1.0,846.3660830166191,1.0,411.1473329830915,,,,,,,,,,,,,,,
57,2026-02-10T09:54:41.471223,,,,,,,,,,,,,,,,,,,q06,6,1.0,,True,,True,,1.0,2.5244581047445536,,,True,,1.0,3.43300006352365,1.0,2.335208933800459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2026-02-13T02:57:58.521332,729.2611678130925,,,True,,8.574333973228931,1.701749861240387,1.0,10.276083834469318,,16.97970903478563,3.0192499980330467,1.0,19.998959032818675,,9.030000073835254,1.0,9.030000073835254,q06,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,1.0,728.4220419824123,,,True,,1.0,1363.5436249896884,1.0,689.9561248719692
58,2026-02-06T18:05:44.307980,,,,,,,,,,,,,,,,,,,q07,7,1.0,,,,,,,,,,,,,,,,,True,,True,,4.0,305.16412504948676,,,True,,4.0,566.6653749067336,4.0,386.27749984152615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2026-02-06T18:19:34.597190,,,,,,,,,,,,,,,,,,,q07,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,665.1189171243459,,,True,,4.0,1846.6405000071973,4.0,584.7315420396626,,,,,,,,,,,,,,,
58,2026-02-10T09:54:41.873156,,,,,,,,,,,,,,,,,,,q07,7,1.0,,True,,True,,4.0,11.475375154986978,,,True,,4.0,19.93199996650219,4.0,20.27466706931591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2026-02-13T02:58:01.534998,1033.074498642236,,,True,,68.29658290371299,3.7818329874426126,4.0,72.0784158911556,,264.7538338787854,8.197832852602005,4.0,272.9516667313874,,71.23145810328424,4.0,71.23145810328424,q07,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,4.0,696.7020840384066,,,True,,4.0,1260.0662498734891,4.0,616.8129579164088
59,2026-02-06T18:05:45.703798,,,,,,,,,,,,,,,,,,,q08,8,1.0,,,,,,,,,,,,,,,,,True,,True,,2.0,291.0044169984758,,,True,,2.0,555.7075410615653,2.0,318.4945830143988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
