execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_exec_time_ms,logical_match,logical_match_error,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,physical_base_capture_time_ms,physical_error,physical_exec_time_ms,physical_lineage_query_time_ms,physical_match,physical_match_error,physical_rewrite_time_ms,physical_rows,physical_runtime_ms,physical_time_ms,policy_count,query_type,row_count,run_num,table_width
1,2026-02-15T02:40:04.318925,67.65745743177831,,,True,0.9101252071559429,0.47624995931982994,1,1.3863751664757729,1.303916098549962,True,,1.5007499605417252,1,2.804666059091687,0.7066670805215836,1,0.7066670805215836,10.03283285535872,,64.73674904555082,54.7039161901921,True,,0.8431668393313885,1,64.73674904555082,64.73674904555082,1,WIDE_AGG,1000000,1,2
2,2026-02-15T02:40:04.406436,67.87141715176404,,,True,0.8403330575674772,0.47841714695096016,1,1.3187502045184374,1.3376250863075256,True,,1.8902078736573458,1,3.2278329599648714,0.6152498535811901,1,0.6152498535811901,10.426667053252459,,65.07820915430784,54.651542101055384,True,,0.7711669895797968,1,65.07820915430784,65.07820915430784,1,WIDE_AGG,1000000,2,2
3,2026-02-15T02:40:04.498858,73.18162289448082,,,True,0.8758329786360264,0.46637491323053837,1,1.3422078918665648,1.5661660581827164,True,,1.3747499324381351,1,2.9409159906208515,0.6359168328344822,1,0.6359168328344822,10.995415970683098,,70.1037070248276,59.1082910541445,True,,0.9046660270541906,1,70.1037070248276,70.1037070248276,1,WIDE_AGG,1000000,3,2
4,2026-02-15T02:40:04.586906,68.04329412989318,,,True,0.8746669627726078,0.4900840576738119,1,1.3647510204464197,1.2724590487778187,True,,1.4466249849647284,1,2.719084033742547,0.5896671209484339,1,0.5896671209484339,10.136083932593465,,65.30650099739432,55.17041706480086,True,,0.8116671815514565,1,65.30650099739432,65.30650099739432,1,WIDE_AGG,1000000,4,2
5,2026-02-15T02:40:04.676943,69.65666613541543,,,True,0.8120001293718815,0.4642908461391926,1,1.276290975511074,1.3281668070703745,True,,1.5066249761730433,1,2.8347917832434177,0.5339160561561584,1,0.5339160561561584,10.520291049033403,,66.98258314281702,56.46229209378362,True,,0.802875030785799,1,66.98258314281702,66.98258314281702,1,WIDE_AGG,1000000,5,2
6,2026-02-15T02:40:04.960445,69.13049914874136,,,True,1.163500128313899,0.5497920792549849,1,1.713292207568884,1.5729169826954603,True,,1.7441248055547476,1,3.317041788250208,0.7203749846667051,1,0.7203749846667051,10.579666122794151,,65.6737070530653,55.09404093027115,True,,0.8875420317053795,1,65.6737070530653,65.6737070530653,1,WIDE_AGG,1000000,1,4
7,2026-02-15T02:40:05.050405,69.63149877265096,,,True,1.7456670757383108,0.5494998767971992,1,2.29516695253551,1.8627909012138844,True,,1.958375098183751,1,3.8211659993976355,0.8687919471412897,1,0.8687919471412897,10.831290856003761,,65.15424884855747,54.32295799255371,True,,0.9072909597307444,1,65.15424884855747,65.15424884855747,1,WIDE_AGG,1000000,2,4
8,2026-02-15T02:40:05.139420,68.99491511285305,,,True,1.275541028007865,0.5077498499304056,1,1.7832908779382706,1.5147910453379154,True,,1.6424169298261404,1,3.157207975164056,0.8356249891221523,1,0.8356249891221523,10.546833043918014,,65.36895805038512,54.822125006467104,True,,0.871917000040412,1,65.36895805038512,65.36895805038512,1,WIDE_AGG,1000000,3,4
9,2026-02-15T02:40:05.236744,72.26458378136158,,,True,1.2811669148504734,0.5318331532180309,1,1.8130000680685043,1.8936661072075367,True,,1.821249956265092,1,3.7149160634726286,0.7902919314801693,1,0.7902919314801693,10.615999810397625,,68.2994588278234,57.683459017425776,True,,0.8814169559627771,1,68.2994588278234,68.2994588278234,1,WIDE_AGG,1000000,4,4
10,2026-02-15T02:40:05.413857,157.41325030103326,,,True,1.2933341786265373,0.5659169983118773,1,1.8592511769384146,1.7029168084263802,True,,1.7750421538949013,1,3.4779589623212814,0.859416089951992,1,0.859416089951992,10.795125039294362,,153.55758322402835,142.762458184734,True,,0.8530421182513237,1,153.55758322402835,153.55758322402835,1,WIDE_AGG,1000000,5,4
11,2026-02-15T02:40:05.827266,79.3558326549828,,,True,2.5068330578505993,0.9379999246448278,1,3.444832982495427,2.9179579578340054,True,,2.3341660853475332,1,5.252124043181539,1.844916958361864,1,1.844916958361864,12.618457898497581,,72.08612468093634,59.467666782438755,True,,1.2449589557945728,1,72.08612468093634,72.08612468093634,1,WIDE_AGG,1000000,1,8
12,2026-02-15T02:40:05.928938,78.28170782886446,,,True,2.388124819844961,0.7388750091195107,1,3.126999828964472,2.880249870941043,True,,2.2922500502318144,1,5.172499921172857,1.396208070218563,1,1.396208070218563,11.227250099182129,,71.61712506785989,60.38987496867776,True,,1.1260421015322208,1,71.61712506785989,71.61712506785989,1,WIDE_AGG,1000000,2,8
