execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,join_count,logical_exec_time_ms,logical_match,logical_match_error,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,physical_base_capture_time_ms,physical_error,physical_exec_time_ms,physical_lineage_query_time_ms,physical_match,physical_match_error,physical_rewrite_time_ms,physical_rows,physical_runtime_ms,physical_time_ms,policy_count,query_type,run_num,variation_join_count
11,2026-02-15T00:32:05.002023,342.25549874827266,,,True,45.74491595849395,58.38741618208587,5,104.13233214057982,32,201.6254998743534,True,,75.79975016415119,5,277.4252500385046,43.98974985815585,5,43.98974985815585,48.128833062946796,,50.895333057269454,2.7664999943226576,True,,65.17612491734326,5,50.895333057269454,50.895333057269454,100,JOIN_GROUP_BY,1,32
12,2026-02-15T00:32:05.871681,346.0874161683023,,,True,46.41004092991352,58.441791916266084,5,104.8518328461796,32,205.58429206721485,True,,76.70266693457961,5,282.28695900179446,43.58841595239937,5,43.58841595239937,47.590667149052024,,50.50466721877456,2.9140000697225332,True,,67.42729200050235,5,50.50466721877456,50.50466721877456,100,JOIN_GROUP_BY,2,32
13,2026-02-15T00:32:06.735568,343.2217068038881,,,True,45.289875008165836,59.24583412706852,5,104.53570913523436,32,201.9834159873426,True,,92.42220805026591,5,294.4056240376085,44.739707838743925,5,44.739707838743925,48.23404201306403,,51.208707969635725,2.974665956571698,True,,47.99958295188844,5,51.208707969635725,51.208707969635725,100,JOIN_GROUP_BY,3,32
14,2026-02-15T00:32:07.597944,342.060956871137,,,True,46.922999899834394,58.66550002247095,5,105.58849992230535,32,198.6786660272628,True,,94.42650014534593,5,293.10516617260873,45.11125013232231,5,45.11125013232231,48.63116587512195,,51.34804081171751,2.716874936595559,True,,48.71966713108122,5,51.34804081171751,51.34804081171751,100,JOIN_GROUP_BY,4,32
15,2026-02-15T00:32:08.459294,343.64562411792576,,,True,45.801457948982716,74.61883290670812,5,120.42029085569084,32,199.64604103006423,True,,75.82437503151596,5,275.4704160615802,44.76354201324284,5,44.76354201324284,51.07775004580617,,53.43458312563598,2.356833079829812,True,,49.41554181277752,5,53.43458312563598,53.43458312563598,100,JOIN_GROUP_BY,5,32
16,2026-02-15T00:32:14.244672,5058.181416010484,,,True,548.953291028738,96.66487504728138,5,645.6181660760194,64,3395.0078329071403,True,,92.24962489679456,5,3487.257457803935,556.6885420121253,5,556.6885420121253,554.6876250300556,,557.5317500624806,2.8441250324249268,True,,79.33195889927447,5,557.5317500624806,557.5317500624806,100,JOIN_GROUP_BY,1,64
17,2026-02-15T00:32:19.969211,5128.078041598201,,,True,555.6508330628276,78.51812499575317,5,634.1689580585808,64,3461.2384161446244,True,,107.54837491549551,5,3568.78679106012,546.3488751556724,5,546.3488751556724,562.0510000735521,,564.8399172350764,2.788917161524296,True,,60.95774983987212,5,564.8399172350764,564.8399172350764,100,JOIN_GROUP_BY,2,64
18,2026-02-15T00:32:25.661739,5078.089416027069,,,True,554.0681248530746,98.01391698420048,5,652.082041837275,64,3399.1035828366876,True,,91.81995783001184,5,3490.9235406666994,557.3488329537213,5,557.3488329537213,564.9680001661181,,567.5688753835857,2.6008752174675465,True,,79.70133307389915,5,567.5688753835857,567.5688753835857,100,JOIN_GROUP_BY,3,64
19,2026-02-15T00:32:31.401507,5118.140998994932,,,True,567.8545830305666,79.21345788054168,5,647.0680409111083,64,3423.203625017777,True,,109.08908303827047,5,3532.2927080560476,556.4672909677029,5,556.4672909677029,567.7186250686646,,570.615499978885,2.896874910220504,True,,82.02812494710088,5,570.615499978885,570.615499978885,100,JOIN_GROUP_BY,4,64
20,2026-02-15T00:32:37.126523,5124.547998886555,,,True,564.3199170008302,78.27066699974239,5,642.5905840005726,64,3438.7102499604225,True,,112.35837498679757,5,3551.06862494722,557.4183750431985,5,557.4183750431985,561.4019159693271,,564.0994568821043,2.6975409127771854,True,,60.95162499696016,5,564.0994568821043,564.0994568821043,100,JOIN_GROUP_BY,5,64
