execution_number,timestamp,duration_ms,error,query_name,query_num,sqlserver_correctness_error,sqlserver_correctness_match,sqlserver_dfc_correctness_error,sqlserver_dfc_correctness_match,sqlserver_dfc_error,sqlserver_dfc_rows,sqlserver_dfc_time_ms,sqlserver_error,sqlserver_logical_correctness_error,sqlserver_logical_correctness_match,sqlserver_logical_error,sqlserver_logical_rows,sqlserver_logical_time_ms,sqlserver_rows,sqlserver_time_ms,tpch_sf
1,2026-02-13T02:48:55.073386,9300.80429185182,,q01,1,,True,,True,,4,9214.45516613312,,,True,,4,19743.22750000283,4,9055.546416901052,1.0
2,2026-02-13T02:48:57.851322,780.4005851503462,,q03,3,,True,,True,,10,677.2488749120384,,,True,,10,1295.7237500231713,10,689.2899998929352,1.0
3,2026-02-13T02:49:11.304411,1413.18833315745,,q04,4,,True,,True,,5,1331.4174578990787,,,True,,5,10683.56337514706,5,1206.2773751094935,1.0
4,2026-02-13T02:49:13.943301,738.1274178624153,,q05,5,,True,,True,,5,650.7086250931025,,,True,,5,1236.41424998641,5,622.161207953468,1.0
5,2026-02-13T02:49:16.761550,709.2475001700222,,q06,6,,True,,True,,1,706.1309998389333,,,True,,1,1380.318291950971,1,672.7339171338826,1.0
6,2026-02-13T02:49:19.771438,1045.6504998728633,,q07,7,,True,,True,,4,714.5824590697885,,,True,,4,1229.4295830652118,4,629.7144589480013,1.0
7,2026-02-13T02:49:22.534641,785.0962078664452,,q08,8,,True,,True,,2,660.0829160306603,,,True,,2,1296.92995804362,2,652.4842081125826,1.0
8,2026-02-13T02:49:59.356268,33893.422916997224,,q09,9,,True,,True,,175,933.4012500476092,,,True,,175,1966.348000103608,175,1083.3185410592705,1.0
9,2026-02-13T02:50:05.996910,1940.3205420821905,,q10,10,,True,,True,,20,1973.179416032508,,,True,,20,2696.0821670945734,20,1619.9148749001324,1.0
10,2026-02-13T02:50:09.791141,1045.7260434050113,,q12,12,,True,,True,,2,944.3284580484031,,,True,,2,1787.4668748117983,2,915.6348751857876,1.0
11,2026-02-13T02:50:12.407082,700.4274581559002,,q14,14,,True,,True,,1,628.9113750681281,,,True,,1,1263.4996669366956,1,618.7144159339368,1.0
12,2026-02-13T02:50:18.847422,1983.0094990320504,,q18,18,,True,,True,,57,1474.6564580127597,,,True,,57,2958.4454589057714,57,1646.8279999680817,1.0
13,2026-02-13T02:50:25.200538,1731.4445422962308,,q19,19,,True,,True,,1,1552.3472919594496,,,True,,1,3049.5237498544157,1,1608.0162080470473,1.0
14,2026-02-13T02:51:04.635859,10431.246374966577,,q01,1,,True,,True,,4,9181.603125063702,,,True,,4,19796.754833078012,4,10185.808832990006,1.0
15,2026-02-13T02:51:07.497726,888.5434570256621,,q03,3,,True,,True,,10,648.1050411239266,,,True,,10,1298.920457949862,10,780.2246250212193,1.0
16,2026-02-13T02:51:20.300479,1343.312748009339,,q04,4,,True,,True,,5,1236.330334097147,,,True,,5,10203.4205829259,5,1120.3535830136389,1.0
17,2026-02-13T02:51:22.931473,741.7800428811461,,q05,5,,True,,True,,5,636.9960841257125,,,True,,5,1240.1088329497725,5,626.4414999168366,1.0
18,2026-02-13T02:51:25.723680,710.6363747734576,,q06,6,,True,,True,,1,670.783958164975,,,True,,1,1387.066958937794,1,670.8937499206513,1.0
19,2026-02-13T02:51:28.693046,1041.4815002586693,,q07,7,,True,,True,,4,628.3114580437541,,,True,,4,1278.0740829184651,4,623.3770421240479,1.0
20,2026-02-13T02:51:31.598215,889.8168748710304,,q08,8,,True,,True,,2,717.4723749049008,,,True,,2,1266.217292053625,2,720.1523329131305,1.0
21,2026-02-13T02:52:16.067035,41524.27220810205,,q09,9,,True,,True,,175,926.7409169115126,,,True,,175,1983.850457938388,175,980.2094169426708,1.0
22,2026-02-13T02:52:22.099137,1799.4382509496063,,q10,10,,True,,True,,20,1563.4944578632712,,,True,,20,2612.7725408878177,20,1449.8730001505464,1.0
23,2026-02-13T02:52:25.864233,995.0451250188052,,q12,12,,True,,True,,2,975.4648339003325,,,True,,2,1772.0588750671595,2,893.6337500344962,1.0
24,2026-02-13T02:52:28.467098,692.5000008195639,,q14,14,,True,,True,,1,685.2610830683261,,,True,,1,1200.615500099957,1,614.982542116195,1.0
25,2026-02-13T02:52:34.954093,1985.9004996251315,,q18,18,,True,,True,,57,1500.093000009656,,,True,,57,2969.350792001933,57,1657.107374863699,1.0
26,2026-02-13T02:52:41.444910,1708.8282913900912,,q19,19,,True,,True,,1,1638.5065419599414,,,True,,1,3119.3093748297542,1,1587.8204579930753,1.0
27,2026-02-13T02:53:19.900709,9113.316291943192,,q01,1,,True,,True,,4,9181.835791096091,,,True,,4,20139.37766617164,4,8873.356249881908,1.0
28,2026-02-13T02:53:22.667045,795.3995827119797,,q03,3,,True,,True,,10,717.3322080634534,,,True,,10,1229.6320418827236,10,704.827083973214,1.0
29,2026-02-13T02:53:35.160326,1321.8873762525618,,q04,4,,True,,True,,5,1225.89141712524,,,True,,5,9926.31091712974,5,1113.7150840368122,1.0
30,2026-02-13T02:53:37.944488,803.1813756097108,,q05,5,,True,,True,,5,717.2947081271559,,,True,,5,1243.4858749620616,5,687.3594999779016,1.0
31,2026-02-13T02:53:40.726058,711.9598342105746,,q06,6,,True,,True,,1,681.7833338864148,,,True,,1,1357.9104579985142,1,675.0575420446694,1.0
32,2026-02-13T02:53:43.746199,1069.831375963986,,q07,7,,True,,True,,4,716.7318749707192,,,True,,4,1210.438792128116,4,620.7543748896569,1.0
33,2026-02-13T02:53:46.627644,809.8567498382181,,q08,8,,True,,True,,2,713.5458749253303,,,True,,2,1331.5729999449104,2,658.193500014022,1.0
34,2026-02-13T02:54:18.779743,28967.95879281126,,q09,9,,True,,True,,175,1117.8955000359565,,,True,,175,2035.652041900903,175,1037.641250062734,1.0
35,2026-02-13T02:54:24.712037,1809.9677076097576,,q10,10,,True,,True,,20,1480.10345781222,,,True,,20,2603.0493329744786,20,1495.6608340144155,1.0
36,2026-02-13T02:54:28.410838,1000.548834213987,,q12,12,,True,,True,,2,918.5250839218496,,,True,,2,1751.3112910091877,2,894.3361251149327,1.0
37,2026-02-13T02:54:31.060571,702.2683322429657,,q14,14,,True,,True,,1,723.0005830060691,,,True,,1,1213.060875190422,1,637.4205411411822,1.0
38,2026-02-13T02:54:37.524575,2041.332207620144,,q18,18,,True,,True,,57,1432.273792102933,,,True,,57,2965.8104579430073,57,1708.712583873421,1.0
39,2026-02-13T02:54:43.829763,1642.5169589929285,,q19,19,,True,,True,,1,1569.0280001144856,,,True,,1,3067.080082837492,1,1524.3760831654072,1.0
40,2026-02-13T02:55:22.478697,9224.238456925375,,q01,1,,True,,True,,4,9543.514458928255,,,True,,4,19868.350999895483,4,8920.816582860425,1.0
41,2026-02-13T02:55:25.239957,797.296455828473,,q03,3,,True,,True,,10,668.9953750465065,,,True,,10,1276.936666108668,10,704.3959579896182,1.0
42,2026-02-13T02:55:38.912912,1412.475206889212,,q04,4,,True,,True,,5,1234.7214999608696,,,True,,5,11005.121666938066,5,1199.7679169289768,1.0
43,2026-02-13T02:55:41.546507,741.217207396403,,q05,5,,True,,True,,5,632.3822501581162,,,True,,5,1235.2487910538912,5,624.2587089072913,1.0
44,2026-02-13T02:55:44.516427,872.3904169164598,,q06,6,,True,,True,,1,717.1319590415806,,,True,,1,1356.4754580147564,1,834.1127911116928,1.0
45,2026-02-13T02:55:47.562864,1079.6315828338263,,q07,7,,True,,True,,4,633.7259579449892,,,True,,4,1311.1554579809308,4,673.4628328122199,1.0
46,2026-02-13T02:55:50.675870,1005.5949999950826,,q08,8,,True,,True,,2,709.1465829871595,,,True,,2,1372.461708029732,2,847.0761249773204,1.0
47,2026-02-13T02:56:33.855991,40045.792958233505,,q09,9,,True,,True,,175,1076.4295421540735,,,True,,175,2032.2482089977711,175,960.0730841048062,1.0
48,2026-02-13T02:56:39.754267,1805.8345429599285,,q10,10,,True,,True,,20,1471.9866670202464,,,True,,20,2581.9791671819985,20,1504.2296249885112,1.0
49,2026-02-13T02:56:43.579713,1038.5643327608705,,q12,12,,True,,True,,2,922.9711669031532,,,True,,2,1845.1294580008837,2,933.079957962036,1.0
50,2026-02-13T02:56:46.239732,742.1052490826696,,q14,14,,True,,True,,1,628.7197079509497,,,True,,1,1263.1696669850498,1,661.6044158581644,1.0
51,2026-02-13T02:56:52.708794,1984.6404171548784,,q18,18,,True,,True,,57,1479.0015839971602,,,True,,57,2979.865500004962,57,1649.7550830245018,1.0
52,2026-02-13T02:56:59.060137,1694.6154593024405,,q19,19,,True,,True,,1,1580.8377920184284,,,True,,1,3048.6498749814928,1,1563.225416932255,1.0
53,2026-02-13T02:57:37.545031,9168.175417929888,,q01,1,,True,,True,,4,9223.392667016014,,,True,,4,20070.8689999301,4,8924.923917045817,1.0
54,2026-02-13T02:57:40.309882,791.5199161507189,,q03,3,,True,,True,,10,646.4422079734504,,,True,,10,1301.7134158872068,10,689.5356250461191,1.0
55,2026-02-13T02:57:52.907117,1357.4397498741746,,q04,4,,True,,True,,5,1246.4018750470132,,,True,,5,9972.242334159091,5,1127.1855421364307,1.0
56,2026-02-13T02:57:55.678300,795.9504993632436,,q05,5,,True,,True,,5,710.7612499967217,,,True,,5,1240.357792004943,5,678.198458161205,1.0
57,2026-02-13T02:57:58.521332,729.2611678130925,,q06,6,,True,,True,,1,728.4220419824123,,,True,,1,1363.5436249896884,1,689.9561248719692,1.0
58,2026-02-13T02:58:01.534998,1033.074498642236,,q07,7,,True,,True,,4,696.7020840384066,,,True,,4,1260.0662498734891,4,616.8129579164088,1.0
59,2026-02-13T02:58:04.354933,873.3740001916885,,q08,8,,True,,True,,2,658.6665839422494,,,True,,2,1261.1824998166412,2,725.7679579779506,1.0
60,2026-02-13T02:58:37.394015,30101.758292177692,,q09,9,,True,,True,,175,926.0310418903828,,,True,,175,1977.9992080293596,175,977.2108751349152,1.0
61,2026-02-13T02:58:43.433132,1877.3179603740573,,q10,10,,True,,True,,20,1534.437291091308,,,True,,20,2604.497749824077,20,1532.8304171562197,1.0
62,2026-02-13T02:58:47.174309,1016.2034991662948,,q12,12,,True,,True,,2,921.8917500693352,,,True,,2,1774.5987500529736,2,907.1380000095814,1.0
63,2026-02-13T02:58:49.839798,694.3426239304245,,q14,14,,True,,True,,1,669.0276670269668,,,True,,1,1279.4098749291152,1,616.0248750820756,1.0
64,2026-02-13T02:58:56.405038,2130.150248995051,,q18,18,,True,,True,,57,1435.4591250885278,,,True,,57,2974.6263329871,57,1796.8835411593318,1.0
65,2026-02-13T02:59:02.848187,1705.871001817286,,q19,19,,True,,True,,1,1542.4692500382662,,,True,,1,3172.768959077075,1,1583.3233748562634,1.0
