execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_rows,dfc_time_ms,logical_error,logical_rows,logical_time_ms,policy_count,query_name,query_num,run_num,tpch_sf
1,2026-02-02T02:32:54.147819,50.03899987787008,,,True,,2,18.586166901513934,,2,31.45283297635615,1,q08,8,1,1.0
2,2026-02-02T02:32:54.207319,49.441250041127205,,,True,,2,17.75237498804927,,2,31.688875053077936,1,q08,8,2,1.0
3,2026-02-02T02:32:54.267561,50.033583072945476,,,True,,2,17.79625006020069,,2,32.237333012744784,1,q08,8,3,1.0
4,2026-02-02T02:32:54.327339,49.579290905967355,,,True,,2,18.16129102371633,,2,31.417999882251024,1,q08,8,4,1.0
5,2026-02-02T02:32:54.386329,49.29804219864309,,,True,,2,17.722542164847255,,2,31.575500033795834,1,q08,8,5,1.0
6,2026-02-02T02:32:54.537255,61.233582906425,,,True,,2,21.94566698744893,,2,39.28791591897607,10,q08,8,1,1.0
7,2026-02-02T02:32:54.687002,60.528041096404195,,,True,,2,21.57845813781023,,2,38.949582958593965,10,q08,8,2,1.0
8,2026-02-02T02:32:54.835907,60.24441705085337,,,True,,2,21.345917135477066,,2,38.898499915376306,10,q08,8,3,1.0
9,2026-02-02T02:32:54.985614,60.892583103850484,,,True,,2,21.708625135943294,,2,39.18395796790719,10,q08,8,4,1.0
10,2026-02-02T02:32:55.136007,61.499750008806586,,,True,,2,22.057750029489398,,2,39.44199997931719,10,q08,8,5,1.0
11,2026-02-02T02:32:56.265768,225.8802077267319,,,True,,2,73.66708293557167,,2,152.21312479116023,100,q08,8,1,1.0
12,2026-02-02T02:32:57.342491,194.93883289396763,,,True,,2,73.86616594158113,,2,121.0726669523865,100,q08,8,2,1.0
13,2026-02-02T02:32:58.427434,202.07587420009077,,,True,,2,77.37558311782777,,2,124.70029108226299,100,q08,8,3,1.0
14,2026-02-02T02:32:59.502389,197.69383314996958,,,True,,2,74.02208307757974,,2,123.67175007238984,100,q08,8,4,1.0
15,2026-02-02T02:33:00.593430,210.185875184834,,,True,,2,100.88295815512538,,2,109.30291702970862,100,q08,8,5,1.0
16,2026-02-02T02:33:13.524361,4095.5115840770304,,,True,,2,3073.913750005886,,2,1021.5978340711445,1000,q08,8,1,1.0
17,2026-02-02T02:33:26.508012,4198.062209179625,,,True,,2,3251.5194171573967,,2,946.5427920222282,1000,q08,8,2,1.0
18,2026-02-02T02:33:39.495804,4236.886082915589,,,True,,2,3256.1427920591086,,2,980.7432908564806,1000,q08,8,3,1.0
19,2026-02-02T02:33:52.665527,4294.609333155677,,,True,,2,3304.0532500017434,,2,990.5560831539333,1000,q08,8,4,1.0
20,2026-02-02T02:34:05.623867,4277.330707758665,,,True,,2,3266.462165862322,,2,1010.8685418963432,1000,q08,8,5,1.0
